寻宝类型,评分,标题,品牌,类目,成色,价格,币种,购买方式,图片数,图片像素,标记,所在地,卖家,好评率,上架时间,结束时间,链接,图片
残件/按现状,82.0,Vintage Mamiya Sekor 528TL Camera - Does Not Work- For Parts or Repair✅,Mamiya,Film Cameras,For parts or not working,32.99,CAD,FIXED_PRICE,7,1600,as-is;underpriced(med 169),CA,buncsdeals,100.0,2026-09-21T22:09:58.000Z,,https://www.ebay.ca/itm/327368576377?hash=item4c38b00d79:g:7JsAAeSwtMVqsaqG,https://i.ebayimg.com/images/g/7JsAAeSwtMVqsaqG/s-l225.jpg
型号不明,76.0,M42 NEAR MINT HEAVY CARL ZEISS JENA TRIOTAR 4/13.5cm Red T 15 BLADES,Zeiss,Lenses,Used,259.65,CAD,"FIXED_PRICE,BEST_OFFER",7,1600,mount:m42;good-cond;underpriced(med 749),CA,avar-66,100.0,2026-09-21T18:59:04.000Z,,https://www.ebay.ca/itm/820155268542?hash=itembef5103dbe:g:hYYAAOSwiNNjtKB1,https://i.ebayimg.com/images/g/hYYAAOSwiNNjtKB1/s-l225.jpg
残件/按现状,72.0,CANON PRIMA TWIN DATE 35mm FILM AF CAMERA 28mm/48mm For Parts And Repair,Canon,Film Cameras,For parts or not working,24.99,CAD,"FIXED_PRICE,BEST_OFFER",13,1600,as-is;underpriced(med 109),CA,collector_papa,100.0,2026-09-21T21:25:38.000Z,,https://www.ebay.ca/itm/377513668947?hash=item57e5917153:g:s7UAAeSw1EJoyDiw,https://i.ebayimg.com/images/g/s7UAAeSw1EJoyDiw/s-l225.jpg
残件/按现状,72.0,Canon T90 35mm SLR Film Camera Body - As-Is Parts/Repair,Canon,Film Cameras,For parts or not working,37.88,CAD,"FIXED_PRICE,BEST_OFFER",22,1600,as-is;underpriced(med 109),CA,icychip,98.8,2026-09-22T10:49:02.000Z,,https://www.ebay.ca/itm/178518543498?hash=item299088cc8a:g:Qj4AAeSwjgdqslyN,https://i.ebayimg.com/images/g/Qj4AAeSwjgdqslyN/s-l225.jpg
残件/按现状,67.0,Minolta Hi-Matic AF-D 35mm Rangefinder Film P&S Camera 80s Tested W/O Film As-Is,Minolta,Film Cameras,For parts or not working,29.99,CAD,FIXED_PRICE,13,1568,grail:Hi-Matic;as-is,CA,kewlbargains,100.0,2026-09-22T02:28:43.000Z,,https://www.ebay.ca/itm/178517520809?hash=item29907931a9:g:CJ4AAeSw7fFqsea5,https://i.ebayimg.com/images/g/CJ4AAeSw7fFqsea5/s-l225.jpg
查无市价,65.0,MINT ZEISS IKON ICAREX 35CS BM w/ TESSAR 2.8/50 + SKOPAREX 3.4/35 + EXTRA,Zeiss,Film Cameras,Used,821.05,CAD,"FIXED_PRICE,BEST_OFFER",20,1600,grail:TESSAR;good-cond,CA,avar-66,100.0,2026-09-21T18:59:04.000Z,,https://www.ebay.ca/itm/820155268532?hash=itembef5103db4:g:r1UAAOSwABRj7ZRn,https://i.ebayimg.com/images/g/r1UAAOSwABRj7ZRn/s-l225.jpg
残件/按现状,58.0,Nikon Lite Touch Zoom 70W AF Point and Shoot 35mm Film Camera Untested Powers Up,Nikon,Film Cameras,Used,55.0,CAD,"FIXED_PRICE,BEST_OFFER",3,1600,as-is,CA,valueflips1991,100.0,2026-09-22T02:22:26.000Z,,https://www.ebay.ca/itm/168706058478?hash=item2747aa28ee:g:54YAAeSwYD5qpw6A,https://i.ebayimg.com/images/g/54YAAeSwYD5qpw6A/s-l225.jpg
残件/按现状,56.0,Minolta Autopak 400-X Film Camera Rokkor Lens / Kodak Instamatic Case Untested,Minolta,Film Cameras,For parts or not working,45.08,CAD,"FIXED_PRICE,BEST_OFFER",11,1600,mount:minolta md;as-is,CA,zenkatcanada,99.3,2026-09-22T05:43:08.000Z,,https://www.ebay.ca/itm/298696966308?hash=item458bba00a4:g:UhAAAeSwCYNpMTNL,https://i.ebayimg.com/images/g/UhAAAeSwCYNpMTNL/s-l225.jpg
型号不明,56.0,NEAR MINT CARL ZEISS JENA FLEKTOGON 2.8/35 EXAKTA MOUNT,Zeiss,Lenses,Used,343.86,CAD,"FIXED_PRICE,BEST_OFFER",8,1600,good-cond,CA,avar-66,100.0,2026-09-21T18:59:04.000Z,,https://www.ebay.ca/itm/820155268487?hash=itembef5103d87:g:9C0AAOSwsttfxuTm,https://i.ebayimg.com/images/g/9C0AAOSwsttfxuTm/s-l225.jpg
查无市价,55.0,EXA 1a w/ CARL ZEISS TESSAR 2.8/50mm & PENTACON 2.8/135mm + EXTRA,Zeiss,Film Cameras,Used,526.31,CAD,"FIXED_PRICE,BEST_OFFER",11,1600,grail:TESSAR,CA,avar-66,100.0,2026-09-21T18:59:04.000Z,,https://www.ebay.ca/itm/820155268561?hash=itembef5103dd1:g:oiMAAOSwP3lhWhs8,https://i.ebayimg.com/images/g/oiMAAOSwP3lhWhs8/s-l225.jpg
残件/按现状;型号不明,54.0,VINTAGE RARE CONTAX F BODY for PARTS / REPAIR,Contax,Film Cameras,Used,105.26,CAD,"FIXED_PRICE,BEST_OFFER",6,1600,as-is,CA,avar-66,100.0,2026-09-21T18:59:04.000Z,,https://www.ebay.ca/itm/820155268559?hash=itembef5103dcf:g:IS4AAOSwUIli020i,https://i.ebayimg.com/images/g/IS4AAOSwUIli020i/s-l225.jpg
残件/按现状,52.0,Canon Sure Shot Joy Prima 4 Autoboy Point & Shoot 35mm Film Camera 80s - NO FILM,Canon,Film Cameras,For parts or not working,69.99,CAD,"FIXED_PRICE,BEST_OFFER",12,1600,,CA,flippersfinders,100.0,2026-09-22T06:20:52.000Z,,https://www.ebay.ca/itm/800698344074?hash=itemba6d57228a:g:kJEAAeSwxZVqsh4N,https://i.ebayimg.com/images/g/kJEAAeSwxZVqsh4N/s-l225.jpg
