寻宝类型,评分,标题,品牌,类目,成色,价格,币种,购买方式,图片数,图片像素,标记,所在地,卖家,好评率,上架时间,结束时间,链接,图片
残件/按现状,72.0,Canon Sure Shot Zoom-S 35 mm film camera untested,Canon,Film Cameras,For parts or not working,25.0,CAD,"FIXED_PRICE,BEST_OFFER",16,1600,as-is;underpriced(med 100),CA,neex,100.0,2026-08-11T16:49:52.000Z,,https://www.ebay.ca/itm/257674651765?hash=item3bfe9b2875:g:MXYAAeSwLpRqKw-N,https://i.ebayimg.com/images/g/MXYAAeSwLpRqKw-N/s-l225.jpg
残件/按现状,72.0,Nikon F90X AF 35mm SLR Film Camera Body + Battery Grip - UNTESTED PARTS/REPAIR,Nikon,Film Cameras,For parts or not working,33.33,CAD,"FIXED_PRICE,BEST_OFFER",15,1600,as-is;underpriced(med 100),CA,terell.ward,100.0,2026-08-12T02:13:43.000Z,,https://www.ebay.ca/itm/168606916354?hash=item2741c15f02:g:FFQAAeSwMndqXvmM,https://i.ebayimg.com/images/g/FFQAAeSwMndqXvmM/s-l225.jpg
查无市价,72.0,OLYMPUS CAMEDIA C-740 ULTRA ZOOM 3.2 MP DIGITAL CAMERA - SILVER - TESTED,Olympus,Film Cameras,Used,34.75,CAD,FIXED_PRICE,10,1600,underpriced(med 157),CA,bestsellersbookstore,99.9,2026-08-11T21:49:10.000Z,,https://www.ebay.ca/itm/800493355731?hash=itemba611f42d3:g:zPEAAOSwDJxm8HOI,https://i.ebayimg.com/images/g/zPEAAOSwDJxm8HOI/s-l225.jpg
型号不明,72.0,[MINT+] Nikon Teleconverter TC-201 2X Conversion Lens for F Mount,Nikon,Lenses,Used,80.0,CAD,FIXED_PRICE,2,1080,mount:nikon f;good-cond;underpriced(med 200),CA,crustyymilkk,100.0,2026-08-12T01:15:36.000Z,,https://www.ebay.ca/itm/800494066895?hash=itemba612a1ccf:g:~GgAAeSwv-Jqe8bm,https://i.ebayimg.com/images/g/~GgAAeSwv-Jqe8bm/s-l225.jpg
查无市价,71.0,Genuine Canon 28-55mm F3.5-4.5 Zoom Lens for FD Mount SLR,Canon,Lenses,Used,41.0,CAD,"FIXED_PRICE,BEST_OFFER",4,1600,mount:canon fd;55mm;underpriced(med 160),CA,guackoflips,100.0,2026-08-11T23:21:52.000Z,,https://www.ebay.ca/itm/287519591234?hash=item42f180cb42:g:sI0AAeSwObdqV7QP,https://i.ebayimg.com/images/g/sI0AAeSwObdqV7QP/s-l225.jpg
查无市价,69.0,[MINT] Hasselblad 501 c camera + 80 & 150mm lens + eye prism & 2 A12 backs,Hasselblad,Film Cameras,Used,5850.0,CAD,"FIXED_PRICE,AUCTION",11,1600,grail:501 c;good-cond;auction,CA,adudenamedruby,0.0,2026-08-11T21:24:59.000Z,2026-08-21T21:24:59.000Z,https://www.ebay.ca/itm/336737707625?hash=item4e6721a669:g:11AAAeSwaYVqRbUe,https://i.ebayimg.com/images/g/11AAAeSwaYVqRbUe/s-l225.jpg
残件/按现状,68.0,Canon Lens FD 50mm 1:1.8 FD Mount Works but has dirty inner glass mold forming,Canon,Lenses,For parts or not working,32.0,CAD,"FIXED_PRICE,BEST_OFFER",9,1600,mount:canon fd;underpriced(med 160),CA,goheensfinds,100.0,2026-08-11T21:10:38.000Z,,https://www.ebay.ca/itm/318714816180?hash=item4a34e226b4:g:hBcAAeSwmE9qe472,https://i.ebayimg.com/images/g/hBcAAeSwmE9qe472/s-l225.jpg
残件/按现状,67.0,"Pentax Auto 110 Camera 24mm f2.8 lens, Flash (Parts or Repair, NOT WORKING)",Pentax,Film Cameras,For parts or not working,59.0,CAD,"FIXED_PRICE,BEST_OFFER",4,1600,grail:Auto 110;as-is,CA,colsaun36,98.9,2026-08-11T18:28:34.000Z,,https://www.ebay.ca/itm/178397116192?hash=item29894bf720:g:lOIAAeSwpAlqe2ky,https://i.ebayimg.com/images/g/lOIAAeSwpAlqe2ky/s-l225.jpg
残件/按现状,61.0,Nikon FE2 35mm SLR Film Camera Body Silver Black PARTS REPAIR Shutter Stuck,Nikon,Film Cameras,For parts or not working,109.99,CAD,"FIXED_PRICE,BEST_OFFER",12,1600,grail:FE2;as-is,CA,306videogames,100.0,2026-08-12T09:35:11.000Z,,https://www.ebay.ca/itm/358916842434?hash=item53911c63c2:g:JOMAAeSw0hNqe~am,https://i.ebayimg.com/images/g/JOMAAeSw0hNqe~am/s-l225.jpg
残件/按现状,61.0,Canon AE-1 Program 35mm Camera W/ Image28mm Lens Tested Working/ Read,Canon,Film Cameras,For parts or not working,110.0,CAD,"FIXED_PRICE,BEST_OFFER",11,1600,grail:AE-1,CA,ya_912806,99.0,2026-08-11T16:25:23.000Z,,https://www.ebay.ca/itm/358913683982?hash=item5390ec320e:g:uRsAAeSwBclqe0zl,https://i.ebayimg.com/images/g/uRsAAeSwBclqe0zl/s-l225.jpg
