寻宝类型,评分,标题,品牌,类目,成色,价格,币种,购买方式,图片数,图片像素,标记,所在地,卖家,好评率,上架时间,结束时间,链接,图片
残件/按现状,78.0,Canon EOS Rebel S 35mm SLR Film Camera Body Only EF Mount Untested Strap,Canon,Film Cameras,Used,37.99,CAD,"FIXED_PRICE,BEST_OFFER",20,1005,mount:canon ef;as-is;underpriced(med 97),CA,vintage-vault-kent,99.5,2026-08-20T14:02:14.000Z,,https://www.ebay.ca/itm/377435652085?hash=item57e0eafff5:g:8S4AAeSwEWdp3SeV,https://i.ebayimg.com/images/g/8S4AAeSwEWdp3SeV/s-l225.jpg
残件/按现状,76.0,Leica Z2X 35mm Film Camera - For Parts . Won't Power On,Leica,Film Cameras,For parts or not working,89.95,CAD,"FIXED_PRICE,BEST_OFFER",3,1600,as-is;underpriced(med 1900),CA,cymru48,100.0,2026-08-20T21:57:53.000Z,,https://www.ebay.ca/itm/168628941517?hash=item27431172cd:g:L24AAeSwJmhqh3eu,https://i.ebayimg.com/images/g/L24AAeSwJmhqh3eu/s-l225.jpg
残件/按现状;打包杂件,72.0,Canon Prima Shot 35mm Film Camera Lowepro Case Bundle UNTESTED As Is,Canon,Film Cameras,For parts or not working,25.0,CAD,"FIXED_PRICE,BEST_OFFER",4,1600,as-is;underpriced(med 97),CA,kilohz,100.0,2026-08-21T12:00:01.000Z,,https://www.ebay.ca/itm/318724188160?hash=item4a35712800:g:xSQAAeSw~bxqfd7Q,https://i.ebayimg.com/images/g/xSQAAeSw~bxqfd7Q/s-l225.jpg
型号不明,62.0,Canon Zoom FD 70-210 1:4 Lens w Case,Canon,Lenses,Used,65.0,CAD,FIXED_PRICE,9,1600,mount:canon fd;underpriced(med 160),CA,bdeermeet,100.0,2026-08-20T13:06:40.000Z,,https://www.ebay.ca/itm/407158599643?hash=item5ecc8b2fdb:g:odUAAeSwjpxpk0HC,https://i.ebayimg.com/images/g/odUAAeSwjpxpk0HC/s-l225.jpg
残件/按现状,61.0,CANON AE-1 35MM SLR FILM CAMERA FD 50MM 1:1.8 LENS + IMAGE CB-21 FLASH,Canon,Film Cameras,For parts or not working,159.75,CAD,FIXED_PRICE,13,1434,grail:AE-1;mount:canon fd,CA,bestsellersbookstore,99.9,2026-08-21T01:42:13.000Z,,https://www.ebay.ca/itm/800542754057?hash=itemba64110509:g:XE8AAeSwvPRqBRTJ,https://i.ebayimg.com/images/g/XE8AAeSwvPRqBRTJ/s-l225.jpg
查无市价,55.0,"4x5 Auto Graflex with 5x7 Tessar, film holder, pack film adapter",Graflex,Vintage Cameras,,459.0,CAD,"FIXED_PRICE,BEST_OFFER",19,961,grail:Tessar,CA,photographer,100.0,2026-08-20T19:19:24.000Z,,https://www.ebay.ca/itm/188823437942?hash=item2bf6c10276:g:L1oAAeSw5M9pg8sI,https://i.ebayimg.com/images/g/L1oAAeSw5M9pg8sI/s-l225.jpg
残件/按现状,54.0,Canon Optura 20 Mini DV Digital Video Recorder Camcorder - For Parts or Repair,Canon,Camcorders,For parts or not working,49.97,CAD,FIXED_PRICE,10,1600,as-is;underpriced(med 137),CA,netjunky6947,100.0,2026-08-20T21:25:51.000Z,,https://www.ebay.ca/itm/158210265894?hash=item24d6111326:g:~dUAAeSwjspqh3DS,https://i.ebayimg.com/images/g/~dUAAeSwjspqh3DS/s-l225.jpg
查无市价,52.0,Bigma Zoom Auto MC 80-200mm f/5.6 Lens Pentax K Mount PK Vintage Made in Japan,Pentax,Vintage Lenses,,29.0,CAD,"FIXED_PRICE,BEST_OFFER",4,704,mount:pentax k,CA,saddletramprevival,100.0,2026-08-20T23:35:53.000Z,,https://www.ebay.ca/itm/398309337175?hash=item5cbd162857:g:aDIAAeSwPGtpN49t,https://i.ebayimg.com/images/g/aDIAAeSwPGtpN49t/s-l225.jpg
残件/按现状,50.0,Canon Powershot SX120 Digital Camera,Canon,Digital Cameras,For parts or not working,25.0,CAD,FIXED_PRICE,9,1600,underpriced(med 200),CA,bdeermeet,100.0,2026-08-20T13:16:40.000Z,,https://www.ebay.ca/itm/158209095150?hash=item24d5ff35ee:g:94QAAeSw1DhpKbL8,https://i.ebayimg.com/images/g/94QAAeSw1DhpKbL8/s-l225.jpg
残件/按现状,50.0,Pentax Espio 738G 35mm Point & Shoot Film Camera Untested.,Pentax,Film Cameras,For parts or not working,30.0,CAD,"FIXED_PRICE,BEST_OFFER",6,1600,as-is,CA,shoeflygim,100.0,2026-08-20T21:38:46.000Z,,https://www.ebay.ca/itm/298605163083?hash=item458641324b:g:HeUAAeSwNRJqh3Ki,https://i.ebayimg.com/images/g/HeUAAeSwNRJqh3Ki/s-l225.jpg
