寻宝类型,评分,标题,品牌,类目,成色,价格,币种,购买方式,图片数,图片像素,标记,所在地,卖家,好评率,上架时间,结束时间,链接,图片
残件/按现状,62.0,Vintage Eastman Kodak Baby Brownie Special Camera Untested (PL116),Kodak,Vintage Cameras,,40.0,CAD,FIXED_PRICE,5,1342,as-is;underpriced(med 97),CA,thestoragebounty,98.9,2026-08-10T00:39:26.000Z,,https://www.ebay.ca/itm/318704314947?hash=item4a3441ea43:g:CtwAAeSwOfRqeR26,https://i.ebayimg.com/images/g/CtwAAeSwOfRqeR26/s-l225.jpg
残件/按现状,60.0,Voigtlander Vito Automatic 35mm Film Camera Leather Case Manual Untested Vintage,Voigtlander,Vintage Cameras,,51.8,CAD,"FIXED_PRICE,BEST_OFFER",16,1600,as-is,CA,zenkatcanada,99.3,2026-08-09T04:20:12.000Z,,https://www.ebay.ca/itm/298571320403?hash=item45843ccc53:g:xj0AAeSw92doK~pz,https://i.ebayimg.com/images/g/xj0AAeSw92doK~pz/s-l225.jpg
残件/按现状,55.0,Minolta CLE Rangefinder (Body Only) - For Parts or Repair [READ DESCRIPTION],Minolta,Film Cameras,For parts or not working,0.0,USD,AUCTION,14,1069,grail:Minolta CLE;as-is;auction,CA,omyydx,100.0,2026-08-10T02:00:01.000Z,2026-08-17T02:00:01.000Z,https://www.ebay.ca/itm/178391196503?hash=item2988f1a357:g:~aIAAeSwGbJqeQuD,https://i.ebayimg.com/images/g/~aIAAeSwGbJqeQuD/s-l225.jpg
残件/按现状,54.0,Canon ZR40 MiniDV Digital Video Camcorder 18x Optical Zoom W Charger Cords *Read,Canon,Camcorders,For parts or not working,49.95,CAD,"FIXED_PRICE,BEST_OFFER",11,1600,underpriced(med 140),CA,repurpo62,99.3,2026-08-09T16:22:06.000Z,,https://www.ebay.ca/itm/336734274366?hash=item4e66ed433e:g:WJQAAeSwY5dqeKgl,https://i.ebayimg.com/images/g/WJQAAeSwY5dqeKgl/s-l225.jpg
型号不明,52.0,Handycam Sony VCL-HA06 Wide Conversion Lens 0.6x I - Very Good condition!,Sony,Lenses,Used,35.98,CAD,FIXED_PRICE,7,1600,underpriced(med 222),CA,cadilacrob,99.8,2026-08-09T15:30:20.000Z,,https://www.ebay.ca/itm/158170209539?hash=item24d3addd03:g:OCQAAeSwLKlqeJvu,https://i.ebayimg.com/images/g/OCQAAeSwLKlqeJvu/s-l225.jpg
残件/按现状,50.0,Canon EOS Rebel Ti 35mm SLR Film Camera Body Only Parts Or Repair,Canon,Film Cameras,For parts or not working,25.0,CAD,"FIXED_PRICE,BEST_OFFER",3,1600,,CA,brooksie_71,99.4,2026-08-09T04:08:32.000Z,,https://www.ebay.ca/itm/287513868517?hash=item42f12978e5:g:3mIAAeSwR3Jo59tZ,https://i.ebayimg.com/images/g/3mIAAeSwR3Jo59tZ/s-l225.jpg
残件/按现状,50.0,Canon T70 35mm SLR Film Black Camera Body Only with Strap Untested Parts Repair,Canon,Film Cameras,For parts or not working,28.2,CAD,"FIXED_PRICE,BEST_OFFER",6,1600,as-is,CA,zenkatcanada,99.3,2026-08-09T04:20:56.000Z,,https://www.ebay.ca/itm/298571321109?hash=item45843ccf15:g:E2sAAeSwrKdn153p,https://i.ebayimg.com/images/g/E2sAAeSwrKdn153p/s-l225.jpg
残件/按现状,50.0,Minolta Maxxum XTsi 35mm SLR Film Camera Body Only Untested w/ Strap Battery,Minolta,Film Cameras,For parts or not working,30.81,CAD,"FIXED_PRICE,BEST_OFFER",5,1450,as-is,CA,zenkatcanada,99.3,2026-08-09T04:21:31.000Z,,https://www.ebay.ca/itm/298571321437?hash=item45843cd05d:g:S1QAAeSwc4hn16vZ,https://i.ebayimg.com/images/g/S1QAAeSwc4hn16vZ/s-l225.jpg
残件/按现状,50.0,Vintage Minolta 24 Rapid Rangefinder Camera 32mm f/2.8 Untested,Minolta,Film Cameras,Used,34.66,CAD,"FIXED_PRICE,BEST_OFFER",9,1600,as-is,CA,redpauwilli,100.0,2026-08-10T03:56:06.000Z,,https://www.ebay.ca/itm/117349585075?hash=item1b529490b3:g:ON0AAeSwo9lqZrXh,https://i.ebayimg.com/images/g/ON0AAeSwo9lqZrXh/s-l225.jpg
残件/按现状,50.0,Canon PowerShot A95 Digital Camera 5.0 Mega Pixels - FOR PARTS!,Canon,Digital Cameras,For parts or not working,35.98,CAD,FIXED_PRICE,9,1600,as-is;underpriced(med 193),CA,cadilacrob,99.8,2026-08-09T14:15:33.000Z,,https://www.ebay.ca/itm/158170046702?hash=item24d3ab60ee:g:lKYAAeSwg3Nqd4Es,https://i.ebayimg.com/images/g/lKYAAeSwg3Nqd4Es/s-l225.jpg
残件/按现状,50.0,Canon PowerShot A430 4.0MP Digital Camera - Silver PARTS only,Canon,Digital Cameras,For parts or not working,40.0,CAD,FIXED_PRICE,6,1600,as-is;underpriced(med 200),CA,ban_4389,98.6,2026-08-09T08:27:10.000Z,,https://www.ebay.ca/itm/236995148035?hash=item372e02f903:g:8d0AAeSwXbZp~y5L,https://i.ebayimg.com/images/g/8d0AAeSwXbZp~y5L/s-l225.jpg
残件/按现状,50.0,Canon PowerShot D30 12.1MP Waterproof Digital Camera Blue NOT WORKING FOR PARTS,Canon,Digital Cameras,For parts or not working,49.95,CAD,FIXED_PRICE,7,1600,as-is;underpriced(med 193),CA,bigbearcomics,100.0,2026-08-09T22:53:51.000Z,,https://www.ebay.ca/itm/236996429225?hash=item372e1685a9:g:-EMAAeSwYtBqeQMj,https://i.ebayimg.com/images/g/-EMAAeSwYtBqeQMj/s-l225.jpg
查无市价,50.0,RICOH KR-10x SLR 35mm FILM CAMERA - BODY ONLY Tested Work,Ricoh,Film Cameras,Used,55.0,CAD,"FIXED_PRICE,BEST_OFFER",7,1599,,CA,classic-pete,0.0,2026-08-10T02:11:37.000Z,,https://www.ebay.ca/itm/800484211624?hash=itemba6093bba8:g:bQ0AAeSw1WFqeTKJ,https://i.ebayimg.com/images/g/bQ0AAeSw1WFqeTKJ/s-l225.jpg
查无市价,48.0,Moskva 4 Zeiss Ikonta Copy 6x9 Folding Camera,Zeiss,Film Cameras,Used,0.0,USD,"AUCTION,BEST_OFFER",13,1600,auction,CA,hard_sun,100.0,2026-08-09T15:19:47.000Z,2026-08-19T15:19:47.000Z,https://www.ebay.ca/itm/198558916274?hash=item2e3b089eb2:g:2IsAAeSwmyZpXFuz,https://i.ebayimg.com/images/g/2IsAAeSwmyZpXFuz/s-l225.jpg
查无市价,48.0,Kodak 50th Anniversary VTG 1930’s Box Camera Brown Works,Kodak,Vintage Cameras,,44.99,CAD,"FIXED_PRICE,BEST_OFFER",6,859,,CA,jdsgamestoyscollectibles,99.1,2026-08-09T14:44:21.000Z,,https://www.ebay.ca/itm/147493293885?hash=item2257490f3d:g:X~4AAeSwL8lqeJAk,https://i.ebayimg.com/images/g/X~4AAeSwL8lqeJAk/s-l225.jpg
残件/按现状,44.0,Canon PowerShot A3100 IS 12.1MP Digital Camera - Silver,Canon,Digital Cameras,For parts or not working,65.0,CAD,"FIXED_PRICE,BEST_OFFER",5,1600,underpriced(med 193),CA,e_and06,99.2,2026-08-09T19:31:43.000Z,,https://www.ebay.ca/itm/278263183808?hash=item40c9c739c0:g:W84AAeSwWXtqeNUS,https://i.ebayimg.com/images/g/W84AAeSwWXtqeNUS/s-l225.jpg
残件/按现状,44.0,Canon Powershot A620 7.1MP 4X Zoom For Parts With Box READ,Canon,Digital Cameras,For parts or not working,70.0,CAD,"FIXED_PRICE,BEST_OFFER",7,1600,as-is;underpriced(med 193),CA,treasurequestca,100.0,2026-08-09T22:52:57.000Z,,https://www.ebay.ca/itm/206478547560?hash=item3013149a68:g:DX4AAeSwZQpp9BvY,https://i.ebayimg.com/images/g/DX4AAeSwZQpp9BvY/s-l225.jpg
