寻宝类型,评分,标题,品牌,类目,成色,价格,币种,购买方式,图片数,图片像素,标记,所在地,卖家,好评率,上架时间,结束时间,链接,图片
残件/按现状,78.0,Asahi Pentax SP500 35mm SLR M42 Camera Body AS-IS Parts Repair,Asahi,Film Cameras,For parts or not working,54.99,CAD,"FIXED_PRICE,BEST_OFFER",14,1600,mount:m42;as-is;underpriced(med 145),CA,306videogames,100.0,2026-09-10T06:11:35.000Z,,https://www.ebay.ca/itm/820109349609?hash=itembef25392e9:g:jWoAAeSwDudqoPpP,https://i.ebayimg.com/images/g/jWoAAeSwDudqoPpP/s-l225.jpg
残件/按现状,72.0,Nikon One Touch 200 35 mm Film Camera (Untested) With Original Case (excellent),Nikon,Film Cameras,For parts or not working,30.0,CAD,"FIXED_PRICE,BEST_OFFER",17,1600,as-is;underpriced(med 120),CA,thrifty.girl007,100.0,2026-09-10T06:39:17.000Z,,https://www.ebay.ca/itm/237060684827?hash=item3731eafc1b:g:0aYAAeSwjadqolAr,https://i.ebayimg.com/images/g/0aYAAeSwjadqolAr/s-l225.jpg
描述含糊,65.0,Minolta HI-MATIC SD film camera - Film tested (see photos) fully functional,Minolta,Film Cameras,Used,125.0,CAD,"FIXED_PRICE,AUCTION",10,1600,grail:HI-MATIC;auction,CA,sockeyesteveston,98.0,2026-09-09T05:06:12.000Z,2026-09-14T05:06:12.000Z,https://www.ebay.ca/itm/336785977375?hash=item4e6a02301f:g:NpYAAeSwYyRqoOi6,https://i.ebayimg.com/images/g/NpYAAeSwYyRqoOi6/s-l225.jpg
残件/按现状,61.0,"Olympus OM-2 SLR Film Camera, 50mm f/1.8 - Meter/Auto not working",Olympus,Film Cameras,Used,0.0,USD,AUCTION,8,1600,grail:OM-2;mount:olympus om;as-is;auction,CA,sockeyesteveston,98.0,2026-09-09T05:19:28.000Z,2026-09-14T05:19:28.000Z,https://www.ebay.ca/itm/336785992389?hash=item4e6a026ac5:g:OyMAAeSw1WNqoOq1,https://i.ebayimg.com/images/g/OyMAAeSw1WNqoOq1/s-l225.jpg
残件/按现状,61.0,Canon AE-1 35mm SLR Film Camera Body Sold As Is for Parts Repair,Canon,Film Cameras,For parts or not working,67.99,CAD,"FIXED_PRICE,BEST_OFFER",17,1600,grail:AE-1;as-is,CA,306videogames,100.0,2026-09-10T05:06:49.000Z,,https://www.ebay.ca/itm/820109190203?hash=itembef251243b:g:DcoAAeSwdRdqoPqm,https://i.ebayimg.com/images/g/DcoAAeSwdRdqoPqm/s-l225.jpg
残件/按现状,61.0,Pentax ME Super 35mm SLR Camera Sold AS IS for Parts Repair,Pentax,Film Cameras,For parts or not working,74.99,CAD,"FIXED_PRICE,BEST_OFFER",16,1600,grail:Pentax ME Super;as-is,CA,306videogames,100.0,2026-09-10T04:51:50.000Z,,https://www.ebay.ca/itm/820109172493?hash=itembef250df0d:g:cp8AAeSw9vVqoc-5,https://i.ebayimg.com/images/g/cp8AAeSw9vVqoc-5/s-l225.jpg
残件/按现状,58.0,Canon EOS Elan II E 35mm SLR Body Untested *AF Mode Dial Detached* PARTS REPAIR,Canon,Film Cameras,For parts or not working,54.99,CAD,"FIXED_PRICE,BEST_OFFER",20,1600,as-is,CA,306videogames,100.0,2026-09-09T04:27:49.000Z,,https://www.ebay.ca/itm/820104763506?hash=itembef20d9872:g:HuIAAeSwxONqoKA8,https://i.ebayimg.com/images/g/HuIAAeSwxONqoKA8/s-l225.jpg
查无市价,52.0,Nikon AF400 35mm Point & Shoot Film Camera Tested,Nikon,Film Cameras,Used,67.99,CAD,"FIXED_PRICE,BEST_OFFER",11,1600,,CA,306videogames,100.0,2026-09-09T05:15:45.000Z,,https://www.ebay.ca/itm/820104874298?hash=itembef20f493a:g:tqAAAeSwG2FqoHkz,https://i.ebayimg.com/images/g/tqAAAeSwG2FqoHkz/s-l225.jpg
残件/按现状,50.0,"1966 Retro Minolta Autopak 500 126 Film Camera -Uses 126 Film, Untested As Is",Minolta,Film Cameras,Used,25.0,CAD,"FIXED_PRICE,BEST_OFFER",17,1600,as-is,CA,foundonpei,99.7,2026-09-10T00:27:36.000Z,,https://www.ebay.ca/itm/206547177089?hash=item30172bce81:g:QNEAAOSwu6Nl6f9X,https://i.ebayimg.com/images/g/QNEAAOSwu6Nl6f9X/s-l225.jpg
查无市价,50.0,Minolta IR Wireless Infrared Remote Control RC-1,Minolta,Film Cameras,New,25.0,CAD,"FIXED_PRICE,BEST_OFFER",4,1600,,CA,jarret86,100.0,2026-09-09T20:00:20.000Z,,https://www.ebay.ca/itm/278360045154?hash=item40cf8d3662:g:sIQAAeSwYyRqobf6,https://i.ebayimg.com/images/g/sIQAAeSwYyRqobf6/s-l225.jpg
残件/按现状,50.0,Pentax Optio P80 Digital Camera | Untested | Compact Point & Shoot | AS-IS,Pentax,Digital Cameras,For parts or not working,28.19,CAD,"FIXED_PRICE,BEST_OFFER",8,1440,as-is;underpriced(med 102),CA,miggysrediscoveredgoods,98.8,2026-09-09T06:33:15.000Z,,https://www.ebay.ca/itm/398376243503?hash=item5cc113112f:g:HekAAeSwlAFpqKur,https://i.ebayimg.com/images/g/HekAAeSwlAFpqKur/s-l225.jpg
残件/按现状,50.0,VINTAGE FUJI DL-200 FILM CAMERA WITH STRAP FROM JAPAN - UNTESTED (INV44017),Fuji,Film Cameras,For parts or not working,34.99,CAD,"FIXED_PRICE,BEST_OFFER",5,1600,as-is,CA,northernvintage101,99.8,2026-09-09T13:50:27.000Z,,https://www.ebay.ca/itm/227513846897?hash=item34f8e1cc71:g:ZasAAeSwB1dqoWPW,https://i.ebayimg.com/images/g/ZasAAeSwB1dqoWPW/s-l225.jpg
残件/按现状,44.0,Sony Handycam DCR-DVD105E CamcorderSony Handycam DCR-DVD108 DVD Camcorder 20x Op,Sony,Camcorders,For parts or not working,32.17,CAD,"FIXED_PRICE,BEST_OFFER",3,895,underpriced(med 199),CA,techtreasure33,100.0,2026-09-09T06:06:22.000Z,,https://www.ebay.ca/itm/278358073046?hash=item40cf6f1ed6:g:TL0AAeSwdbtqYku0,https://i.ebayimg.com/images/g/TL0AAeSwdbtqYku0/s-l225.jpg
