寻宝类型,评分,标题,品牌,类目,成色,价格,币种,购买方式,图片数,图片像素,标记,所在地,卖家,好评率,上架时间,结束时间,链接,图片
残件/按现状,44.0,Sony Handycam Vision CCD-TRV22 Video8 8mm Camcorder (UNTESTED),Sony,Camcorders,For parts or not working,54.15,CAD,FIXED_PRICE,2,1600,as-is;underpriced(med 198),CA,mrsicksales,98.4,2026-09-02T06:54:48.000Z,,https://www.ebay.ca/itm/206530621017?hash=item30162f2e59:g:epgAAOSwa2tn51zo,https://i.ebayimg.com/images/g/epgAAOSwa2tn51zo/s-l225.jpg
残件/按现状,44.0,Canon AT-1 35mm SLR Camera Body - Broken for Parts Repair SOLD AS IS,Canon,Film Cameras,For parts or not working,67.95,CAD,"FIXED_PRICE,BEST_OFFER",16,1600,as-is,CA,306videogames,100.0,2026-09-02T04:35:02.000Z,,https://www.ebay.ca/itm/820076615460?hash=itembef0601724:g:kicAAeSwZERql5yg,https://i.ebayimg.com/images/g/kicAAeSwZERql5yg/s-l225.jpg
查无市价,44.0,Film Tested - Ricoh AF-5D Rikenon 38㎜ f/2.8 Film Camera Working JAPAN,Ricoh,Film Cameras,Used,69.95,CAD,FIXED_PRICE,9,1280,,CA,allofthethingsandstuff,100.0,2026-09-01T23:42:10.000Z,,https://www.ebay.ca/itm/188872980389?hash=item2bf9b4f7a5:g:tdEAAeSwcXFql2LI,https://i.ebayimg.com/images/g/tdEAAeSwcXFql2LI/s-l225.jpg
查无市价,44.0,Vintage Pentax Camera Point And Shoot PC-555 Tested Working,Pentax,Film Cameras,Used,89.97,CAD,"FIXED_PRICE,BEST_OFFER",11,1600,,CA,olivers-outlet,99.5,2026-09-01T21:59:45.000Z,,https://www.ebay.ca/itm/137687817683?hash=item200ed55dd3:g:PugAAeSw3h9qkOLP,https://i.ebayimg.com/images/g/PugAAeSw3h9qkOLP/s-l225.jpg
查无市价,44.0,Excellent vintage Pentax Zoom 70-R Tele-Macro 35-70mm point/shoot film Camera,Pentax,Film Cameras,Used,129.0,CAD,FIXED_PRICE,6,999,,CA,impression437,100.0,2026-09-01T21:50:00.000Z,,https://www.ebay.ca/itm/188872620709?hash=item2bf9af7aa5:g:Go8AAeSwPgVql0U4,https://i.ebayimg.com/images/g/Go8AAeSwPgVql0U4/s-l225.jpg
型号不明,44.0,NEAR MINT NEAR MINT CANON LENS FL 1.4/50,Canon,Lenses,Used,173.7,CAD,"FIXED_PRICE,BEST_OFFER",8,1547,mount:canon fd;good-cond,CA,ussr2,100.0,2026-09-01T15:58:50.000Z,,https://www.ebay.ca/itm/237042860656?hash=item3730db0270:g:m90AAOSwNNFlD4TT,https://i.ebayimg.com/images/g/m90AAOSwNNFlD4TT/s-l225.jpg
残件/按现状;打包杂件,40.0,Panasonic Lumix Digital Camera DMC-FZ4 Lecia Silver 4.0 MP Bundle Need Battery,Panasonic,Digital Cameras,For parts or not working,26.09,CAD,"FIXED_PRICE,BEST_OFFER",11,1600,underpriced(med 150),CA,thriftingbyjl,100.0,2026-09-02T14:32:10.000Z,,https://www.ebay.ca/itm/237044781381?hash=item3730f85145:g:lsoAAeSwJ99olMrC,https://i.ebayimg.com/images/g/lsoAAeSwJ99olMrC/s-l225.jpg
查无市价,40.0,Vintage Vivitar Champion 35 35mm Film Camera Red Tested Working,Vivitar,Vintage Cameras,,26.99,CAD,"FIXED_PRICE,BEST_OFFER",10,1600,,CA,blurredretro,99.5,2026-09-01T23:00:01.000Z,,https://www.ebay.ca/itm/366628147022?hash=item555cbd8f4e:g:q8gAAeSwRvdqjbbm,https://i.ebayimg.com/images/g/q8gAAeSwRvdqjbbm/s-l225.jpg
查无市价,40.0,Vintage 1970s AGFA Silette LK sensor with Agfa Color Agnar 1:2.8 / 45 mm,Agfa,Vintage Cameras,,40.0,CAD,"FIXED_PRICE,BEST_OFFER",8,1600,,CA,noahthereseller26,0.0,2026-09-02T01:58:29.000Z,,https://www.ebay.ca/itm/366643264281?hash=item555da43b19:g:4coAAeSwiCJql3x3,https://i.ebayimg.com/images/g/4coAAeSwiCJql3x3/s-l225.jpg
查无市价,40.0,Agfa Super Silette L Rangefinder Film Camera Agfa Color-Solinar 1:2.8/50mm Lens,Agfa,Vintage Cameras,,46.95,CAD,"FIXED_PRICE,BEST_OFFER",9,1600,,CA,lost-and-found-vintage,99.7,2026-09-01T13:07:10.000Z,,https://www.ebay.ca/itm/318809645049?hash=item4a3a891ff9:g:YVQAAeSwfihoiAKq,https://i.ebayimg.com/images/g/YVQAAeSwfihoiAKq/s-l225.jpg
残件/按现状;打包杂件,38.0,Vtg Sony Handycam Sports CCD-SP9 Video 8 Camera Bundle W/ Battery Cords Repair,Sony,Camcorders,For parts or not working,79.98,CAD,FIXED_PRICE,20,1600,underpriced(med 198),CA,joeys*hidden*jems,99.4,2026-09-02T13:30:01.000Z,,https://www.ebay.ca/itm/820075473091?hash=itembef04ea8c3:g:nS4AAOSwj9FlRRO6,https://i.ebayimg.com/images/g/nS4AAOSwj9FlRRO6/s-l225.jpg
型号不明,38.0,Nikon AF-S TELE CONVERTER TC-20E II 2x MINT,Nikon,Lenses,Open box,193.15,CAD,FIXED_PRICE,3,1600,good-cond,CA,camwatch1,100.0,2026-09-01T16:27:08.000Z,,https://www.ebay.ca/itm/257716548382?hash=item3c011a731e:g:E8MAAOSw2F9lKX-i,https://i.ebayimg.com/images/g/E8MAAOSw2F9lKX-i/s-l225.jpg
查无市价,38.0,Exakta varex iia 35mm camera with Schneider-Kreuznach 50mm f1.9,Exakta,Vintage Cameras,,399.99,CAD,FIXED_PRICE,3,1600,,CA,exchan48,97.1,2026-09-01T20:00:54.000Z,,https://www.ebay.ca/itm/800597973445?hash=itemba675b99c5:g:Ff8AAeSweAVqly6y,https://i.ebayimg.com/images/g/Ff8AAeSweAVqly6y/s-l225.jpg
查无市价,36.0,Chinon 80-200mm F/3.8 Close-Focus Manual Focus Lens PK Mount + Hard case,Chinon,Lenses,Used,27.68,CAD,"FIXED_PRICE,BEST_OFFER",11,1060,mount:pentax k,CA,happydealgarden,100.0,2026-09-01T21:48:31.000Z,,https://www.ebay.ca/itm/278333725916?hash=item40cdfb9cdc:g:qLYAAeSw3GJpLjLL,https://i.ebayimg.com/images/g/qLYAAeSw3GJpLjLL/s-l225.jpg
查无市价,34.0,VTG Polaroid Automatic 230 Land Camera Kit w/ #268 Flashgun #583 Close-Up Kit,Polaroid,Vintage Cameras,,89.99,CAD,"FIXED_PRICE,BEST_OFFER",20,1600,,CA,followtheirfootsteps,100.0,2026-09-01T11:58:15.000Z,,https://www.ebay.ca/itm/800596009391?hash=itemba673da1af:g:nJEAAeSwN09qa61x,https://i.ebayimg.com/images/g/nJEAAeSwN09qa61x/s-l225.jpg
查无市价,34.0,M42 VINTAGE PRAKTICA LTL w/ *PRESET* PENTACON 2.8/135 + DOMIPLAN 2/50,Praktica,Vintage Cameras,,465.52,CAD,"FIXED_PRICE,BEST_OFFER",10,1600,mount:m42,CA,ussr2,100.0,2026-09-01T15:58:49.000Z,,https://www.ebay.ca/itm/237042860647?hash=item3730db0267:g:BjIAAOSwecJadiHt,https://i.ebayimg.com/images/g/BjIAAOSwecJadiHt/s-l225.jpg
查无市价,34.0,VINTAGE PRAKTICA IV w/ RARE ENNAGON 2.8/50 and M42 SOCKEL SYSTEM LENS ADAPTER,Praktica,Vintage Cameras,,479.41,CAD,"FIXED_PRICE,BEST_OFFER",10,1475,mount:m42,CA,ussr2,100.0,2026-09-01T15:58:49.000Z,,https://www.ebay.ca/itm/237042860648?hash=item3730db0268:g:usQAAOSwImRYlgt4,https://i.ebayimg.com/images/g/usQAAOSwImRYlgt4/s-l225.jpg
查无市价,34.0,VINTAGE 1951 M42* PRAKTICA w/ A. SCHACHT ULM TRAVENAR 2.8/90mm R,Praktica,Vintage Cameras,,590.58,CAD,"FIXED_PRICE,BEST_OFFER",11,1475,mount:m42,CA,ussr2,100.0,2026-09-01T15:58:49.000Z,,https://www.ebay.ca/itm/237042860645?hash=item3730db0265:g:6D4AAOSwtnpXnmei,https://i.ebayimg.com/images/g/6D4AAOSwtnpXnmei/s-l225.jpg
查无市价,30.0,Fujifilm Instax 100 Instant Camera,Fujifilm,Digital Cameras,Used,62.54,CAD,FIXED_PRICE,1,1024,,CA,wmp_cards,97.4,2026-09-02T02:25:35.000Z,,https://www.ebay.ca/itm/398349476042?hash=item5cbf7aa0ca:g:ZQAAAeSwbS9ql4ma,https://i.ebayimg.com/images/g/ZQAAAeSwbS9ql4ma/s-l225.jpg
残件/按现状,30.0,"Canon PowerShot SD800 IS Silver 7.1MP 2.5"" LCD Elph ~ Auto Focus Not Working",Canon,Digital Cameras,For parts or not working,120.0,CAD,"FIXED_PRICE,BEST_OFFER",14,1600,as-is,CA,logannorris2588,100.0,2026-09-02T00:54:11.000Z,,https://www.ebay.ca/itm/227501701113?hash=item34f82877f9:g:nU8AAeSwXSZql3H6,https://i.ebayimg.com/images/g/nU8AAeSwXSZql3H6/s-l225.jpg
残件/按现状;打包杂件,28.0,"Vintage Camera & Accessories Lot - Polaroid, Canon, Minolta, Kodak. Untested",Polaroid,Vintage Cameras,,200.0,CAD,"FIXED_PRICE,BEST_OFFER",6,1600,as-is,CA,latrem94,0.0,2026-09-02T03:11:45.000Z,,https://www.ebay.ca/itm/366643384914?hash=item555da61252:g:7ToAAeSwnp1ql5N~,https://i.ebayimg.com/images/g/7ToAAeSwnp1ql5N~/s-l225.jpg
查无市价,28.0,Canon 310XL Super 8 Film Camera w/ C-8 Zoom Lens 8.5-25.5mm Tested Working,Canon,Film Cameras,Used,599.99,CAD,"FIXED_PRICE,BEST_OFFER",23,1600,,CA,306videogames,100.0,2026-09-01T18:41:40.000Z,,https://www.ebay.ca/itm/820074721564?hash=itembef043311c:g:XdAAAeSwm5Bp~PAr,https://i.ebayimg.com/images/g/XdAAAeSwm5Bp~PAr/s-l225.jpg
型号不明,24.0,Fujifilm XF 50-140 F2.8,Fujifilm,Lenses,Used,1200.0,CAD,"FIXED_PRICE,BEST_OFFER",3,1600,mount:fuji x,CA,binhkhiemnguyen,100.0,2026-09-01T19:20:37.000Z,,https://www.ebay.ca/itm/298636664241?hash=item458821ddb1:g:TqgAAeSwEQFqlyUe,https://i.ebayimg.com/images/g/TqgAAeSwEQFqlyUe/s-l225.jpg
查无市价,22.0,Fujifilm FinePix A180 Digital Camera – 10.2MP – Black – Tested – Works,Fujifilm,Digital Cameras,Used,89.97,CAD,FIXED_PRICE,12,1600,,CA,ancatech,99.2,2026-09-01T04:34:17.000Z,,https://www.ebay.ca/itm/178457643493?hash=item298ce789e5:g:Dp4AAeSw-8lqllVw,https://i.ebayimg.com/images/g/Dp4AAeSw-8lqllVw/s-l225.jpg
查无市价,22.0,Nikon Coolpix S6700 -USB Charger - Y2K Digicam Kit 20mp VGC - TESTED & WORKING,Nikon,Digital Cameras,Used,149.82,CAD,"FIXED_PRICE,BEST_OFFER",2,1600,,CA,fioddities,100.0,2026-09-01T20:50:27.000Z,,https://www.ebay.ca/itm/318811340375?hash=item4a3aa2fe57:g:glkAAeSwXeFqlzpB,https://i.ebayimg.com/images/g/glkAAeSwXeFqlzpB/s-l225.jpg
型号不明,18.0,Carsen Halina Film Camera Insta Load Magicube X Pocket Camera w Cube Tower Case,,Vintage Cameras,,30.39,CAD,"FIXED_PRICE,BEST_OFFER",12,1600,,CA,zenkatcanada,99.3,2026-09-02T05:52:26.000Z,,https://www.ebay.ca/itm/298638101362?hash=item458837cb72:g:zHQAAeSwhxRpIVEB,https://i.ebayimg.com/images/g/zHQAAeSwhxRpIVEB/s-l225.jpg
残件/按现状;打包杂件,18.0,Lot of 35mm Film Cameras FOR PARTS/REPAIR/UNTESTED,,Film Cameras,For parts or not working,34.95,CAD,"FIXED_PRICE,BEST_OFFER",12,1600,as-is,CA,qwestsupply,100.0,2026-09-01T19:32:11.000Z,,https://www.ebay.ca/itm/237043155828?hash=item3730df8374:g:D9cAAeSwfE5qblyY,https://i.ebayimg.com/images/g/D9cAAeSwfE5qblyY/s-l225.jpg
型号不明,18.0,The Orion Feather-Weight Camera Magic Lens 127 Film New Other Box 1930s Vintage,,Vintage Cameras,,48.71,CAD,"FIXED_PRICE,BEST_OFFER",18,1600,,CA,zenkatcanada,99.3,2026-09-02T06:04:25.000Z,,https://www.ebay.ca/itm/298638113787?hash=item458837fbfb:g:q9AAAeSwOcBpIUkO,https://i.ebayimg.com/images/g/q9AAAeSwOcBpIUkO/s-l225.jpg
型号不明,18.0,Black's Attache Q.D. 35mm Film Camera,,Film Cameras,Used,59.95,CAD,"FIXED_PRICE,BEST_OFFER",7,1600,,CA,vendingfams,99.4,2026-09-02T14:37:45.000Z,,https://www.ebay.ca/itm/820078578215?hash=itembef07e0a27:g:0-AAAOSwXetnoME4,https://i.ebayimg.com/images/g/0-AAAOSwXetnoME4/s-l225.jpg
型号不明,17.0,Auto Rikenon 1:2.8 F=55mm Lens M42 mount,,Lenses,Used,59.0,CAD,"FIXED_PRICE,BEST_OFFER",4,1600,mount:m42;55mm,CA,liamng-9,100.0,2026-09-02T04:55:36.000Z,,https://www.ebay.ca/itm/366643516173?hash=item555da8130d:g:~fgAAeSwzkRql6we,https://i.ebayimg.com/images/g/~fgAAeSwzkRql6we/s-l225.jpg
查无市价,16.0,Canon PowerShot SX620 HS Black Digital Camera - 20.2 MP 25x Zoom,Canon,Digital Cameras,Used,0.0,USD,AUCTION,7,1600,auction,CA,goodwillindustriesontariogreatlakes,99.8,2026-09-02T00:14:00.000Z,2026-09-07T00:14:00.000Z,https://www.ebay.ca/itm/267773264788?hash=item3e5887c394:g:EOsAAeSwptdqlvpr,https://i.ebayimg.com/images/g/EOsAAeSwptdqlvpr/s-l225.jpg
查无市价,16.0,Nikon COOLPIX S9500 Digital Camera - Red,Nikon,Digital Cameras,Used,0.0,USD,AUCTION,4,1600,auction,CA,jogd-69,100.0,2026-09-01T22:36:41.000Z,2026-09-11T22:36:41.000Z,https://www.ebay.ca/itm/398348853121?hash=item5cbf711f81:g:Zo4AAeSw5B5ql1Mz,https://i.ebayimg.com/images/g/Zo4AAeSw5B5ql1Mz/s-l225.jpg
打包杂件,16.0,Vintage Sankyo Super LXL-255 Macro Super 8 Camera Bundle W/ Case - Tested EXC,,Vintage Cameras,,295.0,CAD,"FIXED_PRICE,BEST_OFFER",15,1600,good-cond,CA,jessicha-13,100.0,2026-09-01T19:28:01.000Z,,https://www.ebay.ca/itm/307157537350?hash=item4784041246:g:qPoAAeSwYclqJfmK,https://i.ebayimg.com/images/g/qPoAAeSwYclqJfmK/s-l225.jpg
打包杂件,16.0,Canon PowerShot ELPH 310 HS 12.1MP Digital Camera Black Tested W/ Charger Bundle,Canon,Digital Cameras,Used,382.11,CAD,"FIXED_PRICE,BEST_OFFER",12,1600,,CA,shawnzshoeznstuff,99.6,2026-09-02T02:00:04.000Z,,https://www.ebay.ca/itm/407186386538?hash=item5ece332e6a:g:RHgAAeSwvFJql4Cs,https://i.ebayimg.com/images/g/RHgAAeSwvFJql4Cs/s-l225.jpg
查无市价,16.0,Near Mint - Complete - Canon PowerShot SD900 Titanium 10MP - Accessories - B12,Canon,Digital Cameras,Used,449.99,CAD,FIXED_PRICE,23,1600,good-cond,CA,403rving123,100.0,2026-09-02T05:12:15.000Z,,https://www.ebay.ca/itm/327337813150?hash=item4c36daa49e:g:Y0sAAeSwSHBql62-,https://i.ebayimg.com/images/g/Y0sAAeSwSHBql62-/s-l225.jpg
残件/按现状;打包杂件,13.0,Lot of 10 Fujifilm Instax Instant Film Cameras & Accessories (Parts/Repair),Fujifilm,Film Cameras,For parts or not working,0.0,USD,AUCTION,7,1549,neg;auction,CA,goodwillindustriesontariogreatlakes,99.8,2026-09-01T23:27:00.000Z,2026-09-06T23:27:00.000Z,https://www.ebay.ca/itm/800592244704?hash=itemba67042fe0:g:ObEAAeSwpyFqlcRQ,https://i.ebayimg.com/images/g/ObEAAeSwpyFqlcRQ/s-l225.jpg
残件/按现状;打包杂件,13.0,Lot of 5 Pentax SLR Film Cameras & Accessories (Parts/Repair),Pentax,Film Cameras,For parts or not working,0.0,USD,AUCTION,9,1501,neg;auction,CA,goodwillindustriesontariogreatlakes,99.8,2026-09-01T23:09:00.000Z,2026-09-06T23:09:00.000Z,https://www.ebay.ca/itm/800592258911?hash=itemba6704675f:g:94UAAeSw0jpqlcWY,https://i.ebayimg.com/images/g/94UAAeSw0jpqlcWY/s-l225.jpg
残件/按现状;打包杂件,13.0,"Lot of 15 Point & Shoot Film Cameras (Parts/Repair) - Canon, Nikon, Pentax",Canon,Film Cameras,For parts or not working,0.0,USD,AUCTION,6,1600,neg;auction,CA,goodwillindustriesontariogreatlakes,99.8,2026-09-01T22:57:00.000Z,2026-09-06T22:57:00.000Z,https://www.ebay.ca/itm/267772339678?hash=item3e5879a5de:g:Y3gAAeSwvk9qlcTx,https://i.ebayimg.com/images/g/Y3gAAeSwvk9qlcTx/s-l225.jpg
残件/按现状;型号不明,12.0,Bell & Howell Autoload Focus-Matic Super 8 Movie Camera UNTESTED,,Vintage Cameras,,81.29,CAD,"FIXED_PRICE,BEST_OFFER",6,1600,as-is,CA,disense,99.3,2026-09-01T23:05:54.000Z,,https://www.ebay.ca/itm/327337401807?hash=item4c36d45dcf:g:53IAAeSwq2Jql1ir,https://i.ebayimg.com/images/g/53IAAeSwq2Jql1ir/s-l225.jpg
残件/按现状;型号不明,12.0,Aires 35-III S Camera w/accessories For Parts or Repair.READ,,Film Cameras,For parts or not working,95.0,CAD,"FIXED_PRICE,BEST_OFFER",23,1600,as-is,CA,beraliere,100.0,2026-09-01T19:51:59.000Z,,https://www.ebay.ca/itm/298636741705?hash=item4588230c49:g:c9UAAOSwkexm6t7p,https://i.ebayimg.com/images/g/c9UAAOSwkexm6t7p/s-l225.jpg
残件/按现状;打包杂件,12.0,7 Canon POWER SHOT DIGITAL CAMERAS PARTS ONLY JOB LOT. Free Ship,Canon,Digital Cameras,For parts or not working,167.24,CAD,"FIXED_PRICE,AUCTION",3,1600,as-is;auction;low-feedback,CA,suckysall,96.0,2026-09-01T19:21:48.000Z,2026-09-06T19:21:48.000Z,https://www.ebay.ca/itm/198611148305?hash=item2e3e259e11:g:HkYAAeSwa2dqf3qI,https://i.ebayimg.com/images/g/HkYAAeSwa2dqf3qI/s-l225.jpg
型号不明,8.0,Soligor MP Auto Tele Converter 2x to fit P/K Pentak K Good Condition With Case,,Lenses,Used,26.72,CAD,FIXED_PRICE,4,1600,,CA,jade299melinda,100.0,2026-09-02T00:49:06.000Z,,https://www.ebay.ca/itm/128056497573?hash=item1dd0c315a5:g:Un4AAOSwNdRmrSX5,https://i.ebayimg.com/images/g/Un4AAOSwNdRmrSX5/s-l225.jpg
型号不明,8.0,Marexar-CX 1:2.8 t=28mm Multi-Coated 49ø Camera Lens Made In Japan,,Lenses,Used,39.99,CAD,"FIXED_PRICE,BEST_OFFER",4,800,,CA,buysell360,100.0,2026-09-01T22:09:16.000Z,,https://www.ebay.ca/itm/147543016558?hash=item225a3fc46e:g:w78AAeSwJK9ql0zj,https://i.ebayimg.com/images/g/w78AAeSwJK9ql0zj/s-l225.jpg
图片不足,8.0,Panasonic LUMIX S 70-300mm f/4.5-5.6 MACRO O.I.S. Telephoto Lens - Leica L,Panasonic,Lenses,Used,900.0,CAD,"FIXED_PRICE,BEST_OFFER",0,640,,CA,kukus34,0.0,2026-09-01T23:03:28.000Z,,https://www.ebay.ca/itm/178459905794?hash=item298d0a0f02:g:oXYAAeSw1INql1Z-,https://i.ebayimg.com/images/g/oXYAAeSw1INql1Z-/s-l225.jpg
型号不明,8.0,Sony A-mount 70-200 2.8 lens SAL70200G,Sony,Lenses,Used,1100.0,CAD,"FIXED_PRICE,BEST_OFFER",5,1600,,CA,thebrid29,100.0,2026-09-01T23:21:30.000Z,,https://www.ebay.ca/itm/237043459882?hash=item3730e4272a:g:rScAAeSwHrZql1xY,https://i.ebayimg.com/images/g/rScAAeSwHrZql1xY/s-l225.jpg
查无市价,6.0,Sony DSC-W270 Digital Camera - 12.1 MP,Sony,Digital Cameras,Used,0.0,USD,AUCTION,7,1600,auction,CA,goodwillindustriesontariogreatlakes,99.8,2026-09-01T23:01:00.000Z,2026-09-06T23:01:00.000Z,https://www.ebay.ca/itm/800591929759?hash=itemba66ff619f:g:eagAAeSwjU9qlbBt,https://i.ebayimg.com/images/g/eagAAeSwjU9qlbBt/s-l225.jpg
型号不明,6.0,Vintage Aires 35 IIIA 35mm Film Camera,,Film Cameras,Used,174.97,CAD,"FIXED_PRICE,BEST_OFFER",7,1600,,CA,olivers-outlet,99.5,2026-09-01T21:52:17.000Z,,https://www.ebay.ca/itm/137687798760?hash=item200ed513e8:g:diEAAeSwjhxqkOQ7,https://i.ebayimg.com/images/g/diEAAeSwjhxqkOQ7/s-l225.jpg
打包杂件,2.0,"Moment M-Series Mobile Lens Lot 170° Superfish, Macro 10x, Wide 18mm",,Lenses,Used,69.99,CAD,"FIXED_PRICE,BEST_OFFER",8,1600,,CA,btlbryan,99.7,2026-09-02T15:07:02.000Z,,https://www.ebay.ca/itm/318815212376?hash=item4a3ade1358:g:X58AAeSwOCtqmDt-,https://i.ebayimg.com/images/g/X58AAeSwOCtqmDt-/s-l225.jpg
型号不明,2.0,Excellent Operation Functional G.Zuiko Auto 50 F1.4,,Lenses,Used,189.0,CAD,"FIXED_PRICE,BEST_OFFER",4,1600,mount:olympus om,CA,liamng-9,100.0,2026-09-02T04:35:55.000Z,,https://www.ebay.ca/itm/366643498415?hash=item555da7cdaf:g:oqEAAeSww99ql6d~,https://i.ebayimg.com/images/g/oqEAAeSww99ql6d~/s-l225.jpg
型号不明,2.0,M42 MEYER-OPTIK GÖRLITZ TELEMEGOR 5.5/150 14 BLADES Red V *EXCELLENT*,,Lenses,Used,298.76,CAD,"FIXED_PRICE,BEST_OFFER",6,1600,mount:m42,CA,avar-66,100.0,2026-09-01T15:52:09.000Z,,https://www.ebay.ca/itm/820074171543?hash=itembef03acc97:g:GrQAAOSwRp1gupae,https://i.ebayimg.com/images/g/GrQAAOSwRp1gupae/s-l225.jpg
型号不明,0.0,New Sealed POGOCAM Wearable Magnetic Eye Glasses Camera By PogoTec,,Camcorders,New,26.96,CAD,"FIXED_PRICE,BEST_OFFER",2,1151,,CA,aubreysales1,100.0,2026-09-01T21:36:09.000Z,,https://www.ebay.ca/itm/117390687567?hash=item1b5507bd4f:g:pmMAAOSwrZZkR1Bn,https://i.ebayimg.com/images/g/pmMAAOSwrZZkR1Bn/s-l225.jpg
