寻宝类型,评分,标题,品牌,类目,成色,价格,币种,购买方式,图片数,图片像素,标记,所在地,卖家,好评率,上架时间,结束时间,链接,图片
残件/按现状,77.0,"ROLLEI XF 35 RANGEFINDER FILM CAMERA W/ SONNAR 2,8/40MM LENS + FLASH - UNTESTED",Rollei,Vintage Cameras,,124.75,CAD,FIXED_PRICE,10,1600,grail:SONNAR;mount:fuji x;as-is,CA,bestsellersbookstore,99.9,2026-08-22T22:14:09.000Z,,https://www.ebay.ca/itm/800549456218?hash=itemba6477495a:g:z7EAAeSw4h1prHBS,https://i.ebayimg.com/images/g/z7EAAeSw4h1prHBS/s-l225.jpg
残件/按现状,64.0,OLYMPUS TRIP 100R 35mm Point and Shoot 27mm Lens For Parts Only,Olympus,Film Cameras,For parts or not working,33.71,CAD,FIXED_PRICE,7,1600,as-is;underpriced(med 167);low-feedback,CA,surreal_style,91.4,2026-08-23T04:12:18.000Z,,https://www.ebay.ca/itm/287540832336?hash=item42f2c4e850:g:UyUAAOSwtP5iZ4z4,https://i.ebayimg.com/images/g/UyUAAOSwtP5iZ4z4/s-l225.jpg
残件/按现状;打包杂件,64.0,Lot of 3 - Olympus & Pentax 35mm Film Cameras 60S 738g AF44 For Parts or Repair*,Olympus,Film Cameras,For parts or not working,41.27,CAD,FIXED_PRICE,5,1600,as-is;underpriced(med 167);low-feedback,CA,surreal_style,91.4,2026-08-23T04:13:29.000Z,,https://www.ebay.ca/itm/287540833365?hash=item42f2c4ec55:g:tQwAAOSwDP1lxxec,https://i.ebayimg.com/images/g/tQwAAOSwDP1lxxec/s-l225.jpg
型号不明,62.0,CANON C-8 Tele Converter 1.4x 67 C8 Lens Excellent With Caps and Case,Canon,Lenses,Used,59.0,CAD,FIXED_PRICE,2,1600,underpriced(med 150),CA,timelens,97.4,2026-08-23T05:20:21.000Z,,https://www.ebay.ca/itm/407163956683?hash=item5eccdcedcb:g:Q3sAAeSwpyFqioMG,https://i.ebayimg.com/images/g/Q3sAAeSwpyFqioMG/s-l225.jpg
残件/按现状,58.0,Nikon L35AF 35mm Point and Shoot Film Camera for Repair,Nikon,Film Cameras,For parts or not working,59.99,CAD,FIXED_PRICE,3,1599,as-is,CA,prairie_good_deals,100.0,2026-08-23T13:47:53.000Z,,https://www.ebay.ca/itm/298609746526?hash=item458687225e:g:Za8AAeSwvLhqfjzx,https://i.ebayimg.com/images/g/Za8AAeSwvLhqfjzx/s-l225.jpg
残件/按现状,58.0,"Olympus AF-10 Super Camera Read Description Sold ""As Is"" for Parts or Repair*",Olympus,Film Cameras,Used,68.79,CAD,FIXED_PRICE,9,1600,as-is;underpriced(med 167);low-feedback,CA,surreal_style,91.4,2026-08-23T04:13:29.000Z,,https://www.ebay.ca/itm/287540833394?hash=item42f2c4ec72:g:YloAAeSwLWdou7lC,https://i.ebayimg.com/images/g/YloAAeSwLWdou7lC/s-l225.jpg
残件/按现状,56.0,Nikon D70S Camera with Nikkor 24-85 Lens For Repair,Nikon,Digital Cameras,Used,55.03,CAD,FIXED_PRICE,6,1600,mount:nikon f;as-is;underpriced(med 168),CA,oddbox,100.0,2026-08-22T15:38:09.000Z,,https://www.ebay.ca/itm/206509969489?hash=item3014f41051:g:FTwAAeSwieZqibxb,https://i.ebayimg.com/images/g/FTwAAeSwieZqibxb/s-l225.jpg
残件/按现状,56.0,Pentax P30 35mm SLR Camera + SMC Pentax-A 50mm f/2 Lens Parts/Repair,Pentax,Film Cameras,For parts or not working,59.99,CAD,"FIXED_PRICE,BEST_OFFER",8,1600,mount:pentax k,CA,igi-mo,0.0,2026-08-23T08:43:06.000Z,,https://www.ebay.ca/itm/198589532265?hash=item2e3cdbc869:g:V0sAAeSw69pqiqrP,https://i.ebayimg.com/images/g/V0sAAeSw69pqiqrP/s-l225.jpg
残件/按现状,54.0,Canon ZR500 Mini DV Camcorder Untested Good With Battery No Charger,Canon,Camcorders,For parts or not working,34.0,CAD,"FIXED_PRICE,BEST_OFFER",5,738,as-is;underpriced(med 139),CA,politelycdn11,100.0,2026-08-22T22:58:39.000Z,,https://www.ebay.ca/itm/188830168069?hash=item2bf727b405:g:zI8AAeSwNoNqiikr,https://i.ebayimg.com/images/g/zI8AAeSwNoNqiikr/s-l225.jpg
残件/按现状,53.0,Canon EOS Rebel XSi DS126181 DSLR Camera w/ Lens EF-S 18-55mm No Power/ Bad Batt,Canon,Digital Cameras,For parts or not working,87.65,CAD,"FIXED_PRICE,BEST_OFFER",16,1200,mount:canon ef;55mm;underpriced(med 200),CA,zeldad,100.0,2026-08-22T23:22:30.000Z,,https://www.ebay.ca/itm/318767543007?hash=item4a3806b2df:g:ABcAAeSwUjRqii7K,https://i.ebayimg.com/images/g/ABcAAeSwUjRqii7K/s-l225.jpg
