寻宝类型,评分,标题,品牌,类目,成色,价格,币种,购买方式,图片数,图片像素,标记,所在地,卖家,好评率,上架时间,结束时间,链接,图片
残件/按现状,72.0,Canon IX240 Still Camera ELPH Jr (Silver) **UNTESTED** but in good condition,Canon,Film Cameras,Used,30.0,CAD,"FIXED_PRICE,BEST_OFFER",7,1600,as-is;underpriced(med 100),CA,cacg1cg,0.0,2026-08-19T03:05:23.000Z,,https://www.ebay.ca/itm/117367236044?hash=item1b53a1e5cc:g:PF8AAeSwcJ1qhRus,https://i.ebayimg.com/images/g/PF8AAeSwcJ1qhRus/s-l225.jpg
残件/按现状,72.0,Canon Sure Shot Mega Zoom 105 SAF 35mm Film Camera Case PARTS REPAIR,Canon,Film Cameras,For parts or not working,39.9,CAD,"FIXED_PRICE,BEST_OFFER",6,1600,underpriced(med 100),CA,basskatcher99,100.0,2026-08-19T12:56:01.000Z,,https://www.ebay.ca/itm/188803776426?hash=item2bf594ffaa:g:GqUAAeSwiuJqgi~r,https://i.ebayimg.com/images/g/GqUAAeSwiuJqgi~r/s-l225.jpg
残件/按现状,67.0,Olympus OM-1 35mm SLR Film Camera with 50mm f/1.8 Lens Needs Repair,Olympus,Film Cameras,For parts or not working,90.0,CAD,"FIXED_PRICE,BEST_OFFER",7,1600,grail:OM-1;mount:olympus om;low-feedback,CA,dakotaottie,96.2,2026-08-18T05:35:02.000Z,,https://www.ebay.ca/itm/188810082589?hash=item2bf5f5391d:g:~0wAAeSwbr9qg-7z,https://i.ebayimg.com/images/g/~0wAAeSwbr9qg-7z/s-l225.jpg
查无市价,65.0,Leica Elmar Vario R 80-200mm f3.5-4.5 MINT CONDITION!!,Leica,Lenses,Used,350.0,CAD,FIXED_PRICE,6,1600,grail:Elmar;good-cond,CA,kukalallen,97.6,2026-08-18T23:08:27.000Z,,https://www.ebay.ca/itm/237015109513?hash=item372f338f89:g:VsIAAeSwd8po1q1Q,https://i.ebayimg.com/images/g/VsIAAeSwd8po1q1Q/s-l225.jpg
残件/按现状,61.0,Asahi PENTAX Spotmatic F SP F Film Camera F1.8 Lens From JAPAN; Untested,Asahi,Film Cameras,Used,69.99,CAD,FIXED_PRICE,10,1599,grail:Spotmatic;as-is,CA,badlandpicker,99.2,2026-08-19T01:55:49.000Z,,https://www.ebay.ca/itm/117367176120?hash=item1b53a0fbb8:g:jioAAeSw02JqhQxY,https://i.ebayimg.com/images/g/jioAAeSw02JqhQxY/s-l225.jpg
残件/按现状;打包杂件,61.0,Pentax ME Super 35mm Film Camera | Vivitar 75-205mm Lens | Parts Repair Bundle,Pentax,Film Cameras,For parts or not working,76.79,CAD,"FIXED_PRICE,BEST_OFFER",17,1440,grail:Pentax ME Super,CA,miggysrediscoveredgoods,100.0,2026-08-19T10:01:21.000Z,,https://www.ebay.ca/itm/398303286524?hash=item5cbcb9d4fc:g:RbsAAeSwEhVpuxx6,https://i.ebayimg.com/images/g/RbsAAeSwEhVpuxx6/s-l225.jpg
残件/按现状,58.0,PARTS/REPAIR Vintage Canon Sure Shot. Coolpix L310,Canon,Film Cameras,For parts or not working,57.99,CAD,FIXED_PRICE,5,1600,,CA,ban_4389,98.6,2026-08-18T16:30:20.000Z,,https://www.ebay.ca/itm/237014478268?hash=item372f29edbc:g:AMgAAeSwjapqC3vf,https://i.ebayimg.com/images/g/AMgAAeSwjapqC3vf/s-l225.jpg
残件/按现状,58.0,Canon Datematic 35mm Rangefinder Film Camera 40mm f/2.8 Japan Untested,Canon,Film Cameras,Used,59.9,CAD,"FIXED_PRICE,BEST_OFFER",13,1446,as-is,CA,basskatcher99,100.0,2026-08-18T12:56:01.000Z,,https://www.ebay.ca/itm/188803774817?hash=item2bf594f961:g:YkcAAeSwRQxqgjCb,https://i.ebayimg.com/images/g/YkcAAeSwRQxqgjCb/s-l225.jpg
型号不明,52.0,Neewer LS-30 HD Wide/ Marco Conversion Lens 0.75X for Sony ZV-E10,Sony,Lenses,Open box,29.99,CAD,"FIXED_PRICE,BEST_OFFER",7,701,underpriced(med 415),CA,xvanthemanx,99.3,2026-08-18T06:37:02.000Z,,https://www.ebay.ca/itm/298597563745?hash=item4585cd3d61:g:-4AAAeSwd8po2Kj3,https://i.ebayimg.com/images/g/-4AAAeSwd8po2Kj3/s-l225.jpg
残件/按现状,50.0,Minolta Maxxum 450si Untested For parts only Comes with vintage bag,Minolta,Film Cameras,For parts or not working,25.0,CAD,"FIXED_PRICE,BEST_OFFER",9,1599,as-is,CA,mb6378,100.0,2026-08-19T00:49:51.000Z,,https://www.ebay.ca/itm/298599807832?hash=item4585ef7b58:g:6isAAeSwpfhqhP2n,https://i.ebayimg.com/images/g/6isAAeSwpfhqhP2n/s-l225.jpg
