寻宝类型,评分,标题,品牌,类目,成色,价格,币种,购买方式,图片数,图片像素,标记,所在地,卖家,好评率,上架时间,结束时间,链接,图片
残件/按现状,73.0,Minolta Hi-Matic S 35mm Film Camera Rokkor 38mm f/2.7 with Case,Minolta,Film Cameras,For parts or not working,35.0,CAD,FIXED_PRICE,5,640,grail:Hi-Matic;mount:minolta md,CA,kescharf12,100.0,2026-09-06T23:20:42.000Z,,https://www.ebay.ca/itm/158265518027?hash=item24d95c27cb:g:HbEAAeSwXlRqnfXC,https://i.ebayimg.com/images/g/HbEAAeSwXlRqnfXC/s-l225.jpg
残件/按现状,72.0,Canon Sure Shot Owl 35mm Point and Shoot Film Camera Black,Canon,Film Cameras,For parts or not working,25.0,CAD,FIXED_PRICE,3,640,underpriced(med 100),CA,kescharf12,100.0,2026-09-06T23:20:27.000Z,,https://www.ebay.ca/itm/158265517049?hash=item24d95c23f9:g:SmcAAeSwJSJqnfV5,https://i.ebayimg.com/images/g/SmcAAeSwJSJqnfV5/s-l225.jpg
残件/按现状,72.0,Canon Sure Shot Max 35mm Point & Shoot Film Camera Black,Canon,Film Cameras,For parts or not working,35.0,CAD,FIXED_PRICE,3,640,underpriced(med 100),CA,kescharf12,100.0,2026-09-06T20:58:33.000Z,,https://www.ebay.ca/itm/158265198042?hash=item24d95745da:g:QagAAeSwzadqndR0,https://i.ebayimg.com/images/g/QagAAeSwzadqndR0/s-l225.jpg
残件/按现状,68.0,Canon Zoom EF 35-80mm EF-S/4-5.6 Camera Lens Auto Working Lens Haze,Canon,Lenses,For parts or not working,29.99,CAD,"FIXED_PRICE,BEST_OFFER",8,1600,mount:canon ef;as-is;underpriced(med 180),CA,blurredretro,99.5,2026-09-06T22:00:01.000Z,,https://www.ebay.ca/itm/366630558051?hash=item555ce25963:g:RicAAeSwF5Bqjy1U,https://i.ebayimg.com/images/g/RicAAeSwF5Bqjy1U/s-l225.jpg
查无市价,60.0,Sinar Monorail Extension Accessory for Large Format Camera SWISS,Sinar,Vintage Cameras,,55.0,CAD,"FIXED_PRICE,BEST_OFFER",6,798,,CA,iv-531684,100.0,2026-09-06T20:16:40.000Z,,https://www.ebay.ca/itm/407197606570?hash=item5ecede62aa:g:ie0AAeSwyIRqncl-,https://i.ebayimg.com/images/g/ie0AAeSwyIRqncl-/s-l225.jpg
残件/按现状,56.0,Ricoh KR-10 Super 35mm SLR Film Camera Body K Mount SOLD AS IS for Parts Repair,Ricoh,Film Cameras,For parts or not working,54.99,CAD,"FIXED_PRICE,BEST_OFFER",21,1600,mount:pentax k;as-is,CA,306videogames,100.0,2026-09-06T23:11:41.000Z,,https://www.ebay.ca/itm/820095794973?hash=itembef184bf1d:g:FCUAAeSwdy9qnIWa,https://i.ebayimg.com/images/g/FCUAAeSwdy9qnIWa/s-l225.jpg
残件/按现状,55.0,3 CAMERAS/1 CANONET 28/1 KONICA C35/1 FUJICA GEr.FOR REPAIR or PARTS,Konica,Film Cameras,For parts or not working,155.0,CAD,"FIXED_PRICE,BEST_OFFER",16,1600,grail:CANONET;as-is,CA,beraliere,100.0,2026-09-06T16:09:00.000Z,,https://www.ebay.ca/itm/298651010793?hash=item4588fcc6e9:g:aGEAAeSwsFZqb3E8,https://i.ebayimg.com/images/g/aGEAAeSwsFZqb3E8/s-l225.jpg
查无市价,54.0,Voigtlander Vito CSR 35mm Rangefinder Camera Color-Lanthar 50mm f/2.8,Voigtlander,Vintage Cameras,,100.0,CAD,"FIXED_PRICE,BEST_OFFER",18,1600,,CA,306videogames,100.0,2026-09-06T07:22:36.000Z,,https://www.ebay.ca/itm/820093510663?hash=itembef161e407:g:YWQAAeSwcXFqnH4g,https://i.ebayimg.com/images/g/YWQAAeSwcXFqnH4g/s-l225.jpg
残件/按现状,50.0,Minolta Riva Zoom 70 Date 35mm Point & Shoot Film Camera,Minolta,Film Cameras,For parts or not working,25.0,CAD,FIXED_PRICE,3,640,,CA,kescharf12,100.0,2026-09-07T00:53:35.000Z,,https://www.ebay.ca/itm/158265747173?hash=item24d95fa6e5:g:CpYAAeSw6o5qngtQ,https://i.ebayimg.com/images/g/CpYAAeSw6o5qngtQ/s-l225.jpg
残件/按现状,50.0,Pentax Espio 80S 35mm Film AF Compact Point Shoot Camera Case Manual Untested,Pentax,Film Cameras,For parts or not working,33.0,CAD,"FIXED_PRICE,BEST_OFFER",4,1006,as-is,CA,dag369,100.0,2026-09-06T11:12:11.000Z,,https://www.ebay.ca/itm/206539418391?hash=item3016b56b17:g:95oAAeSwsDBpmwBn,https://i.ebayimg.com/images/g/95oAAeSwsDBpmwBn/s-l225.jpg
