寻宝类型,评分,标题,品牌,类目,成色,价格,币种,购买方式,图片数,图片像素,标记,所在地,卖家,好评率,上架时间,结束时间,链接,图片
残件/按现状,78.0,Asahi Pentax SP500 35mm SLR M42 Camera Body AS-IS Parts Repair,Asahi,Film Cameras,For parts or not working,54.99,CAD,"FIXED_PRICE,BEST_OFFER",14,1600,mount:m42;as-is;underpriced(med 145),CA,306videogames,100.0,2026-09-10T06:11:35.000Z,,https://www.ebay.ca/itm/820109349609?hash=itembef25392e9:g:jWoAAeSwDudqoPpP,https://i.ebayimg.com/images/g/jWoAAeSwDudqoPpP/s-l225.jpg
残件/按现状,72.0,Nikon One Touch 200 35 mm Film Camera (Untested) With Original Case (excellent),Nikon,Film Cameras,For parts or not working,30.0,CAD,"FIXED_PRICE,BEST_OFFER",17,1600,as-is;underpriced(med 120),CA,thrifty.girl007,100.0,2026-09-10T06:39:17.000Z,,https://www.ebay.ca/itm/237060684827?hash=item3731eafc1b:g:0aYAAeSwjadqolAr,https://i.ebayimg.com/images/g/0aYAAeSwjadqolAr/s-l225.jpg
残件/按现状,62.0,Canon EF-M 55-200mm f/4.5-6.3 IS STM - AS IS - for repair - fungus,Canon,Lenses,For parts or not working,69.0,CAD,FIXED_PRICE,3,1600,mount:canon ef;as-is;underpriced(med 174),CA,goodusedcameras,100.0,2026-09-10T23:22:38.000Z,,https://www.ebay.ca/itm/206549200757?hash=item30174aaf75:g:GGkAAeSwEYJqoFLR,https://i.ebayimg.com/images/g/GGkAAeSwEYJqoFLR/s-l225.jpg
残件/按现状,61.0,Canon AE-1 35mm SLR Film Camera Body Sold As Is for Parts Repair,Canon,Film Cameras,For parts or not working,67.99,CAD,"FIXED_PRICE,BEST_OFFER",17,1600,grail:AE-1;as-is,CA,306videogames,100.0,2026-09-10T05:06:49.000Z,,https://www.ebay.ca/itm/820109190203?hash=itembef251243b:g:DcoAAeSwdRdqoPqm,https://i.ebayimg.com/images/g/DcoAAeSwdRdqoPqm/s-l225.jpg
残件/按现状,61.0,Pentax ME Super 35mm SLR Camera Sold AS IS for Parts Repair,Pentax,Film Cameras,For parts or not working,74.99,CAD,"FIXED_PRICE,BEST_OFFER",16,1600,grail:Pentax ME Super;as-is,CA,306videogames,100.0,2026-09-10T04:51:50.000Z,,https://www.ebay.ca/itm/820109172493?hash=itembef250df0d:g:cp8AAeSw9vVqoc-5,https://i.ebayimg.com/images/g/cp8AAeSw9vVqoc-5/s-l225.jpg
查无市价,55.0,Olympus µ mju II Stylus Zoom 170 Point & Shoot 35mm Film Camera,Olympus,Vintage Cameras,,329.0,CAD,"FIXED_PRICE,BEST_OFFER",6,1600,grail:mju,CA,liamng-9,100.0,2026-09-10T16:09:26.000Z,,https://www.ebay.ca/itm/366660761784?hash=item555eaf38b8:g:3skAAeSw7BNqotX9,https://i.ebayimg.com/images/g/3skAAeSw7BNqotX9/s-l225.jpg
型号不明,52.0,Tamron Adaptall 2 Mount For Minolta SRT,Tamron,Lenses,Used,24.99,CAD,"FIXED_PRICE,BEST_OFFER",4,1600,underpriced(med 200),CA,picks_86,99.2,2026-09-11T06:06:18.000Z,,https://www.ebay.ca/itm/188915499235?hash=item2bfc3dc0e3:g:oxMAAeSwWp9pFAl6,https://i.ebayimg.com/images/g/oxMAAeSwWp9pFAl6/s-l225.jpg
残件/按现状,52.0,Nikon EM 35mm SLR Film Camera Body Only No Light Meter Needs New Light Seal,Nikon,Film Cameras,For parts or not working,64.99,CAD,"FIXED_PRICE,BEST_OFFER",12,1600,,CA,blurredretro,99.6,2026-09-10T21:00:01.000Z,,https://www.ebay.ca/itm/366632559048?hash=item555d00e1c8:g:yboAAeSwwTlqkG6f,https://i.ebayimg.com/images/g/yboAAeSwwTlqkG6f/s-l225.jpg
残件/按现状,50.0,Canon PowerShot A1100 IS 12.1MP Digital Camera Silver PARTS ONLY LENS ERROR,Canon,Digital Cameras,For parts or not working,42.39,CAD,"FIXED_PRICE,BEST_OFFER",3,1600,as-is;underpriced(med 200),CA,prairie_picker,99.7,2026-09-10T15:49:20.000Z,,https://www.ebay.ca/itm/820110980258?hash=itembef26c74a2:g:KlMAAeSw1e5ouM6A,https://i.ebayimg.com/images/g/KlMAAeSw1e5ouM6A/s-l225.jpg
查无市价,48.0,Praktica LTL 3 vintage East German SLR with two lenses and soft bag.,Praktica,Vintage Cameras,,107.77,CAD,"FIXED_PRICE,AUCTION",14,1600,auction,CA,jaysellit3,100.0,2026-09-10T14:20:13.000Z,2026-09-17T14:20:13.000Z,https://www.ebay.ca/itm/117405993256?hash=item1b55f14928:g:uEYAAeSwHnBqormG,https://i.ebayimg.com/images/g/uEYAAeSwHnBqormG/s-l225.jpg
查无市价,45.0,"Asahi Pentax Auto 110 SLR System Camera Outfit Set - Lenses, Flash, Winder, Case",Asahi,Film Cameras,Used,450.0,CAD,"FIXED_PRICE,BEST_OFFER",6,640,grail:Auto 110,CA,philca_p87md,0.0,2026-09-10T21:59:17.000Z,,https://www.ebay.ca/itm/206549087531?hash=item301748f52b:g:EMAAAeSwe9ZqjK3w,https://i.ebayimg.com/images/g/EMAAAeSwe9ZqjK3w/s-l225.jpg
残件/按现状,44.0,Vintage Praktica LLC 35mm SLR Camera Pentacon Electric 50mm 1:1.8 Lens M42,Praktica,Film Cameras,For parts or not working,0.0,USD,AUCTION,21,1600,mount:m42;auction,CA,never_enough_teddies,100.0,2026-09-11T05:50:09.000Z,2026-09-21T05:50:09.000Z,https://www.ebay.ca/itm/128073431265?hash=item1dd1c578e1:g:MdAAAeSwnotqo5aq,https://i.ebayimg.com/images/g/MdAAAeSwnotqo5aq/s-l225.jpg
残件/按现状,44.0,Canon Sure Shot Max Date 35mm Film Camera 38mm f/3.5 Lens UNTESTED Missing Cover,Canon,Film Cameras,Used,67.98,CAD,"FIXED_PRICE,BEST_OFFER",5,1600,as-is,CA,cardcommissioner,100.0,2026-09-11T03:29:07.000Z,,https://www.ebay.ca/itm/800643929118?hash=itemba6a18d41e:g:UBgAAeSwA-Nqo3V0,https://i.ebayimg.com/images/g/UBgAAeSwA-Nqo3V0/s-l225.jpg
