性价比,价差,参考价,样本数,评分,标题,型号,品牌,类目,成色,价格,币种,购买方式,标记,所在地,卖家,好评率,上架时间,结束时间,链接,图片
超值,-28%,178.17,63,46.0,Konica Hexagon AR 35mm F2.8 Wide Angle Lens for Autoreflex - Clean,konica 35mm f2.8,Konica,Lenses,Used,128.0,CAD,"FIXED_PRICE,BEST_OFFER",,CA,intofoc.usmontreal,98.2,2026-08-13T02:24:48.000Z,,https://www.ebay.ca/itm/267755587288?hash=item3e577a06d8:g:V~sAAeSws4lqfSdB,https://i.ebayimg.com/images/g/V~sAAeSws4lqfSdB/s-l225.jpg
高价,+81%,62.66,80,45.0,Minolta SRT200 35mm Fim Camera w/ Minolta MD 50mm 1:2 Lens SRT 200,minolta srt200,Minolta,Film Cameras,Used,113.19,CAD,FIXED_PRICE,grail:SRT200;mount:minolta md,CA,encoreforyou,97.6,2026-08-12T06:33:13.000Z,,https://www.ebay.ca/itm/178398749386?hash=item298964e2ca:g:a5oAAOSwriJle5jA,https://i.ebayimg.com/images/g/a5oAAOSwriJle5jA/s-l225.jpg
高价,+49%,639.8,80,45.0,EX+++ Carl Zeiss ZM 50mm f1.5 T* C Sonnar Leica M Mount Standard Filter Warranty,zeiss sonnar 50mm f1.5,Zeiss,Lenses,Used,949.99,CAD,"FIXED_PRICE,BEST_OFFER",grail:Sonnar;mount:leica m,CA,fullphoto,100.0,2026-08-12T17:45:39.000Z,,https://www.ebay.ca/itm/267755203043?hash=item3e577429e3:g:9EUAAeSwY5dqfLBg,https://i.ebayimg.com/images/g/9EUAAeSwY5dqfLBg/s-l225.jpg
抄底,-48%,67.5,20,44.0,Fujifilm Finepix S1600 12.0 MP 12x Zoom Digital Camera DIGICAM WORKING TESTED,fujifilm s1600,Fujifilm,Digital Cameras,Used,34.85,CAD,"FIXED_PRICE,BEST_OFFER",,CA,phiint_74,99.7,2026-08-12T14:20:33.000Z,,https://www.ebay.ca/itm/168608291902?hash=item2741d65c3e:g:NWQAAeSwogFqPJDO,https://i.ebayimg.com/images/g/NWQAAeSwogFqPJDO/s-l225.jpg
偏低,-13%,262.09,69,43.0,Beautiful Canon FL 58mm F1.2 Ultra Bright Prime Lens - Ideal for Cine & Portrait,canon fl 58mm f1.2,Canon,Lenses,Used,228.0,CAD,"FIXED_PRICE,BEST_OFFER",mount:canon fd;58mm,CA,intofoc.usmontreal,98.2,2026-08-13T02:39:35.000Z,,https://www.ebay.ca/itm/267755599380?hash=item3e577a3614:g:XX4AAeSw2SRqfSy7,https://i.ebayimg.com/images/g/XX4AAeSw2SRqfSy7/s-l225.jpg
超值,-38%,55.69,32,40.0,Pentax Auto Chinon 1:1.9 50mm Camera Lens With Front Cap Made In Japan,pentax 50mm f1.9,Pentax,Lenses,Used,34.28,CAD,"FIXED_PRICE,BEST_OFFER",,CA,happydealgarden,100.0,2026-08-12T15:35:30.000Z,,https://www.ebay.ca/itm/287520810605?hash=item42f193666d:g:kgkAAeSw5rxoS03-,https://i.ebayimg.com/images/g/kgkAAeSw5rxoS03-/s-l225.jpg
偏低,-24%,556.78,80,40.0,Fujifilm Fujinon XF 10-24mm F/4-22 OIS R Lens,fujifilm 10-24mm f4,Fujifilm,Lenses,Used,422.57,CAD,"FIXED_PRICE,BEST_OFFER",mount:fuji x,CA,calmeta_0,100.0,2026-08-12T14:57:33.000Z,,https://www.ebay.ca/itm/178399878288?hash=item2989761c90:g:bccAAeSwZoJqfIkL,https://i.ebayimg.com/images/g/bccAAeSwZoJqfIkL/s-l225.jpg
偏低,-24%,1178.92,29,40.0,Canon RF 800mm f/11 IS STM Super Telephoto Lens,canon rf 800mm f11,Canon,Lenses,Used,900.0,CAD,FIXED_PRICE,mount:canon rf,CA,gabiminou,0.0,2026-08-12T23:11:53.000Z,,https://www.ebay.ca/itm/287521462559?hash=item42f19d591f:g:kQgAAeSw0KxqfPrQ,https://i.ebayimg.com/images/g/kQgAAeSw0KxqfPrQ/s-l225.jpg
高价,+131%,84.34,36,39.0,"Olympus Stylus Epic Zoom 115 35mm Point & Shoot Camera, Excellent Condition",olympus stylus epic 115,Olympus,Film Cameras,Used,195.0,CAD,FIXED_PRICE,grail:Stylus Epic,CA,homeauctions,98.3,2026-08-12T23:28:13.000Z,,https://www.ebay.ca/itm/137614635938?hash=item200a78b3a2:g:RG8AAeSwU79qfQE2,https://i.ebayimg.com/images/g/RG8AAeSwU79qfQE2/s-l225.jpg
无基准,,30.15,80,38.0,Canon T70 35mm Film FD Lens Mount SLR Camera,canon t70,Canon,Film Cameras,Used,0.0,USD,"AUCTION,BEST_OFFER",mount:canon fd;auction,CA,morrbret.wxwvp,100.0,2026-08-12T12:42:25.000Z,2026-08-22T12:42:25.000Z,https://www.ebay.ca/itm/178399537657?hash=item298970e9f9:g:DaoAAOSwGqNk6kEi,https://i.ebayimg.com/images/g/DaoAAOSwGqNk6kEi/s-l225.jpg
偏低,-21%,39.0,33,38.0,Pentax PC-55 30mm Lens Point & Shoot Camera W Case + Batteries - TESTED,pentax pc-55,Pentax,Film Cameras,Used,30.6,CAD,"FIXED_PRICE,BEST_OFFER",,CA,delmer3,99.3,2026-08-12T16:20:43.000Z,,https://www.ebay.ca/itm/278273240155?hash=item40ca60ac5b:g:PrQAAeSwtGBqfJzs,https://i.ebayimg.com/images/g/PrQAAeSwtGBqfJzs/s-l225.jpg
无基准,,195.14,80,38.0,LENSBABY VELVET 85mm f/1.8 FOR CANON EF-MOUNT - Barely Used,canon ef 85mm f1.8,Canon,Lenses,Open box,600.0,CAD,"FIXED_PRICE,AUCTION",mount:canon ef;auction,CA,jasbirvirdi1,0.0,2026-08-12T19:56:58.000Z,2026-08-22T19:56:58.000Z,https://www.ebay.ca/itm/168608883653?hash=item2741df63c5:g:i0gAAeSwNRxqYnFB,https://i.ebayimg.com/images/g/i0gAAeSwNRxqYnFB/s-l225.jpg
无基准,,1421.35,36,38.0,Fujifilm Fujinon XF 400mm f/4.5-5.6 Lens,fujifilm 400mm f4.5,Fujifilm,Lenses,Used,1291.09,CAD,"FIXED_PRICE,AUCTION",mount:fuji x;auction,CA,bra-382,0.0,2026-08-12T17:47:06.000Z,2026-08-19T17:47:06.000Z,https://www.ebay.ca/itm/398278310360?hash=item5cbb3cb9d8:g:IykAAeSw~bxqfK9N,https://i.ebayimg.com/images/g/IykAAeSw~bxqfK9N/s-l225.jpg
无基准,,408.47,80,38.0,Used Canon EF 24-70mm f/2.8 L II USM,canon ef 24-70mm f2.8,Canon,Lenses,Used,1417.55,CAD,"FIXED_PRICE,AUCTION",mount:canon ef;auction,CA,jatomchuk,100.0,2026-08-12T17:08:15.000Z,2026-08-22T17:08:15.000Z,https://www.ebay.ca/itm/117355668846?hash=item1b52f1656e:g:WNwAAeSwXI1qfKgM,https://i.ebayimg.com/images/g/WNwAAeSwXI1qfKgM/s-l225.jpg
超值,-29%,130.1,53,34.0,Canon PowerShot SD300 Digital ELPH 4MP Compact Camera Silver NO BATTERY *READ*,canon sd300,Canon,Digital Cameras,Used,92.86,CAD,"FIXED_PRICE,BEST_OFFER",,CA,dustyroadgoods,99.4,2026-08-13T04:05:42.000Z,,https://www.ebay.ca/itm/398279880777?hash=item5cbb54b049:g:Of4AAeSwk-9qfUJw,https://i.ebayimg.com/images/g/Of4AAeSwk-9qfUJw/s-l225.jpg
超值,-31%,146.02,80,34.0,Canon PowerShot 14.1MP Digital Point-And-Shoot Camera SX30 IS,canon sx30,Canon,Digital Cameras,Used,99.99,CAD,FIXED_PRICE,,CA,paymore_kitchener,99.6,2026-08-13T02:17:49.000Z,,https://www.ebay.ca/itm/137615083168?hash=item200a7f86a0:g:5ekAAeSwCYxqfSfh,https://i.ebayimg.com/images/g/5ekAAeSwCYxqfSfh/s-l225.jpg
超值,-30%,250.93,76,34.0,Canon PowerShot A3300 IS Compact Digital Camera Silver 16.0MP 5x Zoom Tested,canon a3300,Canon,Digital Cameras,Used,175.56,CAD,"FIXED_PRICE,BEST_OFFER",,CA,rasecdiamond,99.8,2026-08-13T02:44:04.000Z,,https://www.ebay.ca/itm/358920054130?hash=item53914d6572:g:LUkAAeSwWUhqfRgq,https://i.ebayimg.com/images/g/LUkAAeSwWUhqfRgq/s-l225.jpg
合理,+6%,377.52,54,34.0,Minolta MD W.Rokkor-X 35mm f/1.8 Wide Angle Manual Focus Lens,minolta rokkor 35mm f1.8,Minolta,Lenses,Used,399.99,CAD,"FIXED_PRICE,BEST_OFFER",mount:minolta md,CA,friperie-urbaine,100.0,2026-08-12T18:47:25.000Z,,https://www.ebay.ca/itm/377413309545?hash=item57df961469:g:NU0AAeSwtH5qfL9G,https://i.ebayimg.com/images/g/NU0AAeSwtH5qfL9G/s-l225.jpg
超值,-28%,968.03,80,34.0,"Nikon Z30 Kit with 16-50mm, in factory box, only 525 shots",nikon z30,Nikon,Digital Cameras,Used,699.0,CAD,FIXED_PRICE,,CA,michaelc6819,100.0,2026-08-12T20:42:45.000Z,,https://www.ebay.ca/itm/206486184039?hash=item3013892067:g:POMAAeSwP~VqfNmc,https://i.ebayimg.com/images/g/POMAAeSwP~VqfNmc/s-l225.jpg
无基准,,30.15,80,32.0,canon t70 35mm slr film camera,canon t70,Canon,Film Cameras,Used,0.0,USD,"AUCTION,BEST_OFFER",auction,CA,morrbret.wxwvp,100.0,2026-08-12T12:20:14.000Z,2026-08-22T12:20:14.000Z,https://www.ebay.ca/itm/178399477668?hash=item29896fffa4:g:yXkAAOSwSA1lMyUY,https://i.ebayimg.com/images/g/yXkAAOSwSA1lMyUY/s-l225.jpg
偏低,-19%,310.18,36,32.0,Canon PowerShot A630 8.0 MP Digital Camera 8MP 4x Optical Zoom Silver near Mint,canon a630,Canon,Digital Cameras,Used,250.0,CAD,"FIXED_PRICE,BEST_OFFER",good-cond,CA,neex,100.0,2026-08-12T17:17:39.000Z,,https://www.ebay.ca/itm/257676463826?hash=item3bfeb6ced2:g:7RYAAeSwEx9qfKDh,https://i.ebayimg.com/images/g/7RYAAeSwEx9qfKDh/s-l225.jpg
偏高,+18%,38.5,80,30.0,Minolta X-370 35MM Film SLR Camera With 50mm f/2.0 Lens Tested,minolta x-370,Minolta,Film Cameras,Used,45.5,CAD,"FIXED_PRICE,BEST_OFFER",,CA,dit_rich,100.0,2026-08-13T01:09:50.000Z,,https://www.ebay.ca/itm/278274451111?hash=item40ca7326a7:g:06sAAeSwUp5qfRhc,https://i.ebayimg.com/images/g/06sAAeSwUp5qfRhc/s-l225.jpg
偏低,-14%,69.69,13,30.0,Konica Zoom-Hexanon AF 80-200mm F4 with Konica AR Mount - Clean & Works,konica hexanon 80-200mm f4,Konica,Lenses,Used,59.95,CAD,"FIXED_PRICE,BEST_OFFER",,CA,vendingfams,99.4,2026-08-12T21:09:24.000Z,,https://www.ebay.ca/itm/358919057352?hash=item53913e2fc8:g:YyAAAeSw1ihqU-wK,https://i.ebayimg.com/images/g/YyAAAeSw1ihqU-wK/s-l225.jpg
偏低,-20%,87.97,8,30.0,Yashica Vintage ML Zoom 35-105mm f3.5-4.5 Vintage Lens Contax-Yashica Film,yashica 35-105mm f3.5,Yashica,Lenses,Used,69.99,CAD,"FIXED_PRICE,BEST_OFFER",,CA,btlbryan,99.7,2026-08-12T14:00:03.000Z,,https://www.ebay.ca/itm/318718720555?hash=item4a351dba2b:g:N6YAAeSw5ctqfHxH,https://i.ebayimg.com/images/g/N6YAAeSw5ctqfHxH/s-l225.jpg
偏低,-19%,652.5,64,30.0,Sigma Zoom Lens 18-35mm f/1.8 FE For Canon EF Mount Auto & Manual Lens,sigma ef 18-35mm f1.8,Sigma,Lenses,Used,524.99,CAD,FIXED_PRICE,mount:canon ef,CA,paymoresurrey,98.2,2026-08-12T18:05:24.000Z,,https://www.ebay.ca/itm/407139575236?hash=item5ecb68e5c4:g:qTYAAeSwyJFqfLEs,https://i.ebayimg.com/images/g/qTYAAeSwyJFqfLEs/s-l225.jpg
偏低,-13%,3349.99,31,30.0,Sony FE 12-24mm f/2.8 GM Ultra-Wide Zoom Lens - excellent condition,sony 12-24mm f2.8,Sony,Lenses,Used,2900.0,CAD,"FIXED_PRICE,BEST_OFFER",mount:sony e,CA,jogilvie1999,100.0,2026-08-12T12:41:22.000Z,,https://www.ebay.ca/itm/287520582845?hash=item42f18fecbd:g:18AAAeSwVNpqepk8,https://i.ebayimg.com/images/g/18AAAeSwVNpqepk8/s-l225.jpg
无基准,,88.34,8,28.0,Nikon Pronea 600i With 25-70 Lens,nikon 600i,Nikon,Film Cameras,Used,0.0,USD,"AUCTION,BEST_OFFER",auction,CA,morrbret.wxwvp,100.0,2026-08-12T12:38:31.000Z,2026-08-22T12:38:31.000Z,https://www.ebay.ca/itm/178399532035?hash=item298970d403:g:YjQAAeSwxoVn8Ycs,https://i.ebayimg.com/images/g/YjQAAeSwxoVn8Ycs/s-l225.jpg
偏低,-13%,28.68,80,28.0,Canada Kodak Brownie Reflex Synchro Film Camera with Box Vintage,kodak brownie,Kodak,Vintage Cameras,,25.0,CAD,"FIXED_PRICE,BEST_OFFER",,CA,canadian-collectables2,100.0,2026-08-12T15:21:41.000Z,,https://www.ebay.ca/itm/257676301451?hash=item3bfeb4548b:g:JUQAAeSwhKZqfI48,https://i.ebayimg.com/images/g/JUQAAeSwhKZqfI48/s-l225.jpg
合理,+10%,34.81,80,28.0,Hanimex Automatic Zoom MC 28-80mm f/3.5-4.5 Lens Nikon F Mount Good Condition,nikon 28-80mm f3.5,Nikon,Lenses,Used,38.39,CAD,"FIXED_PRICE,BEST_OFFER",mount:nikon f,CA,miggysrediscoveredgoods,100.0,2026-08-12T09:42:13.000Z,,https://www.ebay.ca/itm/398277124068?hash=item5cbb2a9fe4:g:isQAAeSwoH1p25Jb,https://i.ebayimg.com/images/g/isQAAeSwoH1p25Jb/s-l225.jpg
高价,+187%,20.91,80,28.0,Minolta XG1 Film Camera w MD Rokkor-X 45mm 1:2 Lens w manual,minolta xg1,Minolta,Film Cameras,Used,60.0,CAD,FIXED_PRICE,mount:minolta md,CA,bdeermeet,100.0,2026-08-12T13:25:00.000Z,,https://www.ebay.ca/itm/158180291323?hash=item24d447b2fb:g:mDwAAeSw2lNpkOPf,https://i.ebayimg.com/images/g/mDwAAeSw2lNpkOPf/s-l225.jpg
高价,+203%,33.01,80,28.0,Minolta MD 28mm f/2.8 Prime Lens - Excellent Used - Film Camera,minolta f/2.8,Minolta,Film Cameras,Used,100.0,CAD,"FIXED_PRICE,BEST_OFFER",mount:minolta md,CA,418flashauto,98.8,2026-08-13T03:14:58.000Z,,https://www.ebay.ca/itm/117356494914?hash=item1b52fe0042:g:o4IAAeSwp49qfTcu,https://i.ebayimg.com/images/g/o4IAAeSwp49qfTcu/s-l225.jpg
合理,+1%,147.19,80,28.0,Clean SMC Super Multi Coated Pentax Takumar 105mm F2.8 Telephoto Portrait Lens,pentax takumar 105mm f2.8,Pentax,Lenses,Used,148.0,CAD,"FIXED_PRICE,BEST_OFFER",,CA,intofoc.usmontreal,98.2,2026-08-13T02:42:55.000Z,,https://www.ebay.ca/itm/257677240099?hash=item3bfec2a723:g:OjsAAeSwWQxqfS6H,https://i.ebayimg.com/images/g/OjsAAeSwWQxqfS6H/s-l225.jpg
偏低,-11%,336.39,38,28.0,Olympus Evolt E620 12.3MP Live MOS Digital SLR with 14-42mm f/3.5-5.6 Zuiko Lens,olympus e620,Olympus,Digital Cameras,Used,299.99,CAD,"FIXED_PRICE,BEST_OFFER",mount:olympus om,CA,zedscollectibles,100.0,2026-08-12T10:18:51.000Z,,https://www.ebay.ca/itm/158179857528?hash=item24d4411478:g:OhoAAeSwbkZpDAft,https://i.ebayimg.com/images/g/OhoAAeSwbkZpDAft/s-l225.jpg
偏低,-19%,680.16,80,28.0,Olympus OM SYSTEM TG-7 4K Video Waterproof Digital Camera + Flash Diffuser FD-1,olympus tg-7,Olympus,Digital Cameras,Used,549.0,CAD,"FIXED_PRICE,BEST_OFFER",mount:canon fd,CA,thriftons,100.0,2026-08-12T10:20:24.000Z,,https://www.ebay.ca/itm/287520415489?hash=item42f18d5f01:g:XVMAAeSwPoZqfEfR,https://i.ebayimg.com/images/g/XVMAAeSwPoZqfEfR/s-l225.jpg
高价,+261%,224.31,80,28.0,MINT Nikon Nikkor Z 85mm f1.8 S Prime Short Telephoto Portrait lens with Filter,nikon nikkor 85mm f1.8,Nikon,Lenses,Used,809.99,CAD,"FIXED_PRICE,BEST_OFFER",mount:nikon f;good-cond,CA,fullphoto,100.0,2026-08-12T17:32:36.000Z,,https://www.ebay.ca/itm/278273414922?hash=item40ca63570a:g:jJoAAeSwvFVqfK3L,https://i.ebayimg.com/images/g/jJoAAeSwvFVqfK3L/s-l225.jpg
高价,+478%,181.71,80,28.0,MINT Nikon Nikkor Z MC 105mm f2.8 VR S Prime Telephoto Portrait Macro and Filter,nikon nikkor 105mm f2.8,Nikon,Lenses,Used,1049.99,CAD,"FIXED_PRICE,BEST_OFFER",mount:nikon f;good-cond,CA,fullphoto,100.0,2026-08-12T17:37:14.000Z,,https://www.ebay.ca/itm/278273419299?hash=item40ca636823:g:t2QAAeSw3lhqfK6e,https://i.ebayimg.com/images/g/t2QAAeSw3lhqfK6e/s-l225.jpg
偏高,+37%,273.26,80,27.0,"Nikon D3300 AF-S DX NIKKOR 18-55mm VR II - bag, charger, batt 6 filter kit, mint",nikon d3300,Nikon,Digital Cameras,Used,375.0,CAD,"FIXED_PRICE,BEST_OFFER",mount:nikon f;55mm;good-cond,CA,neex,100.0,2026-08-12T14:52:03.000Z,,https://www.ebay.ca/itm/257676264456?hash=item3bfeb3c408:g:vAwAAeSwFplqfIRm,https://i.ebayimg.com/images/g/vAwAAeSwFplqfIRm/s-l225.jpg
合理,-1%,96.16,76,26.0,NIKON COOLPIX L24 14.0 MP 3.6X ZOOM DIGITAL CAMERA - BLACK - Tested Near mint,nikon l24,Nikon,Digital Cameras,Used,95.0,CAD,FIXED_PRICE,good-cond,CA,bubba-games,99.2,2026-08-13T05:29:21.000Z,,https://www.ebay.ca/itm/206487131221?hash=item3013979455:g:8JUAAeSwOjlqfVX~,https://i.ebayimg.com/images/g/8JUAAeSwOjlqfVX~/s-l225.jpg
合理,-1%,209.11,24,26.0,【TOP MINT】Olympus C-8080 Wide Zoom Digital Camera 8MP 7.1-35.6 mm -Black -Tested,olympus c-8080,Olympus,Digital Cameras,Used,207.72,CAD,"FIXED_PRICE,BEST_OFFER",good-cond,CA,beccafinds,100.0,2026-08-13T04:42:22.000Z,,https://www.ebay.ca/itm/366602403160?hash=item555b34bd58:g:zkkAAeSwO6xpsfyB,https://i.ebayimg.com/images/g/zkkAAeSwO6xpsfyB/s-l225.jpg
偏高,+16%,224.0,80,26.0,Nikon DX VR AF-S Nikkor 18-140mm 1:3.5-5.6G ED IF Aspherical,nikon nikkor 18-140mm f3.5,Nikon,Lenses,Used,259.99,CAD,"FIXED_PRICE,BEST_OFFER",mount:nikon f,CA,callthe_73,100.0,2026-08-12T16:48:35.000Z,,https://www.ebay.ca/itm/178400094720?hash=item2989796a00:g:etIAAeSwcPVo6WDD,https://i.ebayimg.com/images/g/etIAAeSwcPVo6WDD/s-l225.jpg
偏高,+32%,227.18,80,26.0,Nikon AF-S NIKKOR 24-85mm F3.5-4.5G ED VR Zoom Lens,nikon nikkor 24-85mm f3.5,Nikon,Lenses,Used,300.0,CAD,"FIXED_PRICE,BEST_OFFER",mount:nikon f,CA,fitzpatrickpaul,100.0,2026-08-13T02:37:03.000Z,,https://www.ebay.ca/itm/147501185990?hash=item2257c17bc6:g:7rgAAeSwiodqfSz6,https://i.ebayimg.com/images/g/7rgAAeSwiodqfSz6/s-l225.jpg
偏低,-21%,48.73,13,24.0,Yashica Kyocera AF 35-70mm Macro Lens | f/3.5-4.5 | Cap + Rubber Hood,yashica 35-70mm f3.5,Yashica,Lenses,Used,38.39,CAD,"FIXED_PRICE,BEST_OFFER",,CA,miggysrediscoveredgoods,100.0,2026-08-12T10:02:12.000Z,,https://www.ebay.ca/itm/398277176907?hash=item5cbb2b6e4b:g:CVsAAeSwICVp25dI,https://i.ebayimg.com/images/g/CVsAAeSwICVp25dI/s-l225.jpg
超值,-26%,88.0,17,24.0,"Panasonic Lumix CCD Digital Camera. Blue DMC-FX10 W Box No Battery, Tested Works",panasonic dmc-fx10,Panasonic,Digital Cameras,Used,65.0,CAD,"FIXED_PRICE,BEST_OFFER",,CA,ohrights,100.0,2026-08-12T14:08:56.000Z,,https://www.ebay.ca/itm/227472990065?hash=item34f6725f71:g:dJ8AAeSwIGNqfHtQ,https://i.ebayimg.com/images/g/dJ8AAeSwIGNqfHtQ/s-l225.jpg
