寻宝类型,评分,标题,品牌,类目,成色,价格,币种,购买方式,图片数,图片像素,标记,所在地,卖家,好评率,上架时间,结束时间,链接,图片
型号不明,62.0,Canon Tele-Converter TC-DC52 2.4x Teleconverter Lens,Canon,Lenses,Used,29.95,CAD,"FIXED_PRICE,BEST_OFFER",5,1269,underpriced(med 160),CA,vendingfams,99.4,2026-08-10T16:03:47.000Z,,https://www.ebay.ca/itm/358908873847?hash=item5390a2cc77:g:N40AAOSwUyRnPdf2,https://i.ebayimg.com/images/g/N40AAOSwUyRnPdf2/s-l225.jpg
残件/按现状,62.0,Canon PH12x7.5B KRS IX12 7.5-90mm f/1.4 Macro TV Zoom Lens For Parts AS-IS E7338,Canon,Lenses,For parts or not working,49.99,CAD,FIXED_PRICE,13,1600,as-is;underpriced(med 160),CA,derrick4earl,99.3,2026-08-11T00:59:21.000Z,,https://www.ebay.ca/itm/147496519025?hash=item22577a4571:g:1ioAAeSwoUJqejOH,https://i.ebayimg.com/images/g/1ioAAeSwoUJqejOH/s-l225.jpg
残件/按现状,60.0,Mamiya/Sekor 528TL 35mm Film SLR - With Leather Case - For Parts,Mamiya,Film Cameras,For parts or not working,40.0,CAD,"FIXED_PRICE,BEST_OFFER",5,1600,as-is,CA,misterupdate,100.0,2026-08-10T19:09:52.000Z,,https://www.ebay.ca/itm/128019701670?hash=item1dce919fa6:g:tKYAAeSw6z1qeiG8,https://i.ebayimg.com/images/g/tKYAAeSw6z1qeiG8/s-l225.jpg
查无市价,54.0,RARE! KONICA MINOLTA SPIDER-MAN II DISPOSABLE CAMERA + STORE DISPLAY *MINT*,Konica,Film Cameras,Used,145.0,CAD,"FIXED_PRICE,BEST_OFFER",6,1600,good-cond,CA,pictures-r-us,100.0,2026-08-11T13:41:07.000Z,,https://www.ebay.ca/itm/128020980254?hash=item1dcea5221e:g:G28AAeSwwSNqeyHj,https://i.ebayimg.com/images/g/G28AAeSwwSNqeyHj/s-l225.jpg
残件/按现状,50.0,Minolta Maxxum 3000i Not Film Tested,Minolta,Film Cameras,For parts or not working,32.0,CAD,"FIXED_PRICE,BEST_OFFER",16,1600,,CA,neex,100.0,2026-08-10T20:06:15.000Z,,https://www.ebay.ca/itm/257673233626?hash=item3bfe8584da:g:YacAAeSwNFxpRcN4,https://i.ebayimg.com/images/g/YacAAeSwNFxpRcN4/s-l225.jpg
查无市价,50.0,Minolta Freedom Fun Zoom AF Date Aspherical Lens Zoom 35-60mm Tested,Minolta,Film Cameras,Used,57.0,CAD,FIXED_PRICE,13,1600,,CA,canadianflipper902,99.6,2026-08-10T19:08:40.000Z,,https://www.ebay.ca/itm/307118374437?hash=item4781ae7e25:g:1fUAAeSwhyNqeiEk,https://i.ebayimg.com/images/g/1fUAAeSwhyNqeiEk/s-l225.jpg
打包杂件,45.0,Zeiss CP.2 50mm T2.1 Makro-Planar Cinema Lens + Interchangeable Mount Bundle,Zeiss,Lenses,Used,1249.0,CAD,"FIXED_PRICE,BEST_OFFER",5,1600,grail:Planar,CA,fioccaphoto,0.0,2026-08-10T15:13:35.000Z,,https://www.ebay.ca/itm/198561257606?hash=item2e3b2c5886:g:PyoAAeSwDRtqeelc,https://i.ebayimg.com/images/g/PyoAAeSwDRtqeelc/s-l225.jpg
残件/按现状,44.0,Sony Handycam DCR-HC28 MiniDV Camcorder For Parts Repair C:32:11 Cassette Error,Sony,Camcorders,For parts or not working,59.99,CAD,"FIXED_PRICE,BEST_OFFER",10,1600,as-is;underpriced(med 200),CA,picks_86,99.4,2026-08-11T05:10:26.000Z,,https://www.ebay.ca/itm/188774760614?hash=item2bf3da40a6:g:avcAAeSwVhJqeq4g,https://i.ebayimg.com/images/g/avcAAeSwVhJqeq4g/s-l225.jpg
查无市价,44.0,CARL ZEISS JENA 70-210MM 1: 4.5-5.6 MC MACRO ZOOM CAMERA LENSE IN TUBE CASE,Zeiss,Lenses,Used,74.75,CAD,FIXED_PRICE,7,1600,,CA,bestsellersbookstore,99.9,2026-08-11T00:41:33.000Z,,https://www.ebay.ca/itm/800488686010?hash=itemba60d801ba:g:vn0AAOSwE8hoUhnB,https://i.ebayimg.com/images/g/vn0AAOSwE8hoUhnB/s-l225.jpg
残件/按现状,44.0,Canon PowerShot Digital ELPH SD100 3.2 MP Digital Camera - Silver FOR PARTS ONLY,Canon,Digital Cameras,For parts or not working,75.0,CAD,"FIXED_PRICE,BEST_OFFER",12,1599,as-is;underpriced(med 195),CA,jawcrusher,100.0,2026-08-10T19:06:39.000Z,,https://www.ebay.ca/itm/198561695679?hash=item2e3b3307bf:g:IcMAAeSwbjtqeiD3,https://i.ebayimg.com/images/g/IcMAAeSwbjtqeiD3/s-l225.jpg
查无市价,44.0,Canon Espio 738S Film Camera,Canon,Film Cameras,Used,75.0,CAD,"FIXED_PRICE,BEST_OFFER",6,1600,,CA,dave2tall,100.0,2026-08-10T17:10:10.000Z,,https://www.ebay.ca/itm/188772235490?hash=item2bf3b3b8e2:g:lssAAeSwGbJqegSh,https://i.ebayimg.com/images/g/lssAAeSwGbJqegSh/s-l225.jpg
查无市价,44.0,Vintage Minolta Camera Paradjuster Pat No. 201927 Mount. Excellent Condition,Minolta,Film Cameras,Used,75.28,CAD,"FIXED_PRICE,BEST_OFFER",3,1600,,CA,scdin2209,100.0,2026-08-10T19:36:21.000Z,,https://www.ebay.ca/itm/358909716304?hash=item5390afa750:g:OZEAAeSwqXxqeifn,https://i.ebayimg.com/images/g/OZEAAeSwqXxqeifn/s-l225.jpg
查无市价,44.0,Canon Sure Shot 80u Film Point And Shoot Silver Camera Tested,Canon,Film Cameras,Used,99.99,CAD,FIXED_PRICE,16,1484,,CA,kewlbargains,99.4,2026-08-10T20:14:45.000Z,,https://www.ebay.ca/itm/178394134883?hash=item29891e7963:g:hmYAAeSwCclqejBa,https://i.ebayimg.com/images/g/hmYAAeSwCclqejBa/s-l225.jpg
残件/按现状,42.0,Canon EOS Rebel X S 35mm SLR Film Camera Body Only And Strap UNTESTED,Canon,Digital Cameras,For parts or not working,30.0,CAD,FIXED_PRICE,4,1600,as-is;underpriced(med 195);low-feedback,CA,levijenga15,93.8,2026-08-10T19:52:06.000Z,,https://www.ebay.ca/itm/318708958114?hash=item4a3488c3a2:g:yOMAAeSwrKZqeiuu,https://i.ebayimg.com/images/g/yOMAAeSwrKZqeiuu/s-l225.jpg
残件/按现状,40.0,Vintage Kodak Tele-Ektralite 600 110 Film Camera Electronic Flash Untested,Kodak,Vintage Cameras,,24.99,CAD,FIXED_PRICE,5,1600,as-is,CA,techtreasure33,100.0,2026-08-10T04:07:57.000Z,,https://www.ebay.ca/itm/278264231354?hash=item40c9d735ba:g:C4QAAeSwUulqeU4c,https://i.ebayimg.com/images/g/C4QAAeSwUulqeU4c/s-l225.jpg
残件/按现状,40.0,Polaroid 600 One Step Close-Up Film Camera (No Film Untested),Polaroid,Vintage Cameras,,25.0,CAD,FIXED_PRICE,6,1600,as-is,CA,neex,100.0,2026-08-10T20:06:16.000Z,,https://www.ebay.ca/itm/257673233648?hash=item3bfe8584f0:g:HnUAAeSwEcxpRb6z,https://i.ebayimg.com/images/g/HnUAAeSwEcxpRb6z/s-l225.jpg
残件/按现状,40.0,Panasonic LUMIX DMC-TS30 16.1MP Compact Waterproof Camera UNTESTED FOR PARTS,Panasonic,Digital Cameras,For parts or not working,30.0,CAD,FIXED_PRICE,5,1600,as-is;underpriced(med 117),CA,ban_4389,98.6,2026-08-10T09:21:13.000Z,,https://www.ebay.ca/itm/236997115279?hash=item372e20fd8f:g:D6gAAeSw6wJqAIxp,https://i.ebayimg.com/images/g/D6gAAeSw6wJqAIxp/s-l225.jpg
图片过小,40.0,8mm Camera Vintage Kodak Brownie / between 1956-1962,Kodak,Vintage Cameras,,35.0,CAD,"FIXED_PRICE,BEST_OFFER",2,536,,CA,box_pandora,100.0,2026-08-10T23:19:42.000Z,,https://www.ebay.ca/itm/307118663644?hash=item4781b2e7dc:g:nMoAAeSw76lqelj4,https://i.ebayimg.com/images/g/nMoAAeSw76lqelj4/s-l225.jpg
