寻宝类型,评分,标题,品牌,类目,成色,价格,币种,购买方式,图片数,图片像素,标记,所在地,卖家,好评率,上架时间,结束时间,链接,图片
查无市价,76.0,Konica X3 Zoom camera,Konica,Film Cameras,Used,35.78,CAD,"FIXED_PRICE,AUCTION",3,1600,underpriced(med 94);auction,CA,zamzam,100.0,2026-08-23T21:28:14.000Z,2026-08-30T21:28:14.000Z,https://www.ebay.ca/itm/327323152295?hash=item4c35faefa7:g:PD4AAOSwwqNnCvAD,https://i.ebayimg.com/images/g/PD4AAOSwwqNnCvAD/s-l225.jpg
残件/按现状,68.0,rolleiflex wide angle 55mm F4 Distagon read description (rare)￼,Rolleiflex,Film Cameras,For parts or not working,0.0,USD,AUCTION,23,1600,grail:Distagon;55mm;auction,CA,dfjwi-69,100.0,2026-08-24T01:47:49.000Z,2026-08-27T01:47:49.000Z,https://www.ebay.ca/itm/318770332393?hash=item4a383142e9:g:p1QAAeSwbr9qi50Y,https://i.ebayimg.com/images/g/p1QAAeSwbr9qi50Y/s-l225.jpg
残件/按现状,67.0,"Film Advance Lever Not Working: Minolta x-700, 50/49 mm (Selling for Parts, etc)",Minolta,Film Cameras,For parts or not working,32.17,CAD,"FIXED_PRICE,BEST_OFFER",2,960,grail:x-700;as-is,CA,passing0n,0.0,2026-08-23T15:54:01.000Z,,https://www.ebay.ca/itm/820038067956?hash=itembeee13e6f4:g:HZYAAeSwGFpqixTz,https://i.ebayimg.com/images/g/HZYAAeSwGFpqixTz/s-l225.jpg
残件/按现状,64.0,OLYMPUS TRIP 100R 35mm Point and Shoot 27mm Lens For Parts Only,Olympus,Film Cameras,For parts or not working,33.71,CAD,FIXED_PRICE,7,1600,as-is;underpriced(med 167);low-feedback,CA,surreal_style,91.4,2026-08-23T04:12:18.000Z,,https://www.ebay.ca/itm/287540832336?hash=item42f2c4e850:g:UyUAAOSwtP5iZ4z4,https://i.ebayimg.com/images/g/UyUAAOSwtP5iZ4z4/s-l225.jpg
残件/按现状;打包杂件,64.0,Lot of 3 - Olympus & Pentax 35mm Film Cameras 60S 738g AF44 For Parts or Repair*,Olympus,Film Cameras,For parts or not working,41.27,CAD,FIXED_PRICE,5,1600,as-is;underpriced(med 167);low-feedback,CA,surreal_style,91.4,2026-08-23T04:13:29.000Z,,https://www.ebay.ca/itm/287540833365?hash=item42f2c4ec55:g:tQwAAOSwDP1lxxec,https://i.ebayimg.com/images/g/tQwAAOSwDP1lxxec/s-l225.jpg
查无市价,64.0,Black Hasselblad 500C/M + Zeiss Planar 80mm T* + Bright Screen - Excellent,Hasselblad,Film Cameras,Used,3300.0,CAD,"FIXED_PRICE,AUCTION",10,1600,grail:500C;auction,CA,froyomuffin,100.0,2026-08-24T01:57:12.000Z,2026-08-31T01:57:12.000Z,https://www.ebay.ca/itm/147523035992?hash=item22590ee358:g:Tz8AAeSwXWBqTuRm,https://i.ebayimg.com/images/g/Tz8AAeSwXWBqTuRm/s-l225.jpg
型号不明,62.0,CANON C-8 Tele Converter 1.4x 67 C8 Lens Excellent With Caps and Case,Canon,Lenses,Used,59.0,CAD,FIXED_PRICE,2,1600,underpriced(med 150),CA,timelens,97.4,2026-08-23T05:20:21.000Z,,https://www.ebay.ca/itm/407163956683?hash=item5eccdcedcb:g:Q3sAAeSwpyFqioMG,https://i.ebayimg.com/images/g/Q3sAAeSwpyFqioMG/s-l225.jpg
残件/按现状,58.0,Nikon L35AF 35mm Point and Shoot Film Camera for Repair,Nikon,Film Cameras,For parts or not working,59.99,CAD,FIXED_PRICE,3,1599,as-is,CA,prairie_good_deals,100.0,2026-08-23T13:47:53.000Z,,https://www.ebay.ca/itm/298609746526?hash=item458687225e:g:Za8AAeSwvLhqfjzx,https://i.ebayimg.com/images/g/Za8AAeSwvLhqfjzx/s-l225.jpg
残件/按现状,58.0,"Olympus AF-10 Super Camera Read Description Sold ""As Is"" for Parts or Repair*",Olympus,Film Cameras,Used,68.79,CAD,FIXED_PRICE,9,1600,as-is;underpriced(med 167);low-feedback,CA,surreal_style,91.4,2026-08-23T04:13:29.000Z,,https://www.ebay.ca/itm/287540833394?hash=item42f2c4ec72:g:YloAAeSwLWdou7lC,https://i.ebayimg.com/images/g/YloAAeSwLWdou7lC/s-l225.jpg
残件/按现状,56.0,Pentax P30 35mm SLR Camera + SMC Pentax-A 50mm f/2 Lens Parts/Repair,Pentax,Film Cameras,For parts or not working,59.0,CAD,"FIXED_PRICE,BEST_OFFER",8,1600,mount:pentax k,CA,igi-mo,0.0,2026-08-23T18:59:12.000Z,,https://www.ebay.ca/itm/198590199899?hash=item2e3ce5f85b:g:V0sAAeSw69pqiqrP,https://i.ebayimg.com/images/g/V0sAAeSw69pqiqrP/s-l225.jpg
