寻宝类型,评分,标题,品牌,类目,成色,价格,币种,购买方式,图片数,图片像素,标记,所在地,卖家,好评率,上架时间,结束时间,链接,图片
残件/按现状,67.0,Minolta Hi-matic F Rokkor 38mm f2.7 35mm Film Camera TURNS ON - UNTESTED,Minolta,Film Cameras,Used,64.99,CAD,"FIXED_PRICE,BEST_OFFER",4,1194,grail:Hi-matic;mount:minolta md;as-is,CA,jnr-games,98.3,2026-08-17T14:00:01.000Z,,https://www.ebay.ca/itm/188772563007?hash=item2bf3b8b83f:g:KLQAAeSwMeVqehlr,https://i.ebayimg.com/images/g/KLQAAeSwMeVqehlr/s-l225.jpg
残件/按现状,67.0,Olympus OM-1 35mm SLR Film Camera with 50mm f/1.8 Lens Needs Repair,Olympus,Film Cameras,For parts or not working,90.0,CAD,"FIXED_PRICE,BEST_OFFER",7,1600,grail:OM-1;mount:olympus om;low-feedback,CA,dakotaottie,96.2,2026-08-18T05:35:02.000Z,,https://www.ebay.ca/itm/188810082589?hash=item2bf5f5391d:g:~0wAAeSwbr9qg-7z,https://i.ebayimg.com/images/g/~0wAAeSwbr9qg-7z/s-l225.jpg
查无市价,65.0,[MINT] Rare Contax T2 Limited Black 2000 - Point & Shoot Compact 35mm - JAPAN,Contax,Film Cameras,Open box,2700.0,CAD,"FIXED_PRICE,BEST_OFFER",9,1599,grail:Contax T2;good-cond,CA,frigginjim,100.0,2026-08-17T21:25:27.000Z,,https://www.ebay.ca/itm/398297264650?hash=item5cbc5df20a:g:4NUAAeSwR7pqg3ud,https://i.ebayimg.com/images/g/4NUAAeSwR7pqg3ud/s-l225.jpg
型号不明,52.0,Neewer LS-30 HD Wide/ Marco Conversion Lens 0.75X for Sony ZV-E10,Sony,Lenses,Open box,29.99,CAD,"FIXED_PRICE,BEST_OFFER",7,701,underpriced(med 415),CA,xvanthemanx,99.3,2026-08-18T06:37:02.000Z,,https://www.ebay.ca/itm/298597563745?hash=item4585cd3d61:g:-4AAAeSwd8po2Kj3,https://i.ebayimg.com/images/g/-4AAAeSwd8po2Kj3/s-l225.jpg
残件/按现状,52.0,Olympus Trip 35 35mm Point & Shoot Film Camera PARTS REPAIR,Olympus,Film Cameras,For parts or not working,85.72,CAD,"FIXED_PRICE,BEST_OFFER",20,1600,,CA,happydealgarden,100.0,2026-08-17T15:05:58.000Z,,https://www.ebay.ca/itm/278289765192?hash=item40cb5cd348:g:ZAUAAeSweMBoeWrq,https://i.ebayimg.com/images/g/ZAUAAeSweMBoeWrq/s-l225.jpg
残件/按现状,50.0,"Nikon D3100 DSLR Camera Body, Black {14.2MP} (Parts & Repair)",Nikon,Digital Cameras,For parts or not working,39.97,CAD,FIXED_PRICE,1,1536,underpriced(med 189),CA,timelens,97.4,2026-08-18T05:12:45.000Z,,https://www.ebay.ca/itm/407152624495?hash=item5ecc30036f:g:7fYAAeSwlE9ozD-R,https://i.ebayimg.com/images/g/7fYAAeSwlE9ozD-R/s-l225.jpg
残件/按现状;打包杂件,50.0,"Lot of 4 cameras , untested , no chargers , Canon Fuji Olympus Sony cyber 7.2",Canon,Digital Cameras,Used,49.99,CAD,FIXED_PRICE,23,1600,as-is;underpriced(med 195),CA,scavengerscanada,100.0,2026-08-17T19:08:50.000Z,,https://www.ebay.ca/itm/158199455125?hash=item24d56c1d95:g:6jkAAeSwMtZqg1o4,https://i.ebayimg.com/images/g/6jkAAeSwMtZqg1o4/s-l225.jpg
残件/按现状,46.0,Olympus OM-System E.Zuiko Auto-T 135mm f3.5 MF Lens from Japan-UNTESTED.,Olympus,Lenses,Used,55.99,CAD,"FIXED_PRICE,BEST_OFFER",13,1600,mount:olympus om;as-is,CA,laxmiblessings,100.0,2026-08-18T03:52:16.000Z,,https://www.ebay.ca/itm/407152529122?hash=item5ecc2e8ee2:g:ZtsAAeSwi0pqg9Wd,https://i.ebayimg.com/images/g/ZtsAAeSwi0pqg9Wd/s-l225.jpg
查无市价,45.0,Pentax 6x7 MLU Camera + Grip + SMC 75mm f/4.5 + 200mm f/4 – Working,Pentax,Film Cameras,Used,1149.0,CAD,"FIXED_PRICE,BEST_OFFER",23,1600,grail:6x7,CA,kevincollins00,100.0,2026-08-18T03:47:46.000Z,,https://www.ebay.ca/itm/327315579540?hash=item4c35876294:g:TNEAAeSwlcJqWZdd,https://i.ebayimg.com/images/g/TNEAAeSwlcJqWZdd/s-l225.jpg
查无市价,44.0,"Vantage-Zorki-4 + Jupiter-8 50-2, With Case / Tested Working",Zorki,Film Cameras,Used,84.6,CAD,FIXED_PRICE,9,1599,,CA,ya_912806,99.1,2026-08-17T17:07:22.000Z,,https://www.ebay.ca/itm/820014931319?hash=itembeecb2dd77:g:P~IAAeSw7DBqgz9-,https://i.ebayimg.com/images/g/P~IAAeSw7DBqgz9-/s-l225.jpg
