寻宝类型,评分,标题,品牌,类目,成色,价格,币种,购买方式,图片数,图片像素,标记,所在地,卖家,好评率,上架时间,结束时间,链接,图片
残件/按现状,72.0,Olympus Stylus Zoom 115 Deluxe DLX Camera Gold - For Parts / Repair,Olympus,Film Cameras,For parts or not working,31.39,CAD,"FIXED_PRICE,BEST_OFFER",11,1600,as-is;underpriced(med 152),CA,qwestsupply,100.0,2026-08-13T09:39:14.000Z,,https://www.ebay.ca/itm/237003118192?hash=item372e7c9670:g:2mMAAeSwSORodE6l,https://i.ebayimg.com/images/g/2mMAAeSwSORodE6l/s-l225.jpg
残件/按现状,61.0,Nikon FE2 35mm SLR Film Camera Body Silver Black PARTS REPAIR Shutter Stuck,Nikon,Film Cameras,For parts or not working,109.99,CAD,"FIXED_PRICE,BEST_OFFER",12,1600,grail:FE2;as-is,CA,306videogames,100.0,2026-08-12T09:35:11.000Z,,https://www.ebay.ca/itm/358916842434?hash=item53911c63c2:g:JOMAAeSw0hNqe~am,https://i.ebayimg.com/images/g/JOMAAeSw0hNqe~am/s-l225.jpg
残件/按现状,61.0,Minolta XD11 35mm SLR Film Camera Body + Auto Winder D Metz 181 Accessories,Minolta,Film Cameras,For parts or not working,134.99,CAD,"FIXED_PRICE,BEST_OFFER",6,1600,grail:XD11,CA,friperie-urbaine,100.0,2026-08-12T18:39:46.000Z,,https://www.ebay.ca/itm/377413301401?hash=item57df95f499:g:NacAAeSwhP1qfL0w,https://i.ebayimg.com/images/g/NacAAeSwhP1qfL0w/s-l225.jpg
查无市价,61.0,Minolta SRT-101 Classic Manual 35mm SLR Camera w/ 50mm Prime Lens- Working Meter,Minolta,Vintage Cameras,,138.0,CAD,"FIXED_PRICE,BEST_OFFER",6,1600,grail:SRT-101,CA,intofoc.usmontreal,98.2,2026-08-12T19:55:19.000Z,,https://www.ebay.ca/itm/257676689625?hash=item3bfeba40d9:g:7O4AAeSwnCZqfM7D,https://i.ebayimg.com/images/g/7O4AAeSwnCZqfM7D/s-l225.jpg
查无市价,60.0,Voigtlander Vito CLR,Voigtlander,Vintage Cameras,,40.0,CAD,FIXED_PRICE,6,1599,,CA,camed,100.0,2026-08-12T17:20:40.000Z,,https://www.ebay.ca/itm/206485859699?hash=item3013842d73:g:8nkAAeSwhKZqfKiU,https://i.ebayimg.com/images/g/8nkAAeSwhKZqfKiU/s-l225.jpg
残件/按现状,58.0,Canon AF35M Autoboy Point Shoot 35mm Film Camera 38mm F2.8 Lens Powers On *READ*,Canon,Film Cameras,For parts or not working,44.99,CAD,"FIXED_PRICE,BEST_OFFER",12,1600,,CA,hubersmarketplace,100.0,2026-08-13T08:22:17.000Z,,https://www.ebay.ca/itm/128024230725?hash=item1dced6bb45:g:cEwAAeSwLLxqLRoo,https://i.ebayimg.com/images/g/cEwAAeSwLLxqLRoo/s-l225.jpg
型号不明;图片过小,56.0,"Micro Zoom Lens Nikon/Vivitar Micro Zoom Lens Japon Black 5,5""mm Case Aluminum",Nikon,Lenses,Used,64.99,CAD,"FIXED_PRICE,BEST_OFFER",12,512,underpriced(med 202),CA,percivalbuntyn,99.3,2026-08-13T11:20:01.000Z,,https://www.ebay.ca/itm/188786301982?hash=item2bf48a5c1e:g:hscAAOSw9XNnaGj~,https://i.ebayimg.com/images/g/hscAAOSw9XNnaGj~/s-l225.jpg
残件/按现状,55.0,Canon A-1 35mm SLR Film Camera Kit *Untested* With Japan Leather Carry Case,Canon,Film Cameras,Used,200.0,CAD,"FIXED_PRICE,BEST_OFFER",23,1600,grail:Canon A-1;as-is,CA,thegoodieshop,99.0,2026-08-12T12:24:42.000Z,,https://www.ebay.ca/itm/287520549710?hash=item42f18f6b4e:g:FcAAAeSw4qpqfGUn,https://i.ebayimg.com/images/g/FcAAAeSw4qpqfGUn/s-l225.jpg
查无市价,54.0,MINT Olympus 35-S Rangefinder 35mm Manual Mechanical Camera - Tested,Olympus,Vintage Cameras,,128.0,CAD,"FIXED_PRICE,BEST_OFFER",6,1600,good-cond,CA,intofoc.usmontreal,98.2,2026-08-13T01:11:26.000Z,,https://www.ebay.ca/itm/267755535068?hash=item3e57793adc:g:gr0AAeSwdh5qfRje,https://i.ebayimg.com/images/g/gr0AAeSwdh5qfRje/s-l225.jpg
查无市价,54.0,"Rare Minolta Auto-Wide 35mm SLR - Working Meter & Shutter, Near MINT Condition",Minolta,Vintage Cameras,,128.0,CAD,"FIXED_PRICE,BEST_OFFER",6,1600,good-cond,CA,intofoc.usmontreal,98.2,2026-08-13T01:07:21.000Z,,https://www.ebay.ca/itm/267755532100?hash=item3e57792f44:g:QcgAAeSwEx9qfRdU,https://i.ebayimg.com/images/g/QcgAAeSwEx9qfRdU/s-l225.jpg
残件/按现状,50.0,Fujifilm FinePix Series S1000fd 10MP Digital Camera Black 12X Zoom Parts Repair,Fujifilm,Digital Cameras,For parts or not working,25.1,CAD,"FIXED_PRICE,BEST_OFFER",13,1600,underpriced(med 120),CA,zenkatcanada,99.3,2026-08-13T05:35:20.000Z,,https://www.ebay.ca/itm/298583836242?hash=item4584fbc652:g:SOYAAeSwwYxn45i2,https://i.ebayimg.com/images/g/SOYAAeSwwYxn45i2/s-l225.jpg
残件/按现状,50.0,Red Canon Powershot A480 Digital Camera 3.3X Zoom 10.0 MP Parts/Repair. No power,Canon,Digital Cameras,For parts or not working,35.0,CAD,FIXED_PRICE,8,1600,underpriced(med 200),CA,hunterll,100.0,2026-08-12T15:39:13.000Z,,https://www.ebay.ca/itm/800497406666?hash=itemba615d12ca:g:TuYAAeSwMcpqfJGD,https://i.ebayimg.com/images/g/TuYAAeSwMcpqfJGD/s-l225.jpg
