性价比,价差,参考价,样本数,评分,标题,型号,品牌,类目,成色,价格,币种,购买方式,标记,所在地,卖家,好评率,上架时间,结束时间,链接,图片
高价,+55%,77.31,54,32.0,Mamiya ZE Quartz SLR Film Camera 35mm Sekor-E 50mm f/2 Flash Electronics Tested,mamiya quartz,Mamiya,Film Cameras,Used,119.99,CAD,"FIXED_PRICE,BEST_OFFER",,CA,vintage-vault-kent,99.6,2026-09-10T11:21:52.000Z,,https://www.ebay.ca/itm/377486248536?hash=item57e3ef0a58:g:GvoAAeSwgqhqh0tT,https://i.ebayimg.com/images/g/GvoAAeSwgqhqh0tT/s-l225.jpg
偏低,-11%,469.91,32,30.0,sigma 105mm f/2.8 ex dg hsm macro Canon EF Lens,sigma ef 105mm f2.8,Sigma,Lenses,Used,420.0,CAD,"FIXED_PRICE,BEST_OFFER",mount:canon ef,CA,tracydo15,100.0,2026-09-10T04:33:19.000Z,,https://www.ebay.ca/itm/318851274809?hash=item4a3d045839:g:dM4AAeSwvvFqojJm,https://i.ebayimg.com/images/g/dM4AAeSwvvFqojJm/s-l225.jpg
偏高,+28%,70.45,80,29.0,Asahi Pentax Super-Multi-Coated Takumar 55mm f/1.8 M42 Lens Tested,asahi takumar 55mm f1.8,Asahi,Lenses,Used,90.0,CAD,"FIXED_PRICE,BEST_OFFER",mount:m42;55mm,CA,306videogames,100.0,2026-09-10T06:09:10.000Z,,https://www.ebay.ca/itm/820109339290?hash=itembef2536a9a:g:YA0AAeSwBBBqoPl5,https://i.ebayimg.com/images/g/YA0AAeSwBBBqoPl5/s-l225.jpg
偏高,+26%,178.73,80,29.0,Canon EF 40mm f/2.8 STM Pancake Prime Standard Lens EF Mount 52mm Filter,canon ef 40mm f2.8,Canon,Lenses,Used,224.99,CAD,"FIXED_PRICE,BEST_OFFER",mount:canon ef;52mm,CA,zedscollectibles,100.0,2026-09-10T22:51:29.000Z,,https://www.ebay.ca/itm/158279554486?hash=item24da3255b6:g:p6MAAeSw7BNqozRI,https://i.ebayimg.com/images/g/p6MAAeSw7BNqozRI/s-l225.jpg
偏低,-12%,44.1,62,28.0,Vintage 1940’s Kodak Vigilant Junior Six-20 Folding Camera,kodak six-20,Kodak,Vintage Cameras,,39.0,CAD,"FIXED_PRICE,BEST_OFFER",,CA,mvva28,100.0,2026-09-10T15:57:40.000Z,,https://www.ebay.ca/itm/398381466915?hash=item5cc162c523:g:HsAAAeSwTF5qdeYG,https://i.ebayimg.com/images/g/HsAAAeSwTF5qdeYG/s-l225.jpg
高价,+178%,41.42,80,28.0,Canon EOS Rebel 2000 35mm Film Camera w/ EF 28-90mm Lens & Battery Pack,canon eos rebel,Canon,Film Cameras,Used,115.0,CAD,FIXED_PRICE,mount:canon ef,CA,ya_912806,99.1,2026-09-11T04:11:14.000Z,,https://www.ebay.ca/itm/820113061474?hash=itembef28c3662:g:hFMAAeSwD1xqo38y,https://i.ebayimg.com/images/g/hFMAAeSwD1xqo38y/s-l225.jpg
偏低,-22%,230.76,28,28.0,Nikon COOLPIX S5200 16.0MP Digital Camera with 6X NIKKOR Optical Zoom Lens,nikon s5200,Nikon,Digital Cameras,New,179.99,CAD,"FIXED_PRICE,BEST_OFFER",mount:nikon f,CA,saffoto,100.0,2026-09-10T13:23:33.000Z,,https://www.ebay.ca/itm/206548402729?hash=item30173e8229:g:huAAAeSw-hlqoq5t,https://i.ebayimg.com/images/g/huAAAeSw-hlqoq5t/s-l225.jpg
合理,-4%,416.76,80,28.0,Panasonic Lumix S 20-60mm f/3.5 - 5.6 lens for L Mount [Near Mint],panasonic 20-60mm f3.5,Panasonic,Lenses,Used,399.0,CAD,FIXED_PRICE,good-cond,CA,thlngrmble,100.0,2026-09-11T00:05:36.000Z,,https://www.ebay.ca/itm/298662860076?hash=item4589b1952c:g:j7UAAeSw5DRqo0UE,https://i.ebayimg.com/images/g/j7UAAeSw5DRqo0UE/s-l225.jpg
高价,+320%,107.08,80,28.0,Minty Boxed Nikon AF-S Micro-Nikkor 85mm f3.5G ED VR Macro Tele Lens DX APS-C,nikon nikkor 85mm f3.5,Nikon,Lenses,Used,449.99,CAD,"FIXED_PRICE,BEST_OFFER",mount:nikon f;good-cond,CA,fullphoto,100.0,2026-09-10T18:56:25.000Z,,https://www.ebay.ca/itm/267781699956?hash=item3e59087974:g:Z2AAAeSw9ipqovzN,https://i.ebayimg.com/images/g/Z2AAAeSw9ipqovzN/s-l225.jpg
偏高,+18%,276.54,80,26.0,Canon EF-M Zoom 55-200mm f/4.5-6.3 IS STM Zoom Lens,canon ef-m 55-200mm f4.5,Canon,Lenses,Used,324.99,CAD,FIXED_PRICE,mount:canon ef,CA,paymore_brampton,100.0,2026-09-10T19:40:17.000Z,,https://www.ebay.ca/itm/206548913868?hash=item3017464ecc:g:WYQAAeSwSvdqowfi,https://i.ebayimg.com/images/g/WYQAAeSwSvdqowfi/s-l225.jpg
合理,-6%,730.33,80,26.0,Near Mint Nikon D750 DSLR Full Frame Camera body 70K Shutter Charger 3 Batteries,nikon d750,Nikon,Digital Cameras,Used,689.0,CAD,FIXED_PRICE,good-cond,CA,extrastockshop,100.0,2026-09-11T04:44:19.000Z,,https://www.ebay.ca/itm/267782110907?hash=item3e590ebebb:g:KvYAAeSw-4NqVsR1,https://i.ebayimg.com/images/g/KvYAAeSw-4NqVsR1/s-l225.jpg
合理,+10%,954.61,44,26.0,EX+++ Boxed Nikon D3S 12MP Full Frame FX DSLR Digital Reflex Body 46K Act. JAPAN,nikon d3s,Nikon,Digital Cameras,Used,1049.99,CAD,"FIXED_PRICE,BEST_OFFER",good-cond,CA,fullphoto,100.0,2026-09-10T19:06:29.000Z,,https://www.ebay.ca/itm/267781706086?hash=item3e59089166:g:jT0AAeSw5DRqov8B,https://i.ebayimg.com/images/g/jT0AAeSw5DRqov8B/s-l225.jpg
超值,-31%,166.84,80,24.0,Sony Cyber-shot DSC-W80 7.2MP Digital Camera Silver Carl Zeiss 512MB MS Duo,sony dsc-w80,Sony,Digital Cameras,Used,114.99,CAD,FIXED_PRICE,,CA,fifteen4two,100.0,2026-09-11T02:54:53.000Z,,https://www.ebay.ca/itm/307172978310?hash=item4784efae86:g:yYAAAeSw1Olqo2rS,https://i.ebayimg.com/images/g/yYAAAeSw1Olqo2rS/s-l225.jpg
超值,-37%,187.04,80,24.0,Sony Cyber-Shot DSC-W510 12.1 MP Digital Camera - Tested - No Battery,sony dsc-w510,Sony,Digital Cameras,Used,118.45,CAD,"FIXED_PRICE,BEST_OFFER",,CA,natmacd_75,100.0,2026-09-10T16:35:33.000Z,,https://www.ebay.ca/itm/307172284602?hash=item4784e518ba:g:L2IAAeSw7ylqotnq,https://i.ebayimg.com/images/g/L2IAAeSw7ylqotnq/s-l225.jpg
超值,-31%,187.51,80,24.0,Sony Cyber-shot DSC-W800 20.1 MP 5x Optical Zoom Digital Camera W/Charger Read!,sony dsc-w800,Sony,Digital Cameras,Used,130.0,CAD,"FIXED_PRICE,BEST_OFFER",,CA,sasha20_31,99.4,2026-09-10T14:33:04.000Z,,https://www.ebay.ca/itm/227515527934?hash=item34f8fb72fe:g:NX8AAeSwdV1qor3r,https://i.ebayimg.com/images/g/NX8AAeSwdV1qor3r/s-l225.jpg
偏低,-16%,237.79,80,24.0,"Sigma EX DC HSM 10-20mm f/3.5 Canon AF Auto Lens,Zoom Lens",sigma 10-20mm f3.5,Sigma,Lenses,Used,199.99,CAD,FIXED_PRICE,,CA,paymore_chinook,99.7,2026-09-10T18:20:42.000Z,,https://www.ebay.ca/itm/307172408732?hash=item4784e6fd9c:g:EcwAAeSw0TpqovbR,https://i.ebayimg.com/images/g/EcwAAeSw0TpqovbR/s-l225.jpg
高价,+16627%,137.5,80,24.0,Minty Boxed Nikon Nikkor 50mm f1.8G Standard Lens (Full Frame and APS-C),nikon nikkor 50mm f1.8,Nikon,Lenses,Used,22999.0,CAD,"FIXED_PRICE,BEST_OFFER",mount:nikon f;good-cond,CA,fullphoto,100.0,2026-09-10T18:41:17.000Z,,https://www.ebay.ca/itm/267781693507?hash=item3e59086043:g:L9gAAeSwLhhqovl5,https://i.ebayimg.com/images/g/L9gAAeSwLhhqovl5/s-l225.jpg
高价,+262%,13.79,80,22.0,Canon Snappy S 35mm Film Camera Point & Shoot Tested,canon snappy,Canon,Film Cameras,Used,49.99,CAD,"FIXED_PRICE,BEST_OFFER",,CA,306videogames,100.0,2026-09-10T05:04:01.000Z,,https://www.ebay.ca/itm/820109185865?hash=itembef2511349:g:12oAAeSwkA5qoc9p,https://i.ebayimg.com/images/g/12oAAeSwkA5qoc9p/s-l225.jpg
高价,+250%,14.61,80,22.0,Fujifilm Instax Mini 50S APS Instant Film Camera Black WORKING TESTED,fujifilm instax,Fujifilm,Film Cameras,Used,51.18,CAD,"FIXED_PRICE,BEST_OFFER",,CA,phiint_74,99.7,2026-09-10T18:24:06.000Z,,https://www.ebay.ca/itm/168679033723?hash=item27460dcb7b:g:6hoAAeSwA8BqNgvg,https://i.ebayimg.com/images/g/6hoAAeSwA8BqNgvg/s-l225.jpg
高价,+169%,25.95,80,22.0,Minolta Maxxum 400SI 35mm SLR Film Camera With AF Zoom 28-80mm W/ Bag,minolta 400si,Minolta,Film Cameras,Used,69.87,CAD,"FIXED_PRICE,BEST_OFFER",,CA,prairie_picker,99.7,2026-09-10T18:29:50.000Z,,https://www.ebay.ca/itm/820111408289?hash=itembef272fca1:g:OPMAAeSwMKdowfrg,https://i.ebayimg.com/images/g/OPMAAeSwMKdowfrg/s-l225.jpg
高价,+88%,41.49,47,22.0,Pentax Espio 928 Camera 35mm Auto Focus Tested And Working,pentax 928,Pentax,Film Cameras,Used,78.0,CAD,FIXED_PRICE,,CA,thegtownroyalty,100.0,2026-09-10T18:58:31.000Z,,https://www.ebay.ca/itm/178485928334?hash=item298e97218e:g:qc0AAeSwXEZqov2e,https://i.ebayimg.com/images/g/qc0AAeSwXEZqov2e/s-l225.jpg
高价,+175%,32.73,80,22.0,Minolta Maxxum 3xi 35mm SLR Camera AF Zoom Xi 28-80mm Lens Tested,minolta 3xi,Minolta,Film Cameras,Used,89.99,CAD,"FIXED_PRICE,BEST_OFFER",,CA,306videogames,100.0,2026-09-10T05:02:03.000Z,,https://www.ebay.ca/itm/820109180688?hash=itembef250ff10:g:RQEAAeSwKshqoPiC,https://i.ebayimg.com/images/g/RQEAAeSwKshqoPiC/s-l225.jpg
高价,+219%,34.15,80,22.0,[Tested] Olympus Trip AF 50 35mm Point & Shoot Film Camera,olympus 50,Olympus,Film Cameras,Used,109.0,CAD,"FIXED_PRICE,BEST_OFFER",,CA,liamng-9,100.0,2026-09-11T03:53:04.000Z,,https://www.ebay.ca/itm/366661751459?hash=item555ebe52a3:g:kf4AAeSwZXlqIKWo,https://i.ebayimg.com/images/g/kf4AAeSwZXlqIKWo/s-l225.jpg
高价,+526%,19.98,80,22.0,minolta 35mm camera,minolta 35mm,Minolta,Film Cameras,D'occasion,125.0,CAD,"FIXED_PRICE,BEST_OFFER",,CA,mlabor35,100.0,2026-09-10T17:52:34.000Z,,https://www.ebay.ca/itm/198632700183?hash=item2e3f6e7917:g:-MQAAeSwODBqou0d,https://i.ebayimg.com/images/g/-MQAAeSwODBqou0d/s-l225.jpg
高价,+134%,55.58,37,22.0,Praktica MTL 5 35mm SLR Camera W/ Auto Image 28mm f/2.8 Lens Tested,praktica 5,Praktica,Film Cameras,Used,129.99,CAD,"FIXED_PRICE,BEST_OFFER",,CA,306videogames,100.0,2026-09-10T04:58:28.000Z,,https://www.ebay.ca/itm/820109177939?hash=itembef250f453:g:4ycAAeSwIP9qoc8u,https://i.ebayimg.com/images/g/4ycAAeSwIP9qoc8u/s-l225.jpg
高价,+986%,20.08,80,22.0,Pentax ME 35mm SLR FILM Camera W/ 50mm & Vivitar 80-200mm Lens & Flash Tested,pentax 35mm,Pentax,Film Cameras,Used,217.99,CAD,"FIXED_PRICE,BEST_OFFER",,CA,306videogames,100.0,2026-09-10T04:48:49.000Z,,https://www.ebay.ca/itm/820109156563?hash=itembef250a0d3:g:K7cAAeSw90tqoP4U,https://i.ebayimg.com/images/g/K7cAAeSw90tqoP4U/s-l225.jpg
偏低,-13%,321.33,45,22.0,Canon Powershot ELPH 520HS Digital Camera 12x Zoom Black Charger Battery 32GB SD,canon 520hs,Canon,Digital Cameras,Used,279.99,CAD,"FIXED_PRICE,BEST_OFFER",,CA,mediapluscanada,99.1,2026-09-11T02:43:34.000Z,,https://www.ebay.ca/itm/117406742212?hash=item1b55fcb6c4:g:yI8AAeSw8Btqo2lf,https://i.ebayimg.com/images/g/yI8AAeSw8Btqo2lf/s-l225.jpg
高价,+156%,136.96,80,22.0,Nikon L35 AF 35mm Point & Shoot Film Camera,nikon l35,Nikon,Film Cameras,Used,349.95,CAD,FIXED_PRICE,,CA,lostwitness14,99.7,2026-09-10T12:49:42.000Z,,https://www.ebay.ca/itm/117405888686?hash=item1b55efb0ae:g:v1sAAeSwsk1qoqbO,https://i.ebayimg.com/images/g/v1sAAeSwsk1qoqbO/s-l225.jpg
偏低,-20%,808.07,80,22.0,Canon EOS M200 24.1MP Compact Digital Camera,canon m200,Canon,Digital Cameras,Used,649.99,CAD,FIXED_PRICE,,CA,paymore_brampton,100.0,2026-09-10T19:47:49.000Z,,https://www.ebay.ca/itm/206548923921?hash=item3017467611:g:dlsAAeSw2u5qowmo,https://i.ebayimg.com/images/g/dlsAAeSw2u5qowmo/s-l225.jpg
超值,-45%,126.56,14,20.0,Panasonic LUMIX DMC-LC20 Tested Working AA Battery Compact Camera From Japan,panasonic dmc-lc20,Panasonic,Digital Cameras,Used,69.99,CAD,"FIXED_PRICE,BEST_OFFER",,CA,redbull_29,100.0,2026-09-11T03:21:53.000Z,,https://www.ebay.ca/itm/278363894034?hash=item40cfc7f112:g:IBwAAeSw1Hxqo3Lx,https://i.ebayimg.com/images/g/IBwAAeSw1Hxqo3Lx/s-l225.jpg
无基准,,56.79,47,20.0,"Fujifilm FinePix A400 digital camera, box, XD card, tested and working, manual.",fujifilm a400,Fujifilm,Digital Cameras,Used,77.99,CAD,"FIXED_PRICE,AUCTION",auction,CA,bgr001,100.0,2026-09-10T17:10:48.000Z,2026-09-17T17:10:48.000Z,https://www.ebay.ca/itm/336788301170?hash=item4e6a25a572:g:AGgAAeSwmkxqYn02,https://i.ebayimg.com/images/g/AGgAAeSwmkxqYn02/s-l225.jpg
偏低,-21%,31.45,80,18.0,Sigma Zoom-K II 70-210mm f/4.5 Multi-Coated Manual Focus Lens Japan,sigma 70-210mm f4.5,Sigma,Lenses,Used,24.99,CAD,"FIXED_PRICE,BEST_OFFER",,CA,thefruga-84,99.7,2026-09-11T07:48:50.000Z,,https://www.ebay.ca/itm/398383403633?hash=item5cc1805271:g:cPwAAeSwhS1p1xwc,https://i.ebayimg.com/images/g/cPwAAeSwhS1p1xwc/s-l225.jpg
偏低,-19%,41.7,80,18.0,Vivitar MC Wide Angle 28mm f/2.8 Manual Focus Lens | Vintage | Clean Glass,vivitar 28mm f2.8,Vivitar,Lenses,Used,33.59,CAD,"FIXED_PRICE,BEST_OFFER",,CA,miggysrediscoveredgoods,98.8,2026-09-11T05:51:10.000Z,,https://www.ebay.ca/itm/398383176842?hash=item5cc17cdc8a:g:znoAAeSwB6dpgp5A,https://i.ebayimg.com/images/g/znoAAeSwB6dpgp5A/s-l225.jpg
合理,-1%,49.6,80,18.0,Tamron 28-70mm f/3.5-4.5 Lens for Olympus,tamron 28-70mm f3.5,Tamron,Lenses,Used,49.0,CAD,"FIXED_PRICE,BEST_OFFER",,CA,liamng-9,100.0,2026-09-10T16:00:30.000Z,,https://www.ebay.ca/itm/366660748904?hash=item555eaf0668:g:eBwAAeSwhctqotOh,https://i.ebayimg.com/images/g/eBwAAeSwhctqotOh/s-l225.jpg
合理,-2%,69.17,80,18.0,Sigma Compact Hyperzoom 28-200mm f/3.5-5.6 Macro Canon,sigma 28-200mm f3.5,Sigma,Lenses,Used,67.49,CAD,FIXED_PRICE,,CA,zedscollectibles,100.0,2026-09-11T00:52:52.000Z,,https://www.ebay.ca/itm/158279777968?hash=item24da35beb0:g:D1YAAeSwUUBqo1Bs,https://i.ebayimg.com/images/g/D1YAAeSwUUBqo1Bs/s-l225.jpg
高价,+253%,39.17,80,18.0,Canon FD 28mm f/2.8 Wide Angle Manual Focus Lens Made in Japan,canon fd 28mm f2.8,Canon,Lenses,Used,138.33,CAD,"FIXED_PRICE,BEST_OFFER",mount:canon fd,CA,volodymystet0,100.0,2026-09-11T00:34:19.000Z,,https://www.ebay.ca/itm/318854900569?hash=item4a3d3bab59:g:i6EAAeSw7NFqo0w~,https://i.ebayimg.com/images/g/i6EAAeSw7NFqo0w~/s-l225.jpg
高价,+203%,47.49,80,18.0,Nikon AF-S DX NIKKOR 55-200mm f/4-5.6G ED VR Lens | Tested | Front & Rear Caps,nikon nikkor 55-200mm f4,Nikon,Lenses,Used,143.99,CAD,"FIXED_PRICE,BEST_OFFER",mount:nikon f,CA,miggysrediscoveredgoods,98.8,2026-09-10T10:10:25.000Z,,https://www.ebay.ca/itm/398380545475?hash=item5cc154b5c3:g:fogAAeSwVitqKWFA,https://i.ebayimg.com/images/g/fogAAeSwVitqKWFA/s-l225.jpg
偏低,-10%,199.34,14,18.0,Fujifilm FinePix JX550 16.0 MP Digital Camera Purple - Working,fujifilm jx550,Fujifilm,Digital Cameras,Used,179.99,CAD,"FIXED_PRICE,BEST_OFFER",,CA,tjs.assorted.and.interesting,99.3,2026-09-10T17:50:44.000Z,,https://www.ebay.ca/itm/198632696395?hash=item2e3f6e6a4b:g:O3EAAeSwO6VqD7-c,https://i.ebayimg.com/images/g/O3EAAeSwO6VqD7-c/s-l225.jpg
偏低,-20%,377.06,10,18.0,"Canon PowerShot SX540 HS Black Digital Camera w/ Battery, Charger & SD - TESTED",canon sx540,Canon,Digital Cameras,Used,299.95,CAD,FIXED_PRICE,,CA,allofthethingsandstuff,100.0,2026-09-10T19:24:05.000Z,,https://www.ebay.ca/itm/178485974704?hash=item298e97d6b0:g:wv8AAeSwn91qowPP,https://i.ebayimg.com/images/g/wv8AAeSwn91qowPP/s-l225.jpg
高价,+364%,96.82,80,18.0,Nikon Z 50mm f/1.4 Lens (Nikon Z Mount),nikon 50mm f1.4,Nikon,Lenses,Used,449.0,CAD,FIXED_PRICE,mount:nikon z,CA,michaelc6819,100.0,2026-09-11T11:08:15.000Z,,https://www.ebay.ca/itm/206549882320?hash=item30175515d0:g:s2oAAeSw4VVqarFF,https://i.ebayimg.com/images/g/s2oAAeSw4VVqarFF/s-l225.jpg
高价,+184%,708.44,80,18.0,Nikon NIKKOR Z 70-200mm f/2.8 VR S Nikon Z-Mount Lens - Used,nikon nikkor 70-200mm f2.8,Nikon,Lenses,Used,2008.96,CAD,FIXED_PRICE,mount:nikon f,CA,recelltechca,98.8,2026-09-11T03:16:52.000Z,,https://www.ebay.ca/itm/377487697110?hash=item57e40524d6:g:YCEAAeSwZrdqo3J7,https://i.ebayimg.com/images/g/YCEAAeSwZrdqo3J7/s-l225.jpg
无基准,,208.0,80,16.0,Canon 7D Mark I + Canon EF-S 18-135mm f/3.5-5.6 IS Lens + Canon Lowepro Cam. Bag,canon 7d,Canon,Digital Cameras,Used,0.0,USD,"AUCTION,BEST_OFFER",mount:canon ef;auction,CA,thriftsharkca,100.0,2026-09-11T02:33:56.000Z,2026-09-21T02:33:56.000Z,https://www.ebay.ca/itm/407208374800?hash=item5ecf82b210:g:1hQAAeSwG11qL5zb,https://i.ebayimg.com/images/g/1hQAAeSwG11qL5zb/s-l225.jpg
合理,-5%,94.08,16,16.0,Olympus VR-320 Blue 14MP 12.5x Zoom Digital Camera w/ Box & Accessories,olympus vr-320,Olympus,Digital Cameras,Open box,89.0,CAD,"FIXED_PRICE,BEST_OFFER",,CA,olde-3497,100.0,2026-09-10T17:05:16.000Z,,https://www.ebay.ca/itm/318853666817?hash=item4a3d28d801:g:zQoAAeSwwfFqOL9G,https://i.ebayimg.com/images/g/zQoAAeSwwfFqOL9G/s-l225.jpg
合理,+8%,110.67,33,16.0,Canon PowerShot A520 Digital Camera 4MP CCD 4x Zoom 2GB SD Card Case Tested,canon a520,Canon,Digital Cameras,Used,119.99,CAD,"FIXED_PRICE,BEST_OFFER",,CA,vintage-vault-kent,99.6,2026-09-10T11:21:51.000Z,,https://www.ebay.ca/itm/377486248526?hash=item57e3ef0a4e:g:8lwAAeSwe-pqh0kT,https://i.ebayimg.com/images/g/8lwAAeSwe-pqh0kT/s-l225.jpg
合理,-6%,179.45,19,16.0,Canon PowerShot SD630 ELPH 6.0MP Digital Camera - Battery - Charger - SD4gb,canon sd630,Canon,Digital Cameras,Used,169.0,CAD,"FIXED_PRICE,BEST_OFFER",,CA,liamng-9,100.0,2026-09-11T00:58:05.000Z,,https://www.ebay.ca/itm/366661473480?hash=item555eba14c8:g:HjkAAeSwYrRqo1IE,https://i.ebayimg.com/images/g/HjkAAeSwYrRqo1IE/s-l225.jpg
合理,+12%,154.63,16,16.0,Nikon Coolpix L10 5MP CCD Digital Camera 3x Zoom Silver Tested Working,nikon l10,Nikon,Digital Cameras,Used,172.58,CAD,"FIXED_PRICE,BEST_OFFER",,CA,volodymystet0,100.0,2026-09-10T04:13:20.000Z,,https://www.ebay.ca/itm/318851220129?hash=item4a3d0382a1:g:i~0AAeSwsVlqoi4r,https://i.ebayimg.com/images/g/i~0AAeSwsVlqoi4r/s-l225.jpg
合理,-3%,186.73,80,16.0,Nikon COOLPIX S3300 16.0MP Digital Camera Black With Battery No Charger - Tested,nikon s3300,Nikon,Digital Cameras,Used,180.45,CAD,"FIXED_PRICE,BEST_OFFER",,CA,qwestsupply,100.0,2026-09-10T20:56:10.000Z,,https://www.ebay.ca/itm/237061758445?hash=item3731fb5ded:g:Q-wAAeSw2AdqUYSs,https://i.ebayimg.com/images/g/Q-wAAeSw2AdqUYSs/s-l225.jpg
合理,-1%,288.9,26,16.0,Fujifilm FinePix F200EXR 12MP Digital Camera Black W/SD Card Charger Case,fujifilm f200exr,Fujifilm,Digital Cameras,Used,285.0,CAD,FIXED_PRICE,,CA,ya_912806,99.1,2026-09-11T02:42:45.000Z,,https://www.ebay.ca/itm/820112848432?hash=itembef288f630:g:mHoAAeSwxtlqo2p~,https://i.ebayimg.com/images/g/mHoAAeSwxtlqo2p~/s-l225.jpg
偏低,-12%,338.9,32,16.0,Sony Handycam HDR-CX405 HD Video Camera Camcorder 9.2MP ✅ TESTED/WORKING,sony hdr-cx405,Sony,Camcorders,Used,300.0,CAD,"FIXED_PRICE,BEST_OFFER",,CA,justiwhit_57,98.0,2026-09-10T23:51:01.000Z,,https://www.ebay.ca/itm/318854754044?hash=item4a3d396efc:g:Pf4AAeSwrOlqo0G-,https://i.ebayimg.com/images/g/Pf4AAeSwrOlqo0G-/s-l225.jpg
合理,+2%,297.71,80,16.0,Kodak PIXPRO FZ55 16MP Full HD Digital Camera Red Brand New in Box NIB W/Charger,kodak fz55,Kodak,Digital Cameras,New,304.3,CAD,"FIXED_PRICE,BEST_OFFER",good-cond,CA,shawnzshoeznstuff,99.6,2026-09-10T22:46:15.000Z,,https://www.ebay.ca/itm/407208031947?hash=item5ecf7d76cb:g:lUcAAeSwnvJqozFy,https://i.ebayimg.com/images/g/lUcAAeSwnvJqozFy/s-l225.jpg
无基准,,179.7,80,13.0,Nikon D5000 DSLR Camera + 18-55mm VR Lens + Battery + Charger + Case,nikon d5000,Nikon,Digital Cameras,Used,0.0,USD,"AUCTION,BEST_OFFER",55mm;auction,CA,thriftsharkca,100.0,2026-09-11T02:36:18.000Z,2026-09-21T02:36:18.000Z,https://www.ebay.ca/itm/407208378113?hash=item5ecf82bf01:g:RCYAAeSwJS5qTLXV,https://i.ebayimg.com/images/g/RCYAAeSwJS5qTLXV/s-l225.jpg
偏低,-24%,223.09,80,12.0,Sony Cybershot DSC-W570 16.1MP Digital Camera Tested Excellent Condition,sony dsc-w570,Sony,Digital Cameras,Used,169.0,CAD,"FIXED_PRICE,BEST_OFFER",,CA,wallaceclan7,100.0,2026-09-10T10:10:58.000Z,,https://www.ebay.ca/itm/227515186172?hash=item34f8f63bfc:g:XH4AAeSwlZFqooBe,https://i.ebayimg.com/images/g/XH4AAeSwlZFqooBe/s-l225.jpg
偏低,-12%,227.69,80,12.0,SONY DSC-W830 CyberShot 20.1 MP 8x Optical Zoom 4GB SD Digital Camera No Charger,sony dsc-w830,Sony,Digital Cameras,Used,199.99,CAD,FIXED_PRICE,,CA,vintage-baycollectibles,99.9,2026-09-10T12:00:01.000Z,,https://www.ebay.ca/itm/227508863631?hash=item34f895c28f:g:xz4AAeSwhYZqnU0U,https://i.ebayimg.com/images/g/xz4AAeSwhYZqnU0U/s-l225.jpg
合理,-6%,41.42,80,10.0,Canon EOS Rebel X S 35mm SLR Film Camera Body Only Tested and Working,canon eos rebel,Canon,Digital Cameras,Used,38.96,CAD,"FIXED_PRICE,BEST_OFFER",,CA,rasecdiamond,99.9,2026-09-11T02:56:01.000Z,,https://www.ebay.ca/itm/820112908582?hash=itembef289e126:g:a8AAAeSw~D5qo2Gm,https://i.ebayimg.com/images/g/a8AAAeSw~D5qo2Gm/s-l225.jpg
偏高,+25%,95.94,80,10.0,Sony SELP1650 16-50mm OSS f/3.5-5.6 PZ E-Mount Standard Zoom Lens,sony 16-50mm f3.5,Sony,Lenses,Used,119.99,CAD,FIXED_PRICE,,CA,zedscollectibles,100.0,2026-09-11T01:44:28.000Z,,https://www.ebay.ca/itm/158279859735?hash=item24da36fe17:g:fgUAAeSwUUBqo1zU,https://i.ebayimg.com/images/g/fgUAAeSwUUBqo1zU/s-l225.jpg
合理,-7%,259.55,15,10.0,Sony HDR-CX240 1080p HD 54x Zoom Handycam - 9.2MP Zeiss - Tested,sony hdr-cx240,Sony,Camcorders,Used,240.0,CAD,"FIXED_PRICE,BEST_OFFER",,CA,omnivaultdirect,100.0,2026-09-11T04:23:16.000Z,,https://www.ebay.ca/itm/178486789426?hash=item298ea44532:g:94MAAeSwYrRqo36P,https://i.ebayimg.com/images/g/94MAAeSwYrRqo36P/s-l225.jpg
偏高,+38%,29.0,24,8.0,Canon PowerShot A85 4.0 MP Digital Camera with Case and CompactFlash Card,canon a85,Canon,Digital Cameras,Used,40.0,CAD,FIXED_PRICE,,CA,almac_8785,100.0,2026-09-11T04:22:51.000Z,,https://www.ebay.ca/itm/128073338894?hash=item1dd1c4100e:g:2M8AAeSwfSJqo4IX,https://i.ebayimg.com/images/g/2M8AAeSwfSJqo4IX/s-l225.jpg
合理,-5%,52.88,80,8.0,"Canon PowerShot A400 3.2MP Silver Compact Camera 2.2x Zoom 1.5"" AA A/V",canon a400,Canon,Digital Cameras,Used,50.0,CAD,FIXED_PRICE,low-feedback,CA,jampickfish,96.3,2026-09-11T03:42:26.000Z,,https://www.ebay.ca/itm/137723581178?hash=item2010f712fa:g:UrMAAeSwSoBqo3iQ,https://i.ebayimg.com/images/g/UrMAAeSwSoBqo3iQ/s-l225.jpg
偏低,-10%,75.25,6,8.0,Kodak EasyShare C195 14MP Digital Camera Blue Tested Working,kodak c195,Kodak,Digital Cameras,Used,68.0,CAD,"FIXED_PRICE,BEST_OFFER",,CA,pinkmoon93,100.0,2026-09-10T11:59:58.000Z,,https://www.ebay.ca/itm/327351625339?hash=item4c37ad667b:g:PRYAAeSwAt5qoprw,https://i.ebayimg.com/images/g/PRYAAeSwAt5qoprw/s-l225.jpg
