寻宝类型,评分,标题,品牌,类目,成色,价格,币种,购买方式,图片数,图片像素,标记,所在地,卖家,好评率,上架时间,结束时间,链接,图片
查无市价,76.0,Konica X3 Zoom camera,Konica,Film Cameras,Used,36.15,CAD,"FIXED_PRICE,AUCTION",3,1600,underpriced(med 100);auction,CA,zamzam,100.0,2026-09-14T22:16:19.000Z,2026-09-21T22:16:19.000Z,https://www.ebay.ca/itm/327358301388?hash=item4c381344cc:g:PD4AAOSwwqNnCvAD,https://i.ebayimg.com/images/g/PD4AAOSwwqNnCvAD/s-l225.jpg
残件/按现状,68.0,"CANON Single Focus Lens MACRO EF 100MM 2.8, For Parts",Canon,Lenses,For parts or not working,50.0,CAD,FIXED_PRICE,6,1599,mount:canon ef;as-is;underpriced(med 174),CA,queenglad,99.7,2026-09-14T20:08:59.000Z,,https://www.ebay.ca/itm/318871187331?hash=item4a3e342f83:g:7mIAAeSw5B5qg1oe,https://i.ebayimg.com/images/g/7mIAAeSw5B5qg1oe/s-l225.jpg
查无市价,56.0,Vintage 1985 Ricoh XF-30 Camera 35mm Point And Shoot,Ricoh,Vintage Cameras,,37.54,CAD,"FIXED_PRICE,BEST_OFFER",8,1600,mount:fuji x,CA,disense,98.8,2026-09-14T21:18:55.000Z,,https://www.ebay.ca/itm/327358251282?hash=item4c38128112:g:MR4AAeSwp-ZqqGQe,https://i.ebayimg.com/images/g/MR4AAeSwp-ZqqGQe/s-l225.jpg
查无市价,55.0,Hasselblad 2000FCW Medium Format Camera 80mm f2.8 Planar + extras,Hasselblad,Film Cameras,Used,2500.0,CAD,"FIXED_PRICE,BEST_OFFER",16,1600,grail:Planar,CA,dudwynnbran,100.0,2026-09-14T14:28:57.000Z,,https://www.ebay.ca/itm/307178902652?hash=item47854a147c:g:HH4AAeSwZsZqqAQj,https://i.ebayimg.com/images/g/HH4AAeSwZsZqqAQj/s-l225.jpg
残件/按现状,54.0,"Miranda Sensorex 35mm Camera With Auto Miranda 1:18 F=50mm Lens. works, untested",Miranda,Film Cameras,Used,55.61,CAD,"FIXED_PRICE,AUCTION",4,1600,as-is;auction,CA,zamzam,100.0,2026-09-14T22:16:19.000Z,2026-09-21T22:16:19.000Z,https://www.ebay.ca/itm/327358301279?hash=item4c3813445f:g:JTQAAOSwh3RnZxlO,https://i.ebayimg.com/images/g/JTQAAOSwh3RnZxlO/s-l225.jpg
残件/按现状,54.0,Voigtlander Vito B 35mm Film Camera Color-Skopar 50mm f/2.8 Case Untested,Voigtlander,Vintage Cameras,,119.99,CAD,"FIXED_PRICE,BEST_OFFER",8,1280,as-is,CA,missedbyothers,100.0,2026-09-14T05:55:19.000Z,,https://www.ebay.ca/itm/227520681036?hash=item34f94a144c:g:2M8AAeSwuvJqp4vI,https://i.ebayimg.com/images/g/2M8AAeSwuvJqp4vI/s-l225.jpg
残件/按现状,52.0,Nikon N90s F-90X 35mm film SLR camera body Only READ,Nikon,Film Cameras,For parts or not working,66.12,CAD,FIXED_PRICE,4,1600,,CA,recelltechca,98.8,2026-09-14T18:47:19.000Z,,https://www.ebay.ca/itm/377495319769?hash=item57e47974d9:g:OaEAAeSwsoRqihyh,https://i.ebayimg.com/images/g/OaEAAeSwsoRqihyh/s-l225.jpg
残件/按现状,50.0,Nikon Coolpix L16 Digital Camera Parts Only As Is,Nikon,Digital Cameras,For parts or not working,30.0,CAD,"FIXED_PRICE,BEST_OFFER",4,1600,as-is;underpriced(med 180),CA,amaz-zenp_0,98.7,2026-09-14T17:34:05.000Z,,https://www.ebay.ca/itm/398394472576?hash=item5cc2293880:g:d0sAAeSw3HxqqC-N,https://i.ebayimg.com/images/g/d0sAAeSw3HxqqC-N/s-l225.jpg
残件/按现状,50.0,Kodak Brownie Starflex Outfit – clean untested – full boxed kit – vintage 127,Kodak,Vintage Cameras,,30.99,CAD,"FIXED_PRICE,BEST_OFFER",4,1600,good-cond;as-is,CA,viewfinder_vault,100.0,2026-09-14T21:57:55.000Z,,https://www.ebay.ca/itm/188931105655?hash=item2bfd2be377:g:RDIAAeSwzVlqjldi,https://i.ebayimg.com/images/g/RDIAAeSwzVlqjldi/s-l225.jpg
残件/按现状,50.0,Canon Powershot A2000 IS 10.0MP Digital Camera **READ DESCRIPTION**,Canon,Digital Cameras,For parts or not working,38.42,CAD,"FIXED_PRICE,BEST_OFFER",9,1599,underpriced(med 200),CA,asmatic-80,99.7,2026-09-14T05:04:25.000Z,,https://www.ebay.ca/itm/137734765210?hash=item2011a1ba9a:g:GMcAAeSw3alqL3SB,https://i.ebayimg.com/images/g/GMcAAeSw3alqL3SB/s-l225.jpg
