性价比,价差,参考价,样本数,评分,标题,型号,品牌,类目,成色,价格,币种,购买方式,标记,所在地,卖家,好评率,上架时间,结束时间,链接,图片
抄底,-85%,464.94,50,116.0,[Near MINT] SHARAN MegaHouse Leica IIIF Silver Mini Film Camera 3F From JAPAN,leica 3f,Leica,Film Cameras,Used,69.99,USD,FIXED_PRICE,grail:Leica IIIF;good-cond,JP,japanismstore,100.0,2026-08-17T05:49:58.000Z,,https://www.ebay.com/itm/128030666550?hash=item1dcf38ef36:g:l4IAAeSw7DBqgqIz,https://i.ebayimg.com/images/g/l4IAAeSw7DBqgqIz/s-l225.jpg
抄底,-70%,499.99,80,116.0,[ MINT w/Cap ] Mamiya Sekor NB 127mm f/3.8 MF Lens for RB67 Pro S SD From JAPAN,mamiya sekor f/3.8,Mamiya,Film Cameras,Used,149.99,USD,"FIXED_PRICE,BEST_OFFER",grail:RB67;good-cond,JP,wazze_camera.jpn,100.0,2026-08-18T00:23:15.000Z,,https://www.ebay.com/itm/820016094424?hash=itembeecc49cd8:g:VYQAAeSwNYtqQrKD,https://i.ebayimg.com/images/g/VYQAAeSwNYtqQrKD/s-l225.jpg
抄底,-96%,3274.95,80,106.0,New CONTAX G2 Leather Camera Case from Japan,contax g2,Contax,Film Cameras,Open box,116.58,USD,FIXED_PRICE,grail:CONTAX G2,JP,samuraipicksjapan,100.0,2026-08-17T13:16:34.000Z,,https://www.ebay.com/itm/178416615208?hash=item298a757f28:g:OJMAAeSwpLBqgwox,https://i.ebayimg.com/images/g/OJMAAeSwpLBqgwox/s-l225.jpg
抄底,-46%,260.0,80,106.0,【EXC+++】Konica Pearl III Rangefinder 6x4.5 Film Camera Hexar 75mm f/3.5,konica hexar,Konica,Film Cameras,Used,139.99,USD,FIXED_PRICE,grail:Hexar;good-cond,JP,japan_fun_camera,100.0,2026-08-17T04:51:44.000Z,,https://www.ebay.com/itm/188804879620?hash=item2bf5a5d504:g:TdwAAOSwmtxoOQP0,https://i.ebayimg.com/images/g/TdwAAOSwmtxoOQP0/s-l225.jpg
超值,-35%,708.44,15,105.0,[MINT] CONTAX TVS Carl Zeiss Vario Sonnar 3.5-6.5 28-56mm T* From JAPAN #A005,contax tvs carl,Contax,Film Cameras,Used,459.99,USD,FIXED_PRICE,grail:CONTAX TVS;good-cond,JP,mieeeco_camera_tokyo,100.0,2026-08-17T09:59:21.000Z,,https://www.ebay.com/itm/377425460445?hash=item57e04f7cdd:g:taUAAeSwo5Fqgtv2,https://i.ebayimg.com/images/g/taUAAeSwo5Fqgtv2/s-l225.jpg
抄底,-52%,7295.0,21,103.0,HASSELBLAD XPAN II Panoramic Rangefinder Film Camera w/ 45mm & 90mm Lens Kit - R,hasselblad xpan,Hasselblad,Film Cameras,Used,3500.0,USD,"FIXED_PRICE,AUCTION",grail:XPAN;auction,GU,kthefo-47,0.0,2026-08-17T04:21:48.000Z,2026-08-24T04:21:48.000Z,https://www.ebay.com/itm/307130785599?hash=item47826bdf3f:g:DT0AAeSwFW1qgoaK,https://i.ebayimg.com/images/g/DT0AAeSwFW1qgoaK/s-l225.jpg
抄底,-57%,845.43,46,102.0,[MINT] smc PENTAX 645 L.S 75mm f2.8 Leaf Shutter Lens for 645N NII From JAPAN,pentax smc 75mm f2.8,Pentax,Lenses,Used,359.99,USD,FIXED_PRICE,grail:645;mount:pentax k;good-cond,JP,sakura_vintage_camera,100.0,2026-08-17T12:00:07.000Z,,https://www.ebay.com/itm/398295739042?hash=item5cbc46aaa2:g:Nq8AAeSwCqtqgvhF,https://i.ebayimg.com/images/g/Nq8AAeSwCqtqgvhF/s-l225.jpg
超值,-41%,110.02,80,100.0,[Near MINT] Mamiya RB67 Sports Finder for Mamiya RB67 Viewfinder From JAPAN,mamiya rb67,Mamiya,Film Cameras,Used,64.99,USD,FIXED_PRICE,grail:RB67;good-cond,JP,japanismstore,100.0,2026-08-17T05:41:04.000Z,,https://www.ebay.com/itm/128030657411?hash=item1dcf38cb83:g:SX4AAeSwJK9qgp~l,https://i.ebayimg.com/images/g/SX4AAeSwJK9qgp~l/s-l225.jpg
超值,-27%,177.75,80,100.0,[Almost MINT] Mamiya Press Super 23 Black Medium Format Film Camera w/Grip #8270,mamiya 23,Mamiya,Film Cameras,Used,129.0,USD,FIXED_PRICE,grail:Mamiya Press;good-cond,JP,japan_cameras_4u,99.6,2026-08-17T23:43:51.000Z,,https://www.ebay.com/itm/298596843989?hash=item4585c241d5:g:AOYAAeSwIR1qg5wG,https://i.ebayimg.com/images/g/AOYAAeSwIR1qg5wG/s-l225.jpg
超值,-38%,322.49,66,100.0,Read [Near MINT] Contax RTS III 35mm SLR Film Black Camera body From JAPAN,contax rts iii,Contax,Film Cameras,Used,199.99,USD,FIXED_PRICE,grail:Contax RTS;good-cond,JP,takara_camera_japan,99.8,2026-08-17T13:53:24.000Z,,https://www.ebay.com/itm/206498179935?hash=item3014402b5f:g:x4UAAeSwPXdqgxIg,https://i.ebayimg.com/images/g/x4UAAeSwPXdqgxIg/s-l225.jpg
