性价比,价差,参考价,样本数,评分,标题,型号,品牌,类目,成色,价格,币种,购买方式,标记,所在地,卖家,好评率,上架时间,结束时间,链接,图片
抄底,-55%,177.75,80,116.0,[Near MINT] Mamiya Press Super 23 Back Medium Film Camera Body Only From JAPAN,mamiya 23,Mamiya,Film Cameras,Used,79.9,USD,FIXED_PRICE,grail:Mamiya Press;good-cond,JP,f1-camera,100.0,2026-08-08T14:14:19.000Z,,https://www.ebay.com/itm/336732902868?hash=item4e66d855d4:g:V4UAAeSwVjtqdzpy,https://i.ebayimg.com/images/g/V4UAAeSwVjtqdzpy/s-l225.jpg
抄底,-68%,284.94,80,116.0,[EXC+] CONTAX T2 genuine strap 68cm/ Focus Guide,contax t2,Contax,Film Cameras,Used,91.02,USD,"FIXED_PRICE,BEST_OFFER",grail:CONTAX T2;good-cond,JP,mgaaoetom10rbmjc-1,99.1,2026-08-08T16:17:52.000Z,,https://www.ebay.com/itm/236993948035?hash=item372df0a983:g:4JYAAeSw4VRqd1cu,https://i.ebayimg.com/images/g/4JYAAeSw4VRqd1cu/s-l225.jpg
抄底,-56%,113.0,80,106.0,"""EXC +5 Hood"" Mamiya Sekor Z 250mm f/4.5 W MF Lens RZ67 Pro Pro II D JAPAN 5243",mamiya sekor 250mm f4.5,Mamiya,Lenses,Used,49.9,USD,FIXED_PRICE,grail:RZ67;good-cond,JP,nexus_h_0,100.0,2026-08-08T22:12:22.000Z,,https://www.ebay.com/itm/377404344433?hash=item57df0d4871:g:23IAAeSwXudqd6jv,https://i.ebayimg.com/images/g/23IAAeSwXudqd6jv/s-l225.jpg
抄底,-56%,113.0,80,106.0,"""EXC +5 Hood"" Mamiya Sekor Z 250mm f/4.5 W MF Lens RZ67 Pro Pro II D JAPAN 5243",mamiya sekor 250mm f4.5,Mamiya,Lenses,Used,49.9,USD,FIXED_PRICE,grail:RZ67;good-cond,JP,dimex_llc,98.7,2026-08-08T22:12:08.000Z,,https://www.ebay.com/itm/327301307676?hash=item4c34ad9d1c:g:tSYAAeSwRpxqd6jx,https://i.ebayimg.com/images/g/tSYAAeSwRpxqd6jx/s-l225.jpg
抄底,-54%,129.44,80,106.0,Read! *Exc+5* Olympus mju μ stylus zoom 140 Point & Shoot Film Camera From JAPAN,olympus stylus 140,Olympus,Film Cameras,Used,59.9,USD,FIXED_PRICE,grail:mju;good-cond,JP,made-1n-japan,100.0,2026-08-09T04:29:52.000Z,,https://www.ebay.com/itm/336733614753?hash=item4e66e332a1:g:QFkAAeSwXudqeAK5,https://i.ebayimg.com/images/g/QFkAAeSwXudqeAK5/s-l225.jpg
抄底,-80%,482.42,80,106.0,■Good condition■ MAMIYA RZ67 PRO 220 film cartridge,mamiya rz67,Mamiya,Film Cameras,Used,97.34,USD,"FIXED_PRICE,BEST_OFFER",grail:RZ67,JP,mgaaoetom10rbmjc-1,99.1,2026-08-08T16:18:51.000Z,,https://www.ebay.com/itm/236993949012?hash=item372df0ad54:g:AIsAAeSw1yVqd1ge,https://i.ebayimg.com/images/g/AIsAAeSw1yVqd1ge/s-l225.jpg
抄底,-55%,379.99,80,106.0,[Top MINT] Voigtlander Angle Finder 15mm Attachment for Hasselblad SWC Japan,voigtlander 15mm,Voigtlander,Lenses,Used,169.99,USD,FIXED_PRICE,grail:SWC;good-cond,JP,omotenashi_shop_japan,99.4,2026-08-08T09:47:29.000Z,,https://www.ebay.com/itm/168597802237?hash=item2741364cfd:g:3KIAAeSwaJdqdvxg,https://i.ebayimg.com/images/g/3KIAAeSwaJdqdvxg/s-l225.jpg
抄底,-45%,709.5,18,106.0,LEITZ WETZLAR LEICA Elmarit-R 35mm f2.8 Wide Angle Lens 3 CAM [Near MINT] JAPAN,leitz elmarit 35mm f2.8,Leitz,Lenses,Used,389.0,USD,FIXED_PRICE,grail:Elmarit;good-cond,JP,samura1_camera_japan,99.5,2026-08-09T00:50:04.000Z,,https://www.ebay.com/itm/407130408586?hash=item5ecadd068a:g:wk4AAeSwrKZqd8~r,https://i.ebayimg.com/images/g/wk4AAeSwrKZqd8~r/s-l225.jpg
超值,-36%,899.99,80,105.0,Tested [Near MINT] Contax G1 Rangefinder Film Camera Sonnar 90mm f2.8 Lens JAPAN,contax g1,Contax,Film Cameras,Used,579.99,USD,FIXED_PRICE,grail:Contax G1;good-cond,JP,hakusan_camera,100.0,2026-08-08T09:45:48.000Z,,https://www.ebay.com/itm/198556094790?hash=item2e3add9146:g:x-cAAeSwUrdqdvvB,https://i.ebayimg.com/images/g/x-cAAeSwUrdqdvvB/s-l225.jpg
抄底,-64%,703.68,49,102.0,VINTAGE CAMERA LEICA ERNST LEITZ GERMANY PHOTO WETZLAR 35mm LENS ELMAR 1:4/90,leica ernst leitz,Leica,Vintage Cameras,,249.99,USD,"FIXED_PRICE,BEST_OFFER",grail:ELMAR,US,windycityraider94,99.2,2026-08-09T00:50:27.000Z,,https://www.ebay.com/itm/267751545759?hash=item3e573c5b9f:g:i9gAAeSw2L1qd86A,https://i.ebayimg.com/images/g/i9gAAeSw2L1qd86A/s-l225.jpg
