性价比,价差,参考价,样本数,评分,标题,型号,品牌,类目,成色,价格,币种,购买方式,标记,所在地,卖家,好评率,上架时间,结束时间,链接,图片
抄底,-85%,464.94,50,116.0,[Near MINT] SHARAN MegaHouse Leica IIIF Silver Mini Film Camera 3F From JAPAN,leica 3f,Leica,Film Cameras,Used,69.99,USD,FIXED_PRICE,grail:Leica IIIF;good-cond,JP,japanismstore,100.0,2026-08-17T05:49:58.000Z,,https://www.ebay.com/itm/128030666550?hash=item1dcf38ef36:g:l4IAAeSw7DBqgqIz,https://i.ebayimg.com/images/g/l4IAAeSw7DBqgqIz/s-l225.jpg
抄底,-53%,5399.99,11,112.0,[MINT] Contax 645 AF Medium Format AE Finder MFB-1A 120/220 Filmback From Japan,contax mfb-1a,Contax,Film Cameras,Used,2529.99,USD,FIXED_PRICE,grail:645;good-cond,JP,linksjapan,100.0,2026-08-16T10:10:15.000Z,,https://www.ebay.com/itm/318738220434?hash=item4a36474592:g:txkAAeSw1~lqgYsW,https://i.ebayimg.com/images/g/txkAAeSw1~lqgYsW/s-l225.jpg
抄底,-48%,170.0,70,106.0,"""Flash NG"" Konica Big Mini BM-201 Point & Shoot Film Camera [ Exc+5 ] 866 US-DDP",konica bm-201,Konica,Film Cameras,Used,88.99,USD,FIXED_PRICE,grail:Big Mini;good-cond,JP,nakan_44,100.0,2026-08-17T01:17:01.000Z,,https://www.ebay.com/itm/800520729648?hash=itemba62c0f430:g:YCoAAeSwv9NpDSV-,https://i.ebayimg.com/images/g/YCoAAeSwv9NpDSV-/s-l225.jpg
抄底,-46%,260.0,80,106.0,【EXC+++】Konica Pearl III Rangefinder 6x4.5 Film Camera Hexar 75mm f/3.5,konica hexar,Konica,Film Cameras,Used,139.99,USD,FIXED_PRICE,grail:Hexar;good-cond,JP,japan_fun_camera,100.0,2026-08-17T04:51:44.000Z,,https://www.ebay.com/itm/188804879620?hash=item2bf5a5d504:g:TdwAAOSwmtxoOQP0,https://i.ebayimg.com/images/g/TdwAAOSwmtxoOQP0/s-l225.jpg
抄底,-56%,799.99,36,106.0,[MINT+ w/ Case] Bronica Zenzanon PS 80mm f/2.8 Lens For SQ SQ-A SQ-Ai From JAPAN,bronica 80mm f2.8,Bronica,Lenses,Used,349.99,USD,FIXED_PRICE,grail:Bronica Zenzanon;good-cond,JP,omotenashi-jpn,100.0,2026-08-17T01:17:30.000Z,,https://www.ebay.com/itm/800520731142?hash=itemba62c0fa06:g:uncAAeSwYPFqgmGl,https://i.ebayimg.com/images/g/uncAAeSwYPFqgmGl/s-l225.jpg
抄底,-62%,449.99,25,105.0,[MINT] Voigtlander BESSA-L Black 35mm Rangefinder Film L39 LTM Mount JAPAN,voigtlander l39,Voigtlander,Film Cameras,Used,169.99,USD,FIXED_PRICE,mount:ltm/l39;good-cond,JP,dka.232,100.0,2026-08-17T01:42:20.000Z,,https://www.ebay.com/itm/820011974782?hash=itembeec85c07e:g:jDsAAeSwxghqgmfw,https://i.ebayimg.com/images/g/jDsAAeSwxghqgmfw/s-l225.jpg
超值,-35%,708.44,15,105.0,[MINT] CONTAX TVS Carl Zeiss Vario Sonnar 3.5-6.5 28-56mm T* From JAPAN #A005,contax tvs carl,Contax,Film Cameras,Used,459.99,USD,FIXED_PRICE,grail:CONTAX TVS;good-cond,JP,mieeeco_camera_tokyo,100.0,2026-08-17T09:59:21.000Z,,https://www.ebay.com/itm/377425460445?hash=item57e04f7cdd:g:taUAAeSwo5Fqgtv2,https://i.ebayimg.com/images/g/taUAAeSwo5Fqgtv2/s-l225.jpg
抄底,-52%,7295.0,21,103.0,HASSELBLAD XPAN II Panoramic Rangefinder Film Camera w/ 45mm & 90mm Lens Kit - R,hasselblad xpan,Hasselblad,Film Cameras,Used,3500.0,USD,"FIXED_PRICE,AUCTION",grail:XPAN;auction,GU,kthefo-47,0.0,2026-08-17T04:21:48.000Z,2026-08-24T04:21:48.000Z,https://www.ebay.com/itm/307130785599?hash=item47826bdf3f:g:DT0AAeSwFW1qgoaK,https://i.ebayimg.com/images/g/DT0AAeSwFW1qgoaK/s-l225.jpg
超值,-41%,110.02,80,100.0,[Near MINT] Mamiya RB67 Sports Finder for Mamiya RB67 Viewfinder From JAPAN,mamiya rb67,Mamiya,Film Cameras,Used,64.99,USD,FIXED_PRICE,grail:RB67;good-cond,JP,japanismstore,100.0,2026-08-17T05:41:04.000Z,,https://www.ebay.com/itm/128030657411?hash=item1dcf38cb83:g:SX4AAeSwJK9qgp~l,https://i.ebayimg.com/images/g/SX4AAeSwJK9qgp~l/s-l225.jpg
超值,-26%,299.0,35,100.0,[TOP MINT w/Case] Leica Z2X 35mm Film Camera Vario Elmar 35-70mm Lens From JAPAN,leica z2x,Leica,Film Cameras,Used,219.75,USD,FIXED_PRICE,grail:Elmar;good-cond,JP,kn_camera_japan,100.0,2026-08-16T12:28:05.000Z,,https://www.ebay.com/itm/206495321713?hash=item3014148e71:g:XeUAAeSwWcdqdegP,https://i.ebayimg.com/images/g/XeUAAeSwWcdqdegP/s-l225.jpg
