寻宝类型,评分,标题,品牌,类目,成色,价格,币种,购买方式,图片数,图片像素,标记,所在地,卖家,好评率,上架时间,结束时间,链接,图片
残件/按现状,99.0,EasyBuy Zeiss Ikon Contaflex SLR 35mm Analog SLR Body (Tessar 1:2.8/50) Defect,Zeiss,Film Cameras,For parts or not working,25.43,USD,"FIXED_PRICE,BEST_OFFER",3,1099,grail:Tessar;underpriced(med 250),DE,easybuyshop,99.9,2026-08-17T11:41:23.000Z,,https://www.ebay.com/itm/820013862998?hash=itembeeca29056:g:nuMAAeSw6fRqgpLb,https://i.ebayimg.com/images/g/nuMAAeSw6fRqgpLb/s-l225.jpg
残件/按现状,98.0,Minolta Hi-Matic G 35mm Film Camera Rokkor 38mm f/2.8 Lens – Parts/Repair,Minolta,Film Cameras,For parts or not working,39.99,USD,"FIXED_PRICE,BEST_OFFER",8,1600,grail:Hi-Matic;mount:minolta md;underpriced(med 98),US,srgedgoods,100.0,2026-08-17T13:00:01.000Z,,https://www.ebay.com/itm/336737538225?hash=item4e671f10b1:g:iRQAAeSw3lhqe29s,https://i.ebayimg.com/images/g/iRQAAeSw3lhqe29s/s-l225.jpg
残件/按现状,98.0,Olympus OM-4 35mm Film SLR Camera Body - Black Body *Read / Parts*,Olympus,Film Cameras,For parts or not working,44.99,USD,FIXED_PRICE,2,1600,grail:OM-4;mount:olympus om;underpriced(med 160),US,tensawc0,100.0,2026-08-17T21:37:23.000Z,,https://www.ebay.com/itm/287531268405?hash=item42f232f935:g:BZoAAeSwpN5qg32G,https://i.ebayimg.com/images/g/BZoAAeSwpN5qg32G/s-l225.jpg
残件/按现状,98.0,Olympus OM-1 35mm SLR Film Camera w/Zuiko 50mm 1.8-for parts or repair,Olympus,Film Cameras,For parts or not working,50.0,USD,FIXED_PRICE,10,1600,grail:OM-1;mount:olympus om;as-is;underpriced(med 160),US,jsjeepster,100.0,2026-08-17T16:21:40.000Z,,https://www.ebay.com/itm/227479834470?hash=item34f6dacf66:g:3a8AAeSwiIVqgzQE,https://i.ebayimg.com/images/g/3a8AAeSwiIVqgzQE/s-l225.jpg
残件/按现状,98.0,Olympus OM-1 35mm SLR Film Camera w/Zuiko 50mm 1.8-for parts or repair,Olympus,Film Cameras,For parts or not working,55.0,USD,FIXED_PRICE,10,1600,grail:OM-1;mount:olympus om;as-is;underpriced(med 160),US,jsjeepster,100.0,2026-08-17T16:16:02.000Z,,https://www.ebay.com/itm/227479821965?hash=item34f6da9e8d:g:8eIAAeSwskFqgvcD,https://i.ebayimg.com/images/g/8eIAAeSwskFqgvcD/s-l225.jpg
残件/按现状,98.0,Olympus OM-1 SLR Film Camera Body For Parts/Repair,Olympus,Film Cameras,Used,59.99,USD,FIXED_PRICE,4,1600,grail:OM-1;mount:olympus om;as-is;underpriced(med 160),US,weslito2,100.0,2026-08-17T13:52:52.000Z,,https://www.ebay.com/itm/267759997208?hash=item3e57bd5118:g:4DoAAeSwtwVqgxHP,https://i.ebayimg.com/images/g/4DoAAeSwtwVqgxHP/s-l225.jpg
查无市价,97.0,Leica III f Minox miniature camera boxed 60500,Leica,Film Cameras,Used,317.37,USD,FIXED_PRICE,5,1600,grail:Leica III;good-cond;underpriced(med 899),AT,vintage-cameras-by-boris,100.0,2026-08-17T13:23:21.000Z,,https://www.ebay.com/itm/267759969219?hash=item3e57bce3c3:g:ro4AAeSwXSZqgwwE,https://i.ebayimg.com/images/g/ro4AAeSwXSZqgwwE/s-l225.jpg
残件/按现状,95.0,Carl Zeiss Q1 Sonnar 135mm f/4 Fixed Lens M42 Manual Focus (Jena) Defect,Zeiss,Lenses,For parts or not working,31.8,USD,"FIXED_PRICE,BEST_OFFER",4,1476,grail:Sonnar;mount:m42;underpriced(med 499),DE,easybuyshop,99.9,2026-08-17T05:03:19.000Z,,https://www.ebay.com/itm/820012680736?hash=itembeec908620:g:pb8AAeSwqgRqgorE,https://i.ebayimg.com/images/g/pb8AAeSwqgRqgorE/s-l225.jpg
残件/按现状,95.0,Carl Zeiss Q1 Tessar 8-Blade Automatic 50mm f/2.8 M42 Manual Lens,Zeiss,Lenses,For parts or not working,31.8,USD,"FIXED_PRICE,BEST_OFFER",4,1600,grail:Tessar;mount:m42;underpriced(med 499),DE,easybuyshop,99.9,2026-08-17T05:02:21.000Z,,https://www.ebay.com/itm/820012677746?hash=itembeec907a72:g:kbEAAeSwE-hqgm7j,https://i.ebayimg.com/images/g/kbEAAeSwE-hqgm7j/s-l225.jpg
残件/按现状,95.0,Carl Zeiss Jena Q1 Sonnar 135mm f/4 M42 Manual Focus Prime Lens (Defekt),Zeiss,Lenses,For parts or not working,31.8,USD,"FIXED_PRICE,BEST_OFFER",4,1600,grail:Sonnar;mount:m42;underpriced(med 499),DE,easybuyshop,99.9,2026-08-17T05:02:20.000Z,,https://www.ebay.com/itm/820012677720?hash=itembeec907a58:g:DHsAAeSwYTBqglVN,https://i.ebayimg.com/images/g/DHsAAeSwYTBqglVN/s-l225.jpg
