寻宝类型,评分,标题,品牌,类目,成色,价格,币种,购买方式,图片数,图片像素,标记,所在地,卖家,好评率,上架时间,结束时间,链接,图片
残件/按现状,75.0,Canon Sure Shot Z85 Point & Shoot 35MM Film Camera 85mm Work Ok-Broke Part Read,Canon,Film Cameras,For parts or not working,29.99,USD,"FIXED_PRICE,BEST_OFFER",4,1600,underpriced(med 198),US,thevintagedays,100.0,2026-08-07T03:50:57.000Z,,https://www.ebay.com/itm/298565727233?hash=item4583e77401:g:uIoAAeSwE-hqdVX4,https://i.ebayimg.com/images/g/uIoAAeSwE-hqdVX4/s-l225.jpg
残件/按现状,75.0,Olympus Stylus Zoom 115 35mm Point Shoot Film Camera (NOT WORKING / PARTS ONLY),Olympus,Film Cameras,For parts or not working,38.0,USD,"FIXED_PRICE,BEST_OFFER",5,1600,as-is;underpriced(med 148),US,joelgall1185,99.7,2026-08-07T01:12:21.000Z,,https://www.ebay.com/itm/188754570536?hash=item2bf2a62d28:g:LsIAAeSwkNxqdTBo,https://i.ebayimg.com/images/g/LsIAAeSwkNxqdTBo/s-l225.jpg
残件/按现状,75.0,Pentax PC35AF 35mm Point & Shoot Film Camera f/2.8 Lens Vintage AS IS Untested,Pentax,Film Cameras,For parts or not working,39.99,USD,FIXED_PRICE,5,1600,as-is;underpriced(med 166),US,justbouteverything,100.0,2026-08-07T02:13:00.000Z,,https://www.ebay.com/itm/158162164407?hash=item24d3331ab7:g:-vMAAeSwVf1qdT8Q,https://i.ebayimg.com/images/g/-vMAAeSwVf1qdT8Q/s-l225.jpg
残件/按现状,75.0,Canon Sure Shot Supreme 38mm Point & Shoot Camera w/ Case UNTESTED,Canon,Film Cameras,For parts or not working,43.32,USD,"FIXED_PRICE,BEST_OFFER",10,1080,as-is;underpriced(med 198),US,needsnwantsdirect,99.9,2026-08-07T09:53:11.000Z,,https://www.ebay.com/itm/358895535959?hash=item538fd74757:g:k~YAAeSwaMJpzsZl,https://i.ebayimg.com/images/g/k~YAAeSwaMJpzsZl/s-l225.jpg
残件/按现状,75.0,Yashica TL-Electro 35mm SLR Film Camera w/ Yashinon-DS 50mm f/2 Lens - Untested,Yashica,Film Cameras,Used,44.95,USD,FIXED_PRICE,5,1600,as-is;underpriced(med 114),US,ohiostatethrift,98.0,2026-08-07T09:48:05.000Z,,https://www.ebay.com/itm/366591922271?hash=item555a94d05f:g:RZ4AAeSwR-FqdaqT,https://i.ebayimg.com/images/g/RZ4AAeSwR-FqdaqT/s-l225.jpg
残件/按现状,75.0,Canon EOS Kiss x DS126151 DSLR Camera Untested for Parts,Canon,Vintage Cameras,,45.0,USD,"FIXED_PRICE,BEST_OFFER",7,1600,as-is;underpriced(med 227),US,bmorykon,100.0,2026-08-07T00:54:35.000Z,,https://www.ebay.com/itm/336730566141?hash=item4e66b4adfd:g:gaoAAeSwBidqdSw8,https://i.ebayimg.com/images/g/gaoAAeSwBidqdSw8/s-l225.jpg
残件/按现状,75.0,Canon Sure Shot Auto Focus Film Camera 38mm 1:2.8 Lens For Repair Or Parts As Is,Canon,Film Cameras,For parts or not working,49.76,USD,FIXED_PRICE,10,1600,as-is;underpriced(med 198),US,sfg_sports,99.9,2026-08-07T04:49:57.000Z,,https://www.ebay.com/itm/358894524516?hash=item538fc7d864:g:sbMAAOSwdjNim6lI,https://i.ebayimg.com/images/g/sbMAAOSwdjNim6lI/s-l225.jpg
残件/按现状,75.0,Canon EOS 1000F 35mm Film Camera Sigma UC Zoom 35-135mm Lens Untested,Canon,Film Cameras,For parts or not working,53.89,USD,"FIXED_PRICE,BEST_OFFER",6,1600,as-is;underpriced(med 198),US,glamazonllc,100.0,2026-08-07T07:35:37.000Z,,https://www.ebay.com/itm/407126388666?hash=item5eca9fafba:g:QuYAAeSwcIBp-9im,https://i.ebayimg.com/images/g/QuYAAeSwcIBp-9im/s-l225.jpg
残件/按现状,75.0,Canon AF35M Autoboy Point&Shoot 35mm 2.8 Film Camera Film *Door Issue*,Canon,Film Cameras,For parts or not working,59.99,USD,FIXED_PRICE,17,1600,underpriced(med 198),US,diljo74,99.8,2026-08-07T03:29:36.000Z,,https://www.ebay.com/itm/407126046740?hash=item5eca9a7814:g:VFEAAeSwYPFqdVCr,https://i.ebayimg.com/images/g/VFEAAeSwYPFqdVCr/s-l225.jpg
残件/按现状,75.0,Canon AL-1 QF Camera with Kiron 70-150 mm & 50mm f1.8 FD Lens *Untested*,Canon,Film Cameras,Used,65.0,USD,"FIXED_PRICE,BEST_OFFER",13,1599,mount:canon fd;as-is;underpriced(med 198),US,merchan07,98.8,2026-08-07T03:59:34.000Z,,https://www.ebay.com/itm/307111997862?hash=item47814d31a6:g:CB8AAeSwsHRqV~T~,https://i.ebayimg.com/images/g/CB8AAeSwsHRqV~T~/s-l225.jpg
查无市价,75.0,*READ : Exc+5* Nikon FE Black Film Camera Ai Zoom Nikkor 43-86mm F/3.5 Lens / JP,Nikon,Film Cameras,Used,117.61,USD,FIXED_PRICE,16,0,mount:nikon f;good-cond,JP,dub0804-55,100.0,2026-08-07T11:45:50.000Z,,https://www.ebay.com/itm/366592075850?hash=item555a97284a:g:IEoAAeSw6EFondYW,https://i.ebayimg.com/images/g/IEoAAeSw6EFondYW/s-l225.jpg
残件/按现状,74.0,Nikon AF-P DX NIKKOR 18-55mm F3.5-5.6 FPO NOT WORKING RED Camera Lens No Caps,Nikon,Lenses,For parts or not working,29.99,USD,FIXED_PRICE,10,859,mount:nikon f;55mm;as-is;underpriced(med 220),US,buyithere_18,99.8,2026-08-07T06:10:01.000Z,,https://www.ebay.com/itm/366591607768?hash=item555a9003d8:g:hhsAAeSwsZdqdXWc,https://i.ebayimg.com/images/g/hhsAAeSwsZdqdXWc/s-l225.jpg
残件/按现状,74.0,Minolta X-700 MPS Camera with Macro 70-210mm Lens Untested Parts Repair MINT,Minolta,Film Cameras,For parts or not working,100.0,USD,FIXED_PRICE,22,1599,grail:X-700;good-cond;as-is,US,joseywalessc23,100.0,2026-08-07T06:24:30.000Z,,https://www.ebay.com/itm/318690900913?hash=item4a33753bb1:g:vY4AAeSwqylqdXoT,https://i.ebayimg.com/images/g/vY4AAeSwqylqdXoT/s-l225.jpg
打包杂件,73.0,Canon Autoboy N130 AiAF Point & Shoot 35mm Compact Film Camera Bundle W Film,Canon,Film Cameras,Used,89.0,USD,"FIXED_PRICE,AUCTION",8,1183,underpriced(med 198);auction,US,roxy5455,98.8,2026-08-07T11:23:37.000Z,2026-08-17T11:23:37.000Z,https://www.ebay.com/itm/398259721593?hash=item5cba211579:g:zNYAAeSw9fpqF0lt,https://i.ebayimg.com/images/g/zNYAAeSw9fpqF0lt/s-l225.jpg
型号不明,73.0,Mamiya Lens 1:5.6 Used,Mamiya,Lenses,Used,102.09,USD,FIXED_PRICE,5,1200,underpriced(med 310),JP,beecruise04,97.5,2026-08-07T03:55:19.000Z,,https://www.ebay.com/itm/318690394411?hash=item4a336d812b:g:EPoAAeSwDO5qdVey,https://i.ebayimg.com/images/g/EPoAAeSwDO5qdVey/s-l225.jpg
型号不明,73.0,Hasselblad 2XE Tele Converter From JAPAN,Hasselblad,Lenses,Used,119.99,USD,FIXED_PRICE,5,1080,underpriced(med 780),JP,miyuki1_75,100.0,2026-08-07T00:33:24.000Z,,https://www.ebay.com/itm/377400221882?hash=item57dece60ba:g:zmcAAeSwDRtqdSdP,https://i.ebayimg.com/images/g/zmcAAeSwDRtqdSdP/s-l225.jpg
型号不明,72.0,PENTAX Auto 110 110 Format SLR Film Camera Manual Focus Built-In Flash Black,Pentax,Film Cameras,Used,80.0,USD,"FIXED_PRICE,BEST_OFFER",0,1600,grail:Auto 110,US,edwnette0,0.0,2026-08-07T04:24:42.000Z,,https://www.ebay.com/itm/318690477265?hash=item4a336ec4d1:g:P98AAeSwls1qdV2R,https://i.ebayimg.com/images/g/P98AAeSwls1qdV2R/s-l225.jpg
残件/按现状,72.0,"OLYMPUS OM10, Minolta Hi-Matic 9, Konica Auto S FOR PARTS REPAIR AS IS",Olympus,Film Cameras,For parts or not working,82.96,USD,FIXED_PRICE,9,1600,grail:Hi-Matic;as-is,US,sfg_sports,99.9,2026-08-07T04:34:32.000Z,,https://www.ebay.com/itm/358894484981?hash=item538fc73df5:g:v3QAAeSwF8BoyeLx,https://i.ebayimg.com/images/g/v3QAAeSwF8BoyeLx/s-l225.jpg
型号不明,72.0,"Contax Carl Zeiss Distagon T* 2,8/35 AEJ #5850641 [N. MINT] w/Filter From JAPAN",Contax,Lenses,Used,279.9,USD,"FIXED_PRICE,BEST_OFFER",19,885,grail:Distagon;good-cond,JP,questers_jp,100.0,2026-08-06T23:50:05.000Z,,https://www.ebay.com/itm/398258110195?hash=item5cba087ef3:g:wJYAAeSwSLlqdRsF,https://i.ebayimg.com/images/g/wJYAAeSwSLlqdRsF/s-l225.jpg
型号不明,72.0,[N MINT+ Remote Battery Pack] PENTAX 645 Medium Format Film Camera From JAPAN,Pentax,Film Cameras,Used,379.99,USD,FIXED_PRICE,14,1275,grail:645;good-cond,JP,whitrade-46,100.0,2026-08-07T02:12:15.000Z,,https://www.ebay.com/itm/398258436500?hash=item5cba0d7994:g:MEsAAeSwa2dqdUVq,https://i.ebayimg.com/images/g/MEsAAeSwa2dqdUVq/s-l225.jpg
图片过小,72.0,[Near MINT] Mamiya RB67 Pro S Medium Format Camera Sekor C 127/F3.8 From JAPAN,Mamiya,Film Cameras,Used,655.9,USD,FIXED_PRICE,15,400,grail:RB67;good-cond,JP,tsutomu-mossan,99.4,2026-08-07T04:39:31.000Z,,https://www.ebay.com/itm/178381594632?hash=item29885f2008:g:3ysAAeSw-V9qdWK1,https://i.ebayimg.com/images/g/3ysAAeSw-V9qdWK1/s-l225.jpg
查无市价,72.0,CONTAX CONTAX TVS -Near Mint- 7883,Contax,Film Cameras,Used,698.36,USD,FIXED_PRICE,2,1200,grail:CONTAX TVS;good-cond,JP,kitamura_camera,100.0,2026-08-07T06:37:21.000Z,,https://www.ebay.com/itm/358894848144?hash=item538fccc890:g:jJYAAeSwawdqdYbx,https://i.ebayimg.com/images/g/jJYAAeSwawdqdYbx/s-l225.jpg
查无市价,72.0,[N MINT] Zenza Bronica SQA Cds Finder 6x6 Film Camera 105mm f3.5 Lens From JAPAN,Bronica,Film Cameras,Used,799.9,USD,FIXED_PRICE,19,1600,grail:Bronica SQA;good-cond,JP,ham_7373,100.0,2026-08-07T08:04:06.000Z,,https://www.ebay.com/itm/366591773641?hash=item555a928bc9:g:ER4AAeSwhrBqdZMM,https://i.ebayimg.com/images/g/ER4AAeSwhrBqdZMM/s-l225.jpg
型号不明,72.0,[Top Mint] Mamiya 645 AF Medium Format Film Camera Body only from Japan,Mamiya,Film Cameras,Used,1599.99,USD,"FIXED_PRICE,BEST_OFFER",13,1600,grail:645;good-cond,JP,top_camera_tokyo,99.8,2026-08-07T07:07:50.000Z,,https://www.ebay.com/itm/178381930410?hash=item2988643faa:g:GvsAAeSw1yVqdXbV,https://i.ebayimg.com/images/g/GvsAAeSw1yVqdXbV/s-l225.jpg
查无市价,72.0,Kanto Camera CLA'd [MINT] Leica M4 Silver Rangefinder Film Camera Body JAPAN,Leica,Film Cameras,Used,2199.99,USD,"FIXED_PRICE,BEST_OFFER",20,1080,grail:Leica M4;good-cond,JP,tomooka_49,100.0,2026-08-07T01:37:36.000Z,,https://www.ebay.com/itm/158162095868?hash=item24d3320efc:g:cWgAAeSwAVhqdTYJ,https://i.ebayimg.com/images/g/cWgAAeSwAVhqdTYJ/s-l225.jpg
查无市价,72.0,"CLA'd Rare ""K"" [MINT+++] Leica IIIc III c gray Rangefinder Film Camera JAPAN",Leica,Film Cameras,Used,2979.99,USD,FIXED_PRICE,23,1600,grail:Leica IIIc;good-cond,JP,japan.camera.like,100.0,2026-08-07T03:45:31.000Z,,https://www.ebay.com/itm/178381481348?hash=item29885d6584:g:fyoAAeSwYEVqdVWS,https://i.ebayimg.com/images/g/fyoAAeSwYEVqdVWS/s-l225.jpg
