寻宝类型,评分,标题,品牌,类目,成色,价格,币种,购买方式,图片数,图片像素,标记,所在地,卖家,好评率,上架时间,结束时间,链接,图片
残件/按现状,102.0,Contax 139 Quartz 35mm SLR Film Camera w/ 80-200mm Tokina Lens | Untested,Contax,Film Cameras,Used,29.99,USD,FIXED_PRICE,23,1600,grail:Contax 139;as-is;underpriced(med 658),US,collegefuel,99.7,2026-08-09T09:46:54.000Z,,https://www.ebay.com/itm/188765713835?hash=item2bf35035ab:g:6owAAeSwEFNqYhnc,https://i.ebayimg.com/images/g/6owAAeSwEFNqYhnc/s-l225.jpg
残件/按现状,100.0,[As-is For parts] Zeiss Ikon Super Ikonta 530 Carl Zeiss Tessar 70mm f/3.5 JAPAN,Zeiss,Film Cameras,For parts or not working,69.99,USD,FIXED_PRICE,15,1280,grail:Tessar;as-is;underpriced(med 295),JP,maui_camera_japan,100.0,2026-08-09T23:27:17.000Z,,https://www.ebay.com/itm/287515415894?hash=item42f1411556:g:r7QAAeSwARRqbBQ2,https://i.ebayimg.com/images/g/r7QAAeSwARRqbBQ2/s-l225.jpg
型号不明,100.0,[Exc+4] Mamiya Sekor150mm f5.6 Lens for Mamiya Press / Super 23 From JAPAN,Mamiya,Lenses,Used,74.9,USD,FIXED_PRICE,8,1600,grail:Mamiya Press;good-cond;underpriced(med 280),JP,f1-camera,100.0,2026-08-09T14:21:26.000Z,,https://www.ebay.com/itm/336734152696?hash=item4e66eb67f8:g:RHsAAeSwVnNqeI0p,https://i.ebayimg.com/images/g/RHsAAeSwVnNqeI0p/s-l225.jpg
查无市价,100.0,Contax RTS Body (Excellent+3) Working Item (Significant peeling on the exterior),Contax,Film Cameras,Used,104.92,USD,FIXED_PRICE,9,1200,grail:Contax RTS;underpriced(med 658),JP,quorefl-53,100.0,2026-08-10T00:12:24.000Z,,https://www.ebay.com/itm/800483899666?hash=itemba608ef912:g:63YAAeSwBUdqeRep,https://i.ebayimg.com/images/g/63YAAeSwBUdqeRep/s-l225.jpg
残件/按现状,100.0,CONTAX RTS Film SLR Body with Real Time Winder Junk Item O11483086 From Japan,Contax,Film Cameras,For parts or not working,112.74,USD,FIXED_PRICE,8,1200,grail:CONTAX RTS;as-is;underpriced(med 658),JP,quorefl-53,100.0,2026-08-10T00:33:46.000Z,,https://www.ebay.com/itm/800483944389?hash=itemba608fa7c5:g:1H8AAeSwbiNqeRzj,https://i.ebayimg.com/images/g/1H8AAeSwbiNqeRzj/s-l225.jpg
查无市价,100.0,(Excellent+3) Contax RTS body Working OK(Self-timer malfunction)#D487 From Japan,Contax,Film Cameras,Used,119.04,USD,FIXED_PRICE,6,1200,grail:Contax RTS;underpriced(med 658),JP,quorefl-53,100.0,2026-08-10T00:39:36.000Z,,https://www.ebay.com/itm/800483956515?hash=itemba608fd723:g:49gAAeSwhKZqeR74,https://i.ebayimg.com/images/g/49gAAeSwhKZqeR74/s-l225.jpg
残件/按现状,96.0,[ As-Is ] Mamiya Sekor C 210mm f/4 Lens for M645 1000s 645 super Pro From JAPAN,Mamiya,Lenses,Used,29.9,USD,FIXED_PRICE,8,1600,grail:645;as-is;underpriced(med 280),JP,f1-camera,100.0,2026-08-09T14:22:53.000Z,,https://www.ebay.com/itm/336734154613?hash=item4e66eb6f75:g:R10AAeSwUcpqeI23,https://i.ebayimg.com/images/g/R10AAeSwUcpqeI23/s-l225.jpg
残件/按现状,96.0,*For Parts* Pentax Spotmatic SP & ESII Black Film Camera From Japan #C12-2,Pentax,Film Cameras,Used,45.22,USD,FIXED_PRICE,14,1600,grail:Spotmatic;as-is;underpriced(med 155),JP,dub0804-55,100.0,2026-08-09T11:51:54.000Z,,https://www.ebay.com/itm/366594964283?hash=item555ac33b3b:g:pLIAAeSwRw5pP~Ac,https://i.ebayimg.com/images/g/pLIAAeSwRw5pP~Ac/s-l225.jpg
残件/按现状,96.0,Mamiya RB67 Body only FOR PARTS,Mamiya,Film Cameras,For parts or not working,110.0,USD,"FIXED_PRICE,BEST_OFFER",7,1306,grail:RB67;as-is;underpriced(med 499),US,drlotts0,100.0,2026-08-09T20:29:30.000Z,,https://www.ebay.com/itm/318703592622?hash=item4a3436e4ae:g:aI8AAeSwOT5qeOHd,https://i.ebayimg.com/images/g/aI8AAeSwOT5qeOHd/s-l225.jpg
残件/按现状,96.0,"Leitz Leica R4 MADE IN PORTUGAL, BODY ONLY-Untested",Leitz,Film Cameras,Used,125.0,USD,"FIXED_PRICE,BEST_OFFER",16,1600,grail:Leica R4;as-is;underpriced(med 1392),US,philsfan73,100.0,2026-08-09T19:56:50.000Z,,https://www.ebay.com/itm/298573224110?hash=item458459d8ae:g:AgYAAeSwPC5qJtZk,https://i.ebayimg.com/images/g/AgYAAeSwPC5qJtZk/s-l225.jpg
查无市价,94.0,(Excellent+5) Contax RX Body Working Item (LCD bleeding) K770 #5486 From Japan,Contax,Film Cameras,Used,184.58,USD,FIXED_PRICE,9,1200,grail:Contax RX;underpriced(med 658),JP,quorefl-53,100.0,2026-08-09T23:43:23.000Z,,https://www.ebay.com/itm/800483801769?hash=itemba608d7aa9:g:xyEAAeSwFW1qeREZ,https://i.ebayimg.com/images/g/xyEAAeSwFW1qeREZ/s-l225.jpg
查无市价,94.0,Contax RX Body(Excellent+3) Contax Film SLR Camera Fully Functional From Japan,Contax,Film Cameras,Used,194.3,USD,FIXED_PRICE,9,1200,grail:Contax RX;underpriced(med 658),JP,quorefl-53,100.0,2026-08-10T01:25:17.000Z,,https://www.ebay.com/itm/800484073499?hash=itemba6091a01b:g:ZwAAAeSwfn9qeSlu,https://i.ebayimg.com/images/g/ZwAAAeSwfn9qeSlu/s-l225.jpg
查无市价,94.0,Mamiya 645 Crank Part Camera Accessory No Damage From Japan,Mamiya,Film Cameras,Used,197.99,USD,FIXED_PRICE,9,1080,grail:645;underpriced(med 499),JP,niigata-japan,99.3,2026-08-09T12:10:29.000Z,,https://www.ebay.com/itm/128017664361?hash=item1dce728969:g:RakAAeSw-wlqeG9l,https://i.ebayimg.com/images/g/RakAAeSw-wlqeG9l/s-l225.jpg
查无市价,94.0,Contax RTS Camera Tested and Confirmed From Japan,Contax,Film Cameras,Used,210.99,USD,FIXED_PRICE,9,1080,grail:Contax RTS;underpriced(med 658),JP,niigata-japan,99.3,2026-08-09T12:10:31.000Z,,https://www.ebay.com/itm/128017664493?hash=item1dce7289ed:g:dvEAAeSwNtZqeG9o,https://i.ebayimg.com/images/g/dvEAAeSwNtZqeG9o/s-l225.jpg
