性价比,价差,参考价,样本数,评分,标题,型号,品牌,类目,成色,价格,币种,购买方式,标记,所在地,卖家,好评率,上架时间,结束时间,链接,图片
抄底,-59%,899.99,80,116.0,[Almost MINT] Contax G1 Rangefinder 35mm Film Camera Body From JAPAN,contax g1,Contax,Film Cameras,Used,369.99,USD,FIXED_PRICE,grail:Contax G1;good-cond,JP,japan_shogun_camera,99.2,2026-08-12T08:21:36.000Z,,https://www.ebay.com/itm/318717409393?hash=item4a3509b871:g:QW0AAeSwvnpqfC5H,https://i.ebayimg.com/images/g/QW0AAeSwvnpqfC5H/s-l225.jpg
抄底,-84%,2500.0,33,116.0,"[ NEAR MINT ] Plaubel Makina 67 Hand Grip for Makina 67, W67, 670 From JAPAN",plaubel 67,Plaubel,Film Cameras,Used,399.99,USD,"FIXED_PRICE,BEST_OFFER",grail:Plaubel Makina;good-cond,JP,wazze_camera.jpn,100.0,2026-08-12T23:01:28.000Z,,https://www.ebay.com/itm/358919355178?hash=item539142bb2a:g:uP0AAeSwXRFqaSw~,https://i.ebayimg.com/images/g/uP0AAeSwXRFqaSw~/s-l225.jpg
抄底,-46%,881.68,30,116.0,Red Dial [Near MINT] Leica IIIF III F Self Timar Rangefinder Film Camera JAPAN,leica iiif iii,Leica,Film Cameras,Used,479.99,USD,FIXED_PRICE,grail:Leica IIIF;good-cond,JP,japan-trade810,98.9,2026-08-13T08:16:30.000Z,,https://www.ebay.com/itm/117356902929?hash=item1b53043a11:g:jEUAAeSwyudqfX5S,https://i.ebayimg.com/images/g/jEUAAeSwyudqfX5S/s-l225.jpg
抄底,-60%,1399.99,38,112.0,Meter Not works [Near MINT] Olympus OM-3 35mm SLR Film Camera Body From JAPAN,olympus om-3,Olympus,Film Cameras,Used,559.99,USD,FIXED_PRICE,grail:OM-3;mount:olympus om;good-cond,JP,japan_collects,100.0,2026-08-13T02:59:39.000Z,,https://www.ebay.com/itm/198567146367?hash=item2e3b86337f:g:xlsAAeSw8ChqfTQS,https://i.ebayimg.com/images/g/xlsAAeSw8ChqfTQS/s-l225.jpg
抄底,-53%,5399.99,11,112.0,[Top MINT] CONTAX 645 Film Camera AE Finder MFB-1A 120/220 From JAPAN,contax mfb-1a,Contax,Film Cameras,Used,2549.99,USD,FIXED_PRICE,grail:645;good-cond,JP,japan-trade810,98.9,2026-08-13T05:20:53.000Z,,https://www.ebay.com/itm/117356649810?hash=item1b53005d52:g:068AAeSwNtZqfVR1,https://i.ebayimg.com/images/g/068AAeSwNtZqfVR1/s-l225.jpg
抄底,-75%,199.0,80,111.0,For Leica CL Pre-Cut Replacement Leather seal 8 Colors From Japan #AN220059,leica 8,Leica,Film Cameras,New,50.0,USD,FIXED_PRICE,grail:Leica CL,JP,george.-5078,100.0,2026-08-13T00:51:13.000Z,,https://www.ebay.com/itm/287521585266?hash=item42f19f3872:g:MGoAAOSwBYhjsTdC,https://i.ebayimg.com/images/g/MGoAAOSwBYhjsTdC/s-l225.jpg
抄底,-55%,5999.45,20,111.0,[ TOP MINT ] Contax Carl Zeiss Planar T* 80mm f/2 Lens For 645 from JAPAN,contax planar 80mm f2,Contax,Lenses,Used,2699.99,USD,FIXED_PRICE,grail:645;good-cond,JP,ageha.b-48,100.0,2026-08-12T14:18:09.000Z,,https://www.ebay.com/itm/800497105325?hash=itemba615879ad:g:BCMAAeSw0XBqXaeJ,https://i.ebayimg.com/images/g/BCMAAeSw0XBqXaeJ/s-l225.jpg
抄底,-45%,1185.49,14,108.0,LEITZ LEICA IIIg Rangefinder 35mm Camera Body Exc+++ See My Store For More,leitz leica iiig,Leitz,Film Cameras,Used,648.0,USD,"FIXED_PRICE,BEST_OFFER",grail:LEICA IIIg;good-cond,US,marcmiller29,100.0,2026-08-12T23:23:28.000Z,,https://www.ebay.com/itm/178400948553?hash=item2989867149:g:o1gAAeSwXudqfP4s,https://i.ebayimg.com/images/g/o1gAAeSwXudqfP4s/s-l225.jpg
抄底,-95%,1699.99,55,106.0,For Leica M5 Pre-Cut Replacement Leather Seal 8 Colors From Japan #AN220053,leica m5,Leica,Film Cameras,New,85.0,USD,FIXED_PRICE,grail:Leica M5,JP,george.-5078,100.0,2026-08-13T00:32:15.000Z,,https://www.ebay.com/itm/287521557198?hash=item42f19ecace:g:coQAAOSwfddjs~bT,https://i.ebayimg.com/images/g/coQAAOSwfddjs~bT/s-l225.jpg
抄底,-49%,482.42,80,106.0,FOX580 MAMIYA RZ67 Mamiya Waist Revell Finder,mamiya rz67,Mamiya,Film Cameras,Used,244.35,USD,"FIXED_PRICE,BEST_OFFER",grail:RZ67,JP,kumsjapan,99.3,2026-08-13T03:16:23.000Z,,https://www.ebay.com/itm/318721668959?hash=item4a354ab75f:g:A4UAAeSwpoNqfTeD,https://i.ebayimg.com/images/g/A4UAAeSwpoNqfTeD/s-l225.jpg
