寻宝类型,评分,标题,品牌,类目,成色,价格,币种,购买方式,图片数,图片像素,标记,所在地,卖家,好评率,上架时间,结束时间,链接,图片
残件/按现状,110.0,[Exc+5] Contax RTS Black 35mm SLR Film Camera Body Self-Timer Not Working JAPAN,Contax,Film Cameras,Used,89.99,USD,FIXED_PRICE,23,1600,grail:Contax RTS;good-cond;as-is;underpriced(med 600),JP,isshin39,100.0,2026-08-11T08:27:08.000Z,,https://www.ebay.com/itm/198563035287?hash=item2e3b477897:g:TzUAAeSwvFVqet3L,https://i.ebayimg.com/images/g/TzUAAeSwvFVqet3L/s-l225.jpg
查无市价,106.0,For Contax RTS Pre-cut Replacement Light seal & Mirror Bumper From JP #AN220018,Contax,Film Cameras,New,25.2,USD,FIXED_PRICE,4,0,grail:Contax RTS;underpriced(med 600),JP,george.-5078,100.0,2026-08-11T17:21:21.000Z,,https://www.ebay.com/itm/287519068002?hash=item42f178cf62:g:vJsAAOSw2iNkLjMm,https://i.ebayimg.com/images/g/vJsAAOSw2iNkLjMm/s-l225.jpg
查无市价,106.0,For Contax RTS II Pre-cut Replacement Leather Seal 13 Color From Japan #AN220025,Contax,Film Cameras,New,32.4,USD,FIXED_PRICE,1,0,grail:Contax RTS;underpriced(med 600),JP,george.-5078,100.0,2026-08-11T17:29:04.000Z,,https://www.ebay.com/itm/287519073405?hash=item42f178e47d:g:9cYAAOSwZ-lkMqhy,https://i.ebayimg.com/images/g/9cYAAOSwZ-lkMqhy/s-l225.jpg
图片过小,100.0,Leica M6 Leather Case 14505 #9725 F.Jul.1626,Leica,Film Cameras,Used,130.66,USD,"FIXED_PRICE,BEST_OFFER",9,600,grail:Leica M6;underpriced(med 765),JP,kumsjapan,99.3,2026-08-11T12:49:11.000Z,,https://www.ebay.com/itm/278269294853?hash=item40ca247905:g:3gUAAeSwJoxqexs8,https://i.ebayimg.com/images/g/3gUAAeSwJoxqexs8/s-l225.jpg
查无市价,100.0,Mamiya Press Multi-function Film Holder 6x9 Black,Mamiya,Film Cameras,Used,135.51,USD,"FIXED_PRICE,BEST_OFFER",3,640,grail:Mamiya Press;underpriced(med 470),JP,kumsjapan,99.3,2026-08-11T12:48:44.000Z,,https://www.ebay.com/itm/278269291929?hash=item40ca246d99:g:dlwAAeSwt99qexpt,https://i.ebayimg.com/images/g/dlwAAeSwt99qexpt/s-l225.jpg
图片过小,100.0,CONTAX RTS Black 35mm SLR Body Self-timer Malfunction #219,Contax,Film Cameras,Used,148.09,USD,"FIXED_PRICE,BEST_OFFER",9,600,grail:CONTAX RTS;underpriced(med 600),JP,kumsjapan,99.3,2026-08-11T12:46:32.000Z,,https://www.ebay.com/itm/278269287918?hash=item40ca245dee:g:a0YAAeSwiX5qexnp,https://i.ebayimg.com/images/g/a0YAAeSwiX5qexnp/s-l225.jpg
图片过小,100.0,RE1149◆Mamiya RZ67 PROFESSIONAL 120 Film Holder,Mamiya,Film Cameras,Used,149.83,USD,"FIXED_PRICE,BEST_OFFER",9,600,grail:RZ67;underpriced(med 470),JP,kumsjapan,99.3,2026-08-11T12:46:32.000Z,,https://www.ebay.com/itm/358912994155?hash=item5390e1ab6b:g:rcUAAeSwn~xqexoh,https://i.ebayimg.com/images/g/rcUAAeSwn~xqexoh/s-l225.jpg
残件/按现状,97.0,Canon Canonet QL17 Silver Rangefinder Camera 35mm Parts/Repair.,Canon,Vintage Cameras,,50.0,USD,"FIXED_PRICE,BEST_OFFER",4,1190,grail:Canonet;underpriced(med 200),US,9shpm-92,100.0,2026-08-11T23:29:28.000Z,,https://www.ebay.com/itm/800493667600?hash=itemba61240510:g:XYUAAeSwE-hqe68g,https://i.ebayimg.com/images/g/XYUAAeSwE-hqe68g/s-l225.jpg
型号不明,96.0,[Mint] Pentax 6x45 645 Rear Converter-A A 2x Tele Converter Lens From Japan,Pentax,Lenses,Used,49.9,USD,FIXED_PRICE,9,1600,grail:645;good-cond;underpriced(med 170),JP,japan-camerashop-blueocean1,100.0,2026-08-11T14:06:59.000Z,,https://www.ebay.com/itm/407136469145?hash=item5ecb398099:g:bEoAAeSwseNqey05,https://i.ebayimg.com/images/g/bEoAAeSwseNqey05/s-l225.jpg
残件/按现状,96.0,Leica R5 R-E R6 R7 Camera Back Set of Two Spare Parts,Leica,Film Cameras,For parts or not working,75.0,USD,"FIXED_PRICE,BEST_OFFER",1,1600,grail:Leica R5;underpriced(med 765),US,eroustom,100.0,2026-08-11T14:02:55.000Z,,https://www.ebay.com/itm/287518800577?hash=item42f174bac1:g:V~sAAeSwO2lqeysP,https://i.ebayimg.com/images/g/V~sAAeSwO2lqeysP/s-l225.jpg
