性价比,价差,参考价,样本数,评分,标题,型号,品牌,类目,成色,价格,币种,购买方式,标记,所在地,卖家,好评率,上架时间,结束时间,链接,图片
抄底,-80%,2452.31,80,116.0,【TOP MINT】Mamiya K/L 65mm f4 L Floating System Lens For RB67 Pro S SD From JAPAN,mamiya f4,Mamiya,Film Cameras,Used,499.0,USD,"FIXED_PRICE,BEST_OFFER",grail:RB67;good-cond,JP,kawamura-camera,99.7,2026-08-07T00:45:47.000Z,,https://www.ebay.com/itm/117345022464?hash=item1b524ef200:g:8CAAAeSwrJFqdSpO,https://i.ebayimg.com/images/g/8CAAAeSwrJFqdSpO/s-l225.jpg
抄底,-49%,294.5,70,112.0,Meter Works [ Exc+5 w / Strap ] Olympus OM-4 OM4 35mm SLR Film Camera Body JAPAN,olympus om-4,Olympus,Film Cameras,Used,150.0,USD,"FIXED_PRICE,BEST_OFFER",grail:OM-4;mount:olympus om;good-cond,JP,tiida_collection_japan,100.0,2026-08-07T01:20:28.000Z,,https://www.ebay.com/itm/358893840982?hash=item538fbd6a56:g:V2QAAeSwhPFp3vNX,https://i.ebayimg.com/images/g/V2QAAeSwhPFp3vNX/s-l225.jpg
抄底,-71%,1049.99,18,112.0,[MINT] Contax Carl Zeiss Distagon T* 45mm F/2.8 MMJ MF Lens C/Y Mount From JAPAN,contax distagon 45mm f2.8,Contax,Lenses,Used,299.99,USD,FIXED_PRICE,grail:Distagon;mount:contax/yashica;good-cond,JP,camera-japanmarket,100.0,2026-08-07T02:11:42.000Z,,https://www.ebay.com/itm/178381252963?hash=item298859e963:g:81cAAeSwZoJqdT-V,https://i.ebayimg.com/images/g/81cAAeSwZoJqdT-V/s-l225.jpg
抄底,-53%,889.43,80,112.0,[Exc+5] Leica Leitz Elmar 50mm f/2.8 Collapsible Standard Lens M Mount JAPAN,leica elmar 50mm f2.8,Leica,Lenses,Used,419.99,USD,FIXED_PRICE,grail:Elmar;mount:leica m;good-cond,JP,dka.232,100.0,2026-08-07T00:45:06.000Z,,https://www.ebay.com/itm/358893689740?hash=item538fbb1b8c:g:K20AAeSwp49qdSrV,https://i.ebayimg.com/images/g/K20AAeSwp49qdSrV/s-l225.jpg
抄底,-71%,849.0,9,102.0,Leica 3G 3F Hand Grip for Leica III Series Cameras From Japan,leica 3g,Leica,Film Cameras,Used,242.99,USD,FIXED_PRICE,grail:Leica III,JP,niigata-japan,99.3,2026-08-07T04:14:44.000Z,,https://www.ebay.com/itm/128014902424?hash=item1dce486498:g:--0AAeSwJHdqdVzi,https://i.ebayimg.com/images/g/--0AAeSwJHdqdVzi/s-l225.jpg
超值,-43%,644.99,58,100.0,Read!!! [Exc+5] Contax S2 60th 60 Years Model 35mm SLR Film Camera From JAPAN,contax s2,Contax,Film Cameras,Used,369.99,USD,FIXED_PRICE,grail:Contax S2;good-cond,JP,jii-camera-japan,100.0,2026-08-07T10:07:33.000Z,,https://www.ebay.com/itm/358895569017?hash=item538fd7c879:g:pkMAAeSwwhdqda7h,https://i.ebayimg.com/images/g/pkMAAeSwwhdqda7h/s-l225.jpg
超值,-33%,644.99,58,100.0,[Top MINT+] Contax S2 60 Years Model 35mm Manual Focus SLR Film Camera JAPAN,contax s2,Contax,Film Cameras,Used,429.99,USD,FIXED_PRICE,grail:Contax S2;good-cond,JP,dka.232,100.0,2026-08-07T01:26:40.000Z,,https://www.ebay.com/itm/358893859907?hash=item538fbdb443:g:x-QAAeSwU21qdTUI,https://i.ebayimg.com/images/g/x-QAAeSwU21qdTUI/s-l225.jpg
超值,-30%,644.99,58,100.0,[ MINT ] Contax S2 60th Anniversary Model 35mm SLR Film Camera Body From JAPAN,contax s2,Contax,Film Cameras,Used,449.99,USD,FIXED_PRICE,grail:Contax S2;good-cond,JP,zen-camera-japan,99.6,2026-08-07T07:36:57.000Z,,https://www.ebay.com/itm/188755725551?hash=item2bf2b7ccef:g:v80AAeSw5UJqdYwV,https://i.ebayimg.com/images/g/v80AAeSw5UJqdYwV/s-l225.jpg
超值,-29%,1099.99,72,100.0,【Exc+5】 Leica minilux zoom 35mm Film Camera 35-70mm f/3.5-6.5 Lens From JAPAN,leica minilux,Leica,Film Cameras,Used,779.99,USD,FIXED_PRICE,grail:minilux;good-cond,JP,atsuin_88,98.9,2026-08-07T00:35:45.000Z,,https://www.ebay.com/itm/128014712929?hash=item1dce458061:g:9H0AAeSwxghqdSjb,https://i.ebayimg.com/images/g/9H0AAeSwxghqdSjb/s-l225.jpg
抄底,-48%,250.0,70,99.0,New Seal [N MINT] Mamiya C33 Pro Body TLR 6x6 Medium Format Film Camera JAPAN,mamiya c33,Mamiya,Film Cameras,Used,129.99,USD,FIXED_PRICE,good-cond,JP,fuku._34,100.0,2026-08-07T01:37:15.000Z,,https://www.ebay.com/itm/206471337309?hash=item3012a6955d:g:8~0AAeSwhnxqdTeB,https://i.ebayimg.com/images/g/8~0AAeSwhnxqdTeB/s-l225.jpg
