性价比,价差,参考价,样本数,评分,标题,型号,品牌,类目,成色,价格,币种,购买方式,标记,所在地,卖家,好评率,上架时间,结束时间,链接,图片
抄底,-65%,409.94,80,121.0,[Near MINT] Mamiya RZ67 Pro II Medium Format SLR Body 120 6x7 From JAPAN,mamiya rz67,Mamiya,Film Cameras,Used,144.99,USD,FIXED_PRICE,grail:RZ67;good-cond,JP,tokyolensmarket,100.0,2026-08-25T01:17:33.000Z,,https://www.ebay.com/itm/398321081632?hash=item5cbdc95d20:g:basAAeSwRAVqjO2p,https://i.ebayimg.com/images/g/basAAeSwRAVqjO2p/s-l225.jpg
抄底,-50%,542.5,16,116.0,[Top MINT] Bronica SQ-Am 6X6 Medium Format FILM CAMERA Black BODY From JAPAN #01,bronica sq-am,Bronica,Film Cameras,Used,269.0,USD,FIXED_PRICE,grail:Bronica SQ;good-cond,JP,origami_camera_japan,100.0,2026-08-24T12:04:19.000Z,,https://www.ebay.com/itm/128041967534?hash=item1dcfe55fae:g:DS4AAeSw04tqjDQ4,https://i.ebayimg.com/images/g/DS4AAeSw04tqjDQ4/s-l225.jpg
抄底,-48%,633.04,28,116.0,Read [Near MINT] Rollei 35 S 35mm Film Camera Black Sonnar 40mm f/2.8 From JAPAN,rollei sonnar 35mm f2.8,Rollei,Film Cameras,Used,329.99,USD,FIXED_PRICE,grail:Sonnar;good-cond,JP,nobumoto96,100.0,2026-08-25T10:42:57.000Z,,https://www.ebay.com/itm/237029040748?hash=item373008226c:g:C0MAAeSwTtFqjW7O,https://i.ebayimg.com/images/g/C0MAAeSwTtFqjW7O/s-l225.jpg
抄底,-62%,170.95,41,106.0,Tested [MINT] Zenza Bronica MC 150mm f/4 Zenzanon Lens From JAPAN,bronica 150mm f4,Bronica,Lenses,Used,64.99,USD,FIXED_PRICE,grail:Bronica MC;good-cond,JP,yutacamerajapan,100.0,2026-08-24T09:14:10.000Z,,https://www.ebay.com/itm/298611517339?hash=item4586a2279b:g:uKsAAeSwGatqjAwd,https://i.ebayimg.com/images/g/uKsAAeSwGatqjAwd/s-l225.jpg
抄底,-89%,1189.0,71,106.0,Leica Minilux Zoom Original Case,leica minilux,Leica,Film Cameras,Used,133.45,USD,FIXED_PRICE,grail:Minilux,JP,riversideworks_japan,98.5,2026-08-24T08:12:23.000Z,,https://www.ebay.com/itm/188833851869?hash=item2bf75fe9dd:g:~M4AAeSwhFRqi~14,https://i.ebayimg.com/images/g/~M4AAeSwhFRqi~14/s-l225.jpg
抄底,-59%,462.66,48,106.0,Leica R3 Electronic Body Black #2641,leica r3,Leica,Film Cameras,Used,189.08,USD,FIXED_PRICE,grail:Leica R3,JP,riversideworks_japan,98.5,2026-08-24T08:06:28.000Z,,https://www.ebay.com/itm/800554881078?hash=itemba64ca1036:g:zWQAAeSwyIRqi~zR,https://i.ebayimg.com/images/g/zWQAAeSwyIRqi~zR/s-l225.jpg
抄底,-88%,1852.59,80,106.0,Fake Leica Elmar 50mm F3.5 Rangefinder Camera Rare,leica elmar f3.5,Leica,Vintage Cameras,,212.8,USD,FIXED_PRICE,grail:Elmar,JP,riversideworks_japan,98.5,2026-08-24T08:10:06.000Z,,https://www.ebay.com/itm/188833821220?hash=item2bf75f7224:g:LMwAAeSwGEZqi~zD,https://i.ebayimg.com/images/g/LMwAAeSwGEZqi~zD/s-l225.jpg
抄底,-53%,462.66,48,106.0,Leica R3 ELECTRONIC Film SLR Camera Body,leica r3,Leica,Film Cameras,Used,216.89,USD,FIXED_PRICE,grail:Leica R3,JP,riversideworks_japan,98.5,2026-08-24T08:04:21.000Z,,https://www.ebay.com/itm/188833796202?hash=item2bf75f106a:g:0KEAAeSww-Fqi~v4,https://i.ebayimg.com/images/g/0KEAAeSww-Fqi~v4/s-l225.jpg
抄底,-47%,449.99,17,106.0,[Exc+5+] Mamiya Sekor Reflex C 500mm F8 Lens for Mamiya 645 Pro Super From JAPAN,mamiya sekor 500mm f8,Mamiya,Lenses,Used,239.99,USD,FIXED_PRICE,grail:645;good-cond,JP,kimu_1572,100.0,2026-08-24T10:29:32.000Z,,https://www.ebay.com/itm/137655167375?hash=item200ce3298f:g:yewAAeSwzVlqjB2T,https://i.ebayimg.com/images/g/yewAAeSwzVlqjB2T/s-l225.jpg
抄底,-46%,462.66,48,106.0,Leica R3 ELECTRONIC Camera Used Practical Condition,leica r3,Leica,Film Cameras,Used,247.98,USD,FIXED_PRICE,grail:Leica R3,JP,riversideworks_japan,98.5,2026-08-24T08:09:36.000Z,,https://www.ebay.com/itm/198591276218?hash=item2e3cf664ba:g:LkMAAeSw-qlqi~zV,https://i.ebayimg.com/images/g/LkMAAeSw-qlqi~zV/s-l225.jpg
