性价比,价差,参考价,样本数,评分,标题,型号,品牌,类目,成色,价格,币种,购买方式,标记,所在地,卖家,好评率,上架时间,结束时间,链接,图片
抄底,-63%,2549.0,24,121.0,Meter Works [MINT] Leica CL 50th Model Black 35mm Film Camera Body From JAPAN,leica 50th,Leica,Film Cameras,Used,949.99,USD,FIXED_PRICE,grail:Leica CL;good-cond,JP,camera_japan_chiba,100.0,2026-08-20T08:36:32.000Z,,https://www.ebay.com/itm/128035910251?hash=item1dcf88f26b:g:ABQAAeSwehZqhr1I,https://i.ebayimg.com/images/g/ABQAAeSwehZqhr1I/s-l225.jpg
抄底,-46%,1111.62,80,116.0,[ Near MINT w/ Grid Screen] Hasselblad 500C Medium Format Film Camera From JAPAN,hasselblad 500c,Hasselblad,Film Cameras,Used,599.99,USD,FIXED_PRICE,grail:500C;good-cond,JP,hakusan_camera,100.0,2026-08-20T07:10:11.000Z,,https://www.ebay.com/itm/198583750120?hash=item2e3c838de8:g:FLYAAeSwo8JqhqiV,https://i.ebayimg.com/images/g/FLYAAeSwo8JqhqiV/s-l225.jpg
抄底,-62%,2749.49,16,116.0,[ Near MINT ] Hasselblad 501C Black Medium Format Body From JAPAN,hasselblad 501c,Hasselblad,Film Cameras,Used,1049.9,USD,FIXED_PRICE,grail:501C;good-cond,JP,rcamera.japan,100.0,2026-08-20T08:09:15.000Z,,https://www.ebay.com/itm/398306867406?hash=item5cbcf078ce:g:SekAAeSwwtVqhrdc,https://i.ebayimg.com/images/g/SekAAeSwwtVqhrdc/s-l225.jpg
抄底,-50%,5049.94,24,116.0,[ N MINT ] CONTAX 645 Film Camera AE Finder MFB-1 120/220 From JAPAN #18909,contax mfb-1,Contax,Film Cameras,Used,2499.99,USD,FIXED_PRICE,grail:645;good-cond,JP,z1came-0,99.8,2026-08-19T09:23:57.000Z,,https://www.ebay.com/itm/407155446238?hash=item5ecc5b11de:g:9VYAAeSw04tqhXXG,https://i.ebayimg.com/images/g/9VYAAeSw04tqhXXG/s-l225.jpg
抄底,-62%,369.99,19,112.0,MMJ [Exc] Contax Carl Zeiss Vario-Sonnar 35-135mm f/3.3-4.5 Lens C/Y From JAPAN,contax sonnar 35-135mm f3.3,Contax,Lenses,Used,139.99,USD,"FIXED_PRICE,BEST_OFFER",grail:Sonnar;mount:contax/yashica;good-cond,JP,teriyaki.japan,99.6,2026-08-19T13:31:04.000Z,,https://www.ebay.com/itm/407156106864?hash=item5ecc652670:g:MB4AAeSwIZNptXQD,https://i.ebayimg.com/images/g/MB4AAeSwIZNptXQD/s-l225.jpg
抄底,-46%,889.43,80,112.0,[Almost MINT] Leica Elmar 5cm 50mm f/2.8 Collapsible Standard Prime M Mount JP,leica elmar 50mm f2.8,Leica,Lenses,Used,479.99,USD,FIXED_PRICE,grail:Elmar;mount:leica m;good-cond,JP,noma6724,100.0,2026-08-20T00:18:23.000Z,,https://www.ebay.com/itm/188819444939?hash=item2bf68414cb:g:KsoAAeSwv9Nqhkj8,https://i.ebayimg.com/images/g/KsoAAeSwv9Nqhkj8/s-l225.jpg
抄底,-62%,129.99,80,102.0,[ EXC+5 ] SMC Pentax-A 645 80-160mm f/4.5 Zoom MF Lens For 645N NII From JAPAN,pentax smc 80-160mm f4.5,Pentax,Lenses,Used,49.99,USD,"FIXED_PRICE,BEST_OFFER",grail:645;mount:pentax k;good-cond,JP,asami-camerashop-japan,100.0,2026-08-19T10:06:04.000Z,,https://www.ebay.com/itm/800533563751?hash=itemba6384c967:g:l3IAAeSw5O1pKOlx,https://i.ebayimg.com/images/g/l3IAAeSw5O1pKOlx/s-l225.jpg
抄底,-59%,294.5,70,102.0,OLYMPUS OM-4 Black 35mm Film Camera Body w/ ZUIKO AUTO-W 35mm f/2.8 Lens,olympus om-4,Olympus,Film Cameras,Used,120.0,USD,"FIXED_PRICE,BEST_OFFER",grail:OM-4;mount:olympus om,JP,vintage-watch-store-muuuus.japan,100.0,2026-08-20T12:47:15.000Z,,https://www.ebay.com/itm/800539896392?hash=itemba63e56a48:g:LygAAeSwk7FqhvE8,https://i.ebayimg.com/images/g/LygAAeSwk7FqhvE8/s-l225.jpg
超值,-37%,899.99,80,100.0,⏯️ ALL Works[NEAR MINT] Contax G1 Rangefinder Camera Body 90mm F2.8 Lens JAPAN,contax g1,Contax,Film Cameras,Used,569.99,USD,"FIXED_PRICE,BEST_OFFER",grail:Contax G1;good-cond,JP,tomooka_49,99.8,2026-08-19T22:15:49.000Z,,https://www.ebay.com/itm/158206971145?hash=item24d5decd09:g:58oAAeSwDjZqemBv,https://i.ebayimg.com/images/g/58oAAeSwDjZqemBv/s-l225.jpg
超值,-29%,3274.95,80,100.0,[ Almost MINT w/ GD-2 ] Contax G2 Black Rangefinder 35mm Film Camera Japan #2700,contax g2,Contax,Film Cameras,Used,2319.99,USD,FIXED_PRICE,grail:Contax G2;good-cond,JP,japan-collection-camera-take,100.0,2026-08-19T16:28:35.000Z,,https://www.ebay.com/itm/398304417816?hash=item5cbccb1818:g:P~cAAeSwXVZpuIuR,https://i.ebayimg.com/images/g/P~cAAeSwXVZpuIuR/s-l225.jpg
抄底,-90%,699.38,66,98.0,Squarehood brand lens hood fits Voigtlander 28mm Ultron M Mount V2 lens,voigtlander ultron 28mm,Voigtlander,Lenses,Used,69.0,USD,FIXED_PRICE,grail:Ultron;mount:leica m,US,mouses53,100.0,2026-08-19T21:07:39.000Z,,https://www.ebay.com/itm/318755692745?hash=item4a3751e0c9:g:j6AAAeSw3vtqhhiw,https://i.ebayimg.com/images/g/j6AAAeSw3vtqhhiw/s-l225.jpg
抄底,-46%,74.44,80,96.0,VTG Tenax Zeiss Ikon 35mm Film Camera Tessar 2.8/50 Prontormat-S Germany TF1294,zeiss ikon tessar,Zeiss,Vintage Cameras,,39.86,USD,FIXED_PRICE,grail:Tessar,US,antiquesplus1,99.8,2026-08-19T14:59:21.000Z,,https://www.ebay.com/itm/820023036290?hash=itembeed2e8982:g:iHkAAeSwM4Zp35uz,https://i.ebayimg.com/images/g/iHkAAeSwM4Zp35uz/s-l225.jpg
超值,-35%,325.0,25,96.0,Voigtlander COLOR-HELIAR 75mm F2.5 MC Black L39 LTM [Near Mint] From Japan #G078,voigtlander heliar 75mm f2.5,Voigtlander,Lenses,Used,210.0,USD,FIXED_PRICE,grail:HELIAR;mount:ltm/l39;good-cond,JP,expya53,100.0,2026-08-20T00:00:55.000Z,,https://www.ebay.com/itm/158207191375?hash=item24d5e2294f:g:wtQAAeSw9XJqhQ-A,https://i.ebayimg.com/images/g/wtQAAeSw9XJqhQ-A/s-l225.jpg
超值,-25%,407.23,68,96.0,Carl Zeiss Planar T* 50mm F/1.4 ZE (for Canon EF mount) -Near Mint- #172,zeiss ef 50mm f1.4,Zeiss,Lenses,Very Good - Refurbished,304.0,USD,FIXED_PRICE,grail:Planar;mount:canon ef;good-cond,JP,mapcamera,100.0,2026-08-19T08:06:39.000Z,,https://www.ebay.com/itm/377431436958?hash=item57e0aaae9e:g:a20AAeSw1INqhWQE,https://i.ebayimg.com/images/g/a20AAeSw1INqhWQE/s-l225.jpg
超值,-36%,547.97,80,96.0,[Top MINT] Voigtlander Nokton 50mm f1.5 Aspherical Leica L39 LTM Lens From Japan,voigtlander nokton 50mm f1.5,Voigtlander,Lenses,Used,349.99,USD,FIXED_PRICE,grail:Nokton;mount:ltm/l39;good-cond,JP,t.watanabe0811,100.0,2026-08-19T18:05:32.000Z,,https://www.ebay.com/itm/366616490270?hash=item555c0bb11e:g:6GMAAeSwrBFqhfDr,https://i.ebayimg.com/images/g/6GMAAeSwrBFqhfDr/s-l225.jpg
超值,-35%,633.65,80,96.0,Cosina Voigtlander NOKTON 35mm F1.2 Aspherical VM II -Near Mint- 0565,voigtlander nokton 35mm f1.2,Voigtlander,Lenses,Used,409.81,USD,FIXED_PRICE,grail:NOKTON;mount:leica m;good-cond,JP,kitamura_camera,100.0,2026-08-19T15:27:18.000Z,,https://www.ebay.com/itm/820023104644?hash=itembeed2f9484:g:3PkAAeSwU~lqhcwO,https://i.ebayimg.com/images/g/3PkAAeSwU~lqhcwO/s-l225.jpg
超值,-31%,633.65,80,96.0,【Near Mint】Voigtlander NOKTON 35mm F1.2 Aspherical VM (Leica M) From JAPAN #5352,voigtlander nokton 35mm f1.2,Voigtlander,Lenses,Used,438.0,USD,FIXED_PRICE,grail:NOKTON;mount:leica m;good-cond,JP,ramcamerastore,100.0,2026-08-19T13:32:25.000Z,,https://www.ebay.com/itm/178423230838?hash=item298ada7176:g:TsQAAeSwbS9qha-S,https://i.ebayimg.com/images/g/TsQAAeSwbS9qha-S/s-l225.jpg
超值,-42%,780.69,33,96.0,Carl Zeiss Planar T* 85mm F/1.4 ZE (for Canon EF mount) -Near Mint- #78,zeiss ef 85mm f1.4,Zeiss,Lenses,Very Good - Refurbished,456.95,USD,FIXED_PRICE,grail:Planar;mount:canon ef;good-cond,JP,mapcamera,100.0,2026-08-19T08:06:53.000Z,,https://www.ebay.com/itm/327317355378?hash=item4c35a27b72:g:UMcAAeSwuVhqhWQS,https://i.ebayimg.com/images/g/UMcAAeSwuVhqhWQS/s-l225.jpg
超值,-42%,1449.99,6,96.0,[N MINT] Hasselblad 500C/M w/ Waist Level Finder Medium Format Camera From Japan,hasselblad 500c/m waist,Hasselblad,Film Cameras,Used,839.99,USD,FIXED_PRICE,grail:500C;good-cond,JP,kosod-78,100.0,2026-08-19T23:55:34.000Z,,https://www.ebay.com/itm/147516300170?hash=item2258a81b8a:g:7WcAAeSw7BNqhkOm,https://i.ebayimg.com/images/g/7WcAAeSw7BNqhkOm/s-l225.jpg
抄底,-55%,220.49,29,95.0,[EXC+5] ZEISS IKON Ikoflex IIa TLR Film Camera Anastigmate 75mm f3.5 Lens. 1995C,zeiss ikon ikoflex,Zeiss,Vintage Cameras,,100.0,USD,FIXED_PRICE,good-cond,US,evsonelm,98.7,2026-08-20T04:03:29.000Z,,https://www.ebay.com/itm/278297703412?hash=item40cbd5f3f4:g:cL8AAeSwOCtqhnvy,https://i.ebayimg.com/images/g/cL8AAeSwOCtqhnvy/s-l225.jpg
抄底,-50%,219.99,15,95.0,[NEAR MINT] Canon IIS2 2S2 35mm Rangefinder Film Camera L39 LTM Body From JAPAN,canon iis2,Canon,Film Cameras,Used,109.0,USD,FIXED_PRICE,mount:ltm/l39;good-cond,JP,minakei-japan-family,100.0,2026-08-19T14:16:07.000Z,,https://www.ebay.com/itm/137639528810?hash=item200bf4896a:g:LK8AAeSw7cFqBzb3,https://i.ebayimg.com/images/g/LK8AAeSw7cFqBzb3/s-l225.jpg
抄底,-69%,424.99,16,95.0,[ Near MINT ] Nikon FE Silver SLR Grid Screen 35mm SLR Film Camera From JAPAN,nikon grid screen,Nikon,Film Cameras,Used,129.99,USD,FIXED_PRICE,mount:sony e;good-cond,JP,japan.sadacamera,100.0,2026-08-19T13:03:13.000Z,,https://www.ebay.com/itm/377432254130?hash=item57e0b726b2:g:QdkAAeSwhq5qhalg,https://i.ebayimg.com/images/g/QdkAAeSwhq5qhalg/s-l225.jpg
抄底,-58%,330.0,58,95.0,Leitz Elmar 4/135mm Leica M,leitz elmar 135mm,Leitz,Lenses,Used,138.95,USD,FIXED_PRICE,grail:Elmar;mount:leica m,DE,jbv-foto,100.0,2026-08-19T14:52:09.000Z,,https://www.ebay.com/itm/287534491850?hash=item42f26428ca:g:vJ8AAeSwNuRqhcNt,https://i.ebayimg.com/images/g/vJ8AAeSwNuRqhcNt/s-l225.jpg
