性价比,价差,参考价,样本数,评分,标题,型号,品牌,类目,成色,价格,币种,购买方式,标记,所在地,卖家,好评率,上架时间,结束时间,链接,图片
抄底,-70%,499.5,80,116.0,[MINT W/BOX] Contax T2 DATA BACK Gold From JAPAN,contax t2,Contax,Film Cameras,Used,149.99,USD,FIXED_PRICE,grail:Contax T2;good-cond,JP,airu55,100.0,2026-08-22T01:42:54.000Z,,https://www.ebay.com/itm/800547346281?hash=itemba64571769:g:DyQAAeSwYQVqiP--,https://i.ebayimg.com/images/g/DyQAAeSwYQVqiP--/s-l225.jpg
抄底,-72%,164.97,38,106.0,【 EXC+5 】 Zenza Bronica Zenzanon MC 150mm f/4 Lens For ETR S Si from JAPAN #630,bronica 150mm f4,Bronica,Lenses,Used,45.99,USD,FIXED_PRICE,grail:Bronica Zenzanon;good-cond,JP,ykond91-camera-japan,100.0,2026-08-21T08:05:33.000Z,,https://www.ebay.com/itm/800544179712?hash=itemba6426c600:g:e5YAAOSwmWJnf9lz,https://i.ebayimg.com/images/g/e5YAAOSwmWJnf9lz/s-l225.jpg
抄底,-58%,119.99,25,106.0,[Exc+5] Mamiya Sekor C 100-200mm f/5.2 W Zoom Lens For RB67 Pro S SD From JAPAN,mamiya sekor 100-200mm f5.2,Mamiya,Lenses,Used,50.0,USD,FIXED_PRICE,grail:RB67;good-cond,JP,camera_port_japan,100.0,2026-08-22T00:35:20.000Z,,https://www.ebay.com/itm/237022330378?hash=item372fa1be0a:g:gnYAAeSwkhFqiO~4,https://i.ebayimg.com/images/g/gnYAAeSwkhFqiO~4/s-l225.jpg
超值,-30%,569.99,16,105.0,[Near MINT w/ TLA280] CONTAX RTS Planar 50mm f/1.4 T* AEJ Film Camera From JAPAN,contax rts planar,Contax,Film Cameras,Used,399.99,USD,FIXED_PRICE,grail:CONTAX RTS;good-cond,JP,haramijapan,100.0,2026-08-21T14:42:02.000Z,,https://www.ebay.com/itm/336754493970?hash=item4e6821ca12:g:XXkAAeSw-MtqiGRw,https://i.ebayimg.com/images/g/XXkAAeSw-MtqiGRw/s-l225.jpg
超值,-33%,2524.99,32,105.0,Meter Works [Exc+5] Plaubel Makina 67 6x7 Medium Format Film Camera From JAPAN,plaubel 67,Plaubel,Film Cameras,Used,1699.99,USD,"FIXED_PRICE,BEST_OFFER",grail:6x7;good-cond,JP,teriyaki.japan,99.6,2026-08-22T10:54:29.000Z,,https://www.ebay.com/itm/407162638252?hash=item5eccc8cfac:g:lhkAAeSw~zlqJSVD,https://i.ebayimg.com/images/g/lhkAAeSw~zlqJSVD/s-l225.jpg
超值,-30%,2997.38,24,105.0,⏯️[N MINT ] Hasselblad 500C/M Black Planar C T* 80mm F2.8 Lens A12 II From JAPAN,hasselblad 500c/m planar,Hasselblad,Film Cameras,Used,2099.99,USD,FIXED_PRICE,grail:500C;good-cond,JP,good_time_camera,100.0,2026-08-21T15:09:40.000Z,,https://www.ebay.com/itm/407161150498?hash=item5eccb21c22:g:ytAAAeSwoxhqiGss,https://i.ebayimg.com/images/g/ytAAAeSwoxhqiGss/s-l225.jpg
抄底,-76%,1605.65,78,102.0,Rare!! [MINT] Nikon Nikkor-P.C Auto 600mm f/5.6 for Bronica From JAPAN,nikon nikkor 600mm f5.6,Nikon,Lenses,Used,379.99,USD,"FIXED_PRICE,BEST_OFFER",grail:Bronica From;mount:nikon f;good-cond,JP,yosuke_camera,99.7,2026-08-21T21:36:43.000Z,,https://www.ebay.com/itm/188828501333?hash=item2bf70e4555:g:cPgAAeSwIWtphPFn,https://i.ebayimg.com/images/g/cPgAAeSwIWtphPFn/s-l225.jpg
抄底,-56%,899.99,47,102.0,【N.MINT】SMC Pentax-A 645 75mm f/2.8 Manual Focus Lens From JAPAN #3026353,pentax smc 75mm f2.8,Pentax,Lenses,Used,398.0,USD,FIXED_PRICE,grail:645;mount:pentax k;good-cond,JP,nanairo-7,100.0,2026-08-21T05:39:18.000Z,,https://www.ebay.com/itm/267763272704?hash=item3e57ef4c00:g:hLsAAeSwcJ1qh-CY,https://i.ebayimg.com/images/g/hLsAAeSwcJ1qh-CY/s-l225.jpg
抄底,-56%,899.99,47,102.0,[Top MINT] SMC Pentax A 645 75mm F2.8 Lens for 645 645N 645NII From JAPAN,pentax smc 75mm f2.8,Pentax,Lenses,Used,399.99,USD,FIXED_PRICE,grail:645;mount:pentax k;good-cond,JP,toyo_camera_japan,99.8,2026-08-21T04:07:00.000Z,,https://www.ebay.com/itm/377437497066?hash=item57e10726ea:g:6isAAeSwe9Zqh8~Z,https://i.ebayimg.com/images/g/6isAAeSwe9Zqh8~Z/s-l225.jpg
超值,-41%,849.99,80,100.0,Green Rabel [MINT +++] Contax G1 Rangefinder 35mm Film Camera Body From JAPAN,contax g1,Contax,Film Cameras,Used,499.0,USD,FIXED_PRICE,grail:Contax G1;good-cond,JP,kamakura_camera_jp,100.0,2026-08-22T05:55:47.000Z,,https://www.ebay.com/itm/800547706847?hash=itemba645c97df:g:SOoAAeSwJvdqfUBV,https://i.ebayimg.com/images/g/SOoAAeSwJvdqfUBV/s-l225.jpg
超值,-41%,849.99,80,100.0,LCD No Bleeding [ MINT ] Contax G1 Rangefinder 35mm Film Camera Body From JAPAN,contax g1,Contax,Film Cameras,Used,499.99,USD,FIXED_PRICE,grail:Contax G1;good-cond,JP,saycheese8,99.8,2026-08-21T13:13:02.000Z,,https://www.ebay.com/itm/407160984497?hash=item5eccaf93b1:g:qWUAAeSwRHNqiE-Y,https://i.ebayimg.com/images/g/qWUAAeSwRHNqiE-Y/s-l225.jpg
超值,-41%,849.99,80,100.0,Green Label【MINT w/ Data Back】 Contax G1 Rangefinder 35mm Film Camera JAPAN,contax g1,Contax,Film Cameras,Used,499.99,USD,FIXED_PRICE,grail:Contax G1;good-cond,JP,ichiro-camera-japan,99.6,2026-08-21T07:35:33.000Z,,https://www.ebay.com/itm/237020796335?hash=item372f8a55af:g:IZsAAeSw2AdqZvvC,https://i.ebayimg.com/images/g/IZsAAeSw2AdqZvvC/s-l225.jpg
超值,-38%,849.99,80,100.0,[MINT] Contax G1 Rangefinder body 35mm Film Camera From JAPAN,contax g1,Contax,Film Cameras,Used,529.49,USD,FIXED_PRICE,grail:Contax G1;good-cond,JP,store_matz_japan,100.0,2026-08-21T11:57:47.000Z,,https://www.ebay.com/itm/336754292274?hash=item4e681eb632:g:ymEAAeSwHrZqiD30,https://i.ebayimg.com/images/g/ymEAAeSwHrZqiD30/s-l225.jpg
抄底,-80%,487.0,80,99.0,*Exc+5* Toyo View 45 Deluxe 4x5 Front Standard Large Format Camera From JPN,toyo 45,Toyo,Film Cameras,Used,95.22,USD,FIXED_PRICE,good-cond,JP,dub0804-55,100.0,2026-08-21T11:34:44.000Z,,https://www.ebay.com/itm/366620397064?hash=item555c474e08:g:VUMAAeSwwLZn91ad,https://i.ebayimg.com/images/g/VUMAAeSwwLZn91ad/s-l225.jpg
抄底,-46%,2776.27,56,99.0,[MINT] Hasselblad Chrome Silver 503CX Medium Format Camera Body only From JAPAN,hasselblad 503cx,Hasselblad,Film Cameras,Used,1499.9,USD,FIXED_PRICE,good-cond,JP,yoshiokmasahir0,100.0,2026-08-22T06:20:57.000Z,,https://www.ebay.com/itm/287539510997?hash=item42f2b0bed5:g:0lAAAeSwNXNqiUD3,https://i.ebayimg.com/images/g/0lAAAeSwNXNqiUD3/s-l225.jpg
抄底,-46%,2925.45,28,99.0,[N MINT] Hasselblad 503CXi 6x6 Film Camera w/ A12 II Back Acute Matte from JAPAN,hasselblad 503cxi,Hasselblad,Film Cameras,Used,1569.9,USD,FIXED_PRICE,good-cond,JP,daihir_56,100.0,2026-08-22T05:20:05.000Z,,https://www.ebay.com/itm/407162238699?hash=item5eccc2b6eb:g:p4sAAeSwGEZqiTI9,https://i.ebayimg.com/images/g/p4sAAeSwGEZqiTI9/s-l225.jpg
抄底,-45%,599.0,35,98.0,Leica 65mm f/3.5 Elmar Canada M Mount Lens W/R-mount adapter 14167 US Stock,leica elmar 65mm f3.5,Leica,Lenses,Used,329.0,USD,FIXED_PRICE,grail:Elmar;mount:leica m,US,camera-honpo,99.5,2026-08-21T13:10:09.000Z,,https://www.ebay.com/itm/336754391048?hash=item4e68203808:g:998AAeSwtAZqdxvo,https://i.ebayimg.com/images/g/998AAeSwtAZqdxvo/s-l225.jpg
抄底,-53%,989.5,80,98.0,[TESTED] ZEISS Sony FE 35mm f/1.4 ZA Distagon T* FE-mount; prime lens READ,zeiss distagon 35mm f1.4,Zeiss,Lenses,Used,468.0,USD,"FIXED_PRICE,BEST_OFFER",grail:Distagon;mount:sony e,US,ja38671205,100.0,2026-08-21T17:38:20.000Z,,https://www.ebay.com/itm/407159786882?hash=item5ecc9d4d82:g:6p4AAeSwsqlqdPp6,https://i.ebayimg.com/images/g/6p4AAeSwsqlqdPp6/s-l225.jpg
抄底,-65%,169.99,71,96.0,【EXC５ w/ Case】Konica BiG mini BM-201 35mm Point & Shoot Camera From Japan,konica bm-201,Konica,Film Cameras,Used,59.99,USD,FIXED_PRICE,grail:BiG mini,JP,camerashop.toku-fromjapan,100.0,2026-08-22T02:14:10.000Z,,https://www.ebay.com/itm/800547404516?hash=itemba6457fae4:g:cdcAAeSwzf9qiQQ-,https://i.ebayimg.com/images/g/cdcAAeSwzf9qiQQ-/s-l225.jpg
超值,-26%,324.99,71,96.0,Contax [MINT] Carl Zeiss S-Planar T* 60mm f/2.8 AEG MF Lens C/Y From JAPAN,contax planar 60mm f2.8,Contax,Lenses,Used,239.99,USD,FIXED_PRICE,grail:Planar;mount:contax/yashica;good-cond,JP,beryg_camera-japan,100.0,2026-08-21T14:11:17.000Z,,https://www.ebay.com/itm/800545559614?hash=itemba643bd43e:g:R2UAAeSwSUlqiF3k,https://i.ebayimg.com/images/g/R2UAAeSwSUlqiF3k/s-l225.jpg
超值,-33%,552.49,78,96.0,[Exc+5] Contax Carl Zeiss Distagon T* 18mm F/4 MMJ Lens C/Y Mount From JAPAN,contax distagon 18mm f4,Contax,Lenses,Used,370.9,USD,FIXED_PRICE,grail:Distagon;mount:contax/yashica;good-cond,JP,inusaki8_japan,100.0,2026-08-21T14:50:05.000Z,,https://www.ebay.com/itm/307139339722?hash=item4782ee65ca:g:CK4AAeSwUkpqiGbQ,https://i.ebayimg.com/images/g/CK4AAeSwUkpqiGbQ/s-l225.jpg
超值,-29%,721.37,47,96.0,Voigtlander Ultron 28mm f/2 VM Leica M Lens [Near Mint],voigtlander ultron 28mm f2,Voigtlander,Lenses,Used,510.0,USD,FIXED_PRICE,grail:Ultron;mount:leica m;good-cond,JP,united_camera,99.9,2026-08-21T04:40:42.000Z,,https://www.ebay.com/itm/307138517160?hash=item4782e1d8a8:g:elEAAeSwU6VqVxBf,https://i.ebayimg.com/images/g/elEAAeSwU6VqVxBf/s-l225.jpg
超值,-30%,3549.99,30,96.0,RARE Leica Summilux 50mm f/1.4 1st Repaint Black Chrome M Mount No.178xxxx Japan,leica 1st,Leica,Film Cameras,Used,2499.99,USD,"FIXED_PRICE,BEST_OFFER",grail:Summilux;mount:leica m,JP,kawamura-camera,99.7,2026-08-21T23:58:59.000Z,,https://www.ebay.com/itm/117372263193?hash=item1b53ee9b19:g:BycAAeSwc65pZjHf,https://i.ebayimg.com/images/g/BycAAeSwc65pZjHf/s-l225.jpg
抄底,-60%,178.24,80,95.0,All Works [NEAR MINT/W caps] Nikon Ai NIKKOR 135mm f/2.8 MF Telephoto Portrait,nikon nikkor f/2.8,Nikon,Film Cameras,Used,71.99,USD,"FIXED_PRICE,BEST_OFFER",mount:nikon f;good-cond,JP,yypeanuts-camera-japan,100.0,2026-08-22T01:43:12.000Z,,https://www.ebay.com/itm/318765690815?hash=item4a37ea6fbf:g:jSAAAeSwyqZpL0kC,https://i.ebayimg.com/images/g/jSAAAeSwyqZpL0kC/s-l225.jpg
偏低,-25%,2524.99,32,93.0,Meter Works 【OPTICS MINT w/ Hood Strap】PLAUBEL Makina 67 6x7 Film Camera JAPAN,plaubel 67,Plaubel,Film Cameras,Used,1899.99,USD,FIXED_PRICE,grail:6x7;good-cond,JP,ichiro-camera-japan,99.6,2026-08-21T06:45:29.000Z,,https://www.ebay.com/itm/237020715918?hash=item372f891b8e:g:nycAAeSwGs1qdC7q,https://i.ebayimg.com/images/g/nycAAeSwGs1qdC7q/s-l225.jpg
抄底,-58%,164.97,38,92.0,Zenza Bronica 150mm f/4 Zenzanon MC Lens for ETR W/ Both Covers,bronica 150mm f4,Bronica,Lenses,Used,70.0,USD,"FIXED_PRICE,BEST_OFFER",grail:Bronica 150mm,US,empi65,100.0,2026-08-21T23:14:23.000Z,,https://www.ebay.com/itm/327321349347?hash=item4c35df6ce3:g:R08AAeSwtGBqemb4,https://i.ebayimg.com/images/g/R08AAeSwtGBqemb4/s-l225.jpg
