性价比,价差,参考价,样本数,评分,标题,型号,品牌,类目,成色,价格,币种,购买方式,标记,所在地,卖家,好评率,上架时间,结束时间,链接,图片
抄底,-61%,843.95,38,121.0,[N MINT w/ Strap] Zenza Bronica GS-1 GS 6x7 Medium Format Film Camera From JAPAN,bronica gs-1,Bronica,Film Cameras,Used,329.9,USD,FIXED_PRICE,grail:6x7;good-cond,JP,ham_7373,100.0,2026-08-23T02:23:19.000Z,,https://www.ebay.com/itm/366623095907?hash=item555c707c63:g:~M8AAeSwWIxqilrH,https://i.ebayimg.com/images/g/~M8AAeSwWIxqilrH/s-l225.jpg
抄底,-47%,319.99,64,116.0,"READ ""EXC +5"" Contax RTS III Black 35mm SLR Film Camera Body From JAPAN 5441",contax rts iii,Contax,Film Cameras,Used,169.9,USD,FIXED_PRICE,grail:Contax RTS;good-cond,JP,nexus_h_0,100.0,2026-08-22T21:14:56.000Z,,https://www.ebay.com/itm/377441074519?hash=item57e13dbd57:g:OlQAAeSwaONqig92,https://i.ebayimg.com/images/g/OlQAAeSwaONqig92/s-l225.jpg
抄底,-47%,319.99,64,116.0,"READ ""EXC +5"" Contax RTS III Black 35mm SLR Film Camera Body From JAPAN 5441",contax rts iii,Contax,Film Cameras,Used,169.9,USD,FIXED_PRICE,grail:Contax RTS;good-cond,JP,dimex_llc,98.8,2026-08-22T21:14:34.000Z,,https://www.ebay.com/itm/327322181000?hash=item4c35ec1d88:g:5YUAAeSwIMRqig-C,https://i.ebayimg.com/images/g/5YUAAeSwIMRqig-C/s-l225.jpg
抄底,-46%,849.99,80,116.0,"Green Label ""EXC +5"" CONTAX G1 Rangefinder 35mm Film Camera Body JAPAN 5461",contax g1,Contax,Film Cameras,Used,459.9,USD,FIXED_PRICE,grail:CONTAX G1;good-cond,JP,nexus_h_0,100.0,2026-08-22T13:58:40.000Z,,https://www.ebay.com/itm/377440566245?hash=item57e135fbe5:g:lzwAAeSw8rhqiaob,https://i.ebayimg.com/images/g/lzwAAeSw8rhqiaob/s-l225.jpg
抄底,-46%,849.99,80,116.0,"Green Label ""EXC +5"" CONTAX G1 Rangefinder 35mm Film Camera Body JAPAN 5461",contax g1,Contax,Film Cameras,Used,459.9,USD,FIXED_PRICE,grail:CONTAX G1;good-cond,JP,dimex_llc,98.8,2026-08-22T13:58:27.000Z,,https://www.ebay.com/itm/327321892630?hash=item4c35e7b716:g:g6QAAeSwJFFqiaoD,https://i.ebayimg.com/images/g/g6QAAeSwJFFqiaoD/s-l225.jpg
抄底,-62%,799.99,36,106.0,【 MINT 】 Zenza Bronica ZENZANON-PS 80mm f/2.8 Lens for SQ SQ-A SQ-Ai JAPAN,bronica 80mm f2.8,Bronica,Lenses,Used,299.99,USD,FIXED_PRICE,grail:Bronica ZENZANON;good-cond,JP,shintaro-shintoism,100.0,2026-08-22T12:32:40.000Z,,https://www.ebay.com/itm/267764305066?hash=item3e57ff0caa:g:ux0AAeSw3B1qiZY7,https://i.ebayimg.com/images/g/ux0AAeSw3B1qiZY7/s-l225.jpg
抄底,-68%,2119.99,53,106.0,[Near MINT] Leica Leitz Wetzlar Elmarit-R 24mm f/2.8 3 Cam Lens From JAPAN,leica elmarit 24mm f2.8,Leica,Lenses,Used,669.99,USD,FIXED_PRICE,grail:Elmarit;good-cond,JP,mublo_8,100.0,2026-08-22T14:54:01.000Z,,https://www.ebay.com/itm/398314106607?hash=item5cbd5eeeef:g:Af8AAeSw3vtqibk6,https://i.ebayimg.com/images/g/Af8AAeSw3vtqibk6/s-l225.jpg
抄底,-47%,1500.0,80,106.0,[Near Mint] Leica Leitz Summilux-R 50mm F1.4 1:1.4/50 R Mount Lens From JAPAN,leica summilux 50mm f1.4,Leica,Lenses,Used,800.0,USD,"FIXED_PRICE,BEST_OFFER",grail:Summilux;good-cond,JP,rodia-aiko-japan,100.0,2026-08-23T02:48:39.000Z,,https://www.ebay.com/itm/398315167275?hash=item5cbd6f1e2b:g:Fh4AAeSwJK9qil54,https://i.ebayimg.com/images/g/Fh4AAeSwJK9qil54/s-l225.jpg
超值,-33%,2524.99,32,105.0,Meter Works [Exc+5] Plaubel Makina 67 6x7 Medium Format Film Camera From JAPAN,plaubel 67,Plaubel,Film Cameras,Used,1699.99,USD,"FIXED_PRICE,BEST_OFFER",grail:6x7;good-cond,JP,teriyaki.japan,99.6,2026-08-22T10:54:29.000Z,,https://www.ebay.com/itm/407162638252?hash=item5eccc8cfac:g:lhkAAeSw~zlqJSVD,https://i.ebayimg.com/images/g/lhkAAeSw~zlqJSVD/s-l225.jpg
抄底,-79%,462.66,48,102.0,Leica R3 Mot Electronic SLR Camera Body Black #302,leica r3,Leica,Film Cameras,Used,95.5,USD,"FIXED_PRICE,BEST_OFFER",grail:Leica R3,US,robertscamera,99.8,2026-08-23T01:29:12.000Z,,https://www.ebay.com/itm/147521696769?hash=item2258fa7401:g:Jx4AAeSw8HVqNf4b,https://i.ebayimg.com/images/g/Jx4AAeSw8HVqNf4b/s-l225.jpg
